Player,Squad,Fls,Off,Crosses,Recov,Aerialwon%,Season,Competition
mahamadou nagida,Rennes,5,0,29,37,31.3,2024-2025,ligue-1
keito nakamura,Reims,29,10,56,116,33.3,2024-2025,ligue-1
sebastian nanasi,Strasbourg,9,1,66,71,21.4,2024-2025,ligue-1
yael nandjou,Nice,6,0,4,8,75.0,2024-2025,ligue-1
youssouf ndayishimiye,Nice,19,0,2,114,56.9,2024-2025,ligue-1
junior ndiaye,Montpellier,9,4,1,4,27.3,2024-2025,ligue-1
rassoul ndiaye,Le Havre,12,1,32,66,38.2,2024-2025,ligue-1
wilfried ndollo,Montpellier,7,0,6,22,12.5,2024-2025,ligue-1
tanguy ndombele,Nice,10,0,3,67,23.1,2024-2025,ligue-1
loic nego,Le Havre,27,5,75,111,55.9,2024-2025,ligue-1
joao neves,Paris S-G,17,3,15,123,63.6,2024-2025,ligue-1
mikayil ngor faye,Rennes,10,0,1,41,60.9,2024-2025,ligue-1
steve ngoura,Le Havre,5,2,2,7,45.5,2024-2025,ligue-1
bernard nguene,Nice,1,0,0,0,0.0,2024-2025,ligue-1
moussa niakhate,Lyon,34,1,5,119,64.2,2024-2025,ligue-1
abdoulaye niakhate ndiaye,Brest,20,0,2,72,56.8,2024-2025,ligue-1
ibrahima niane,Angers,15,9,2,32,41.3,2024-2025,ligue-1
rasmus nicolaisen,Toulouse,4,0,0,29,70.0,2024-2025,ligue-1
arnaud nordin,Montpellier,13,1,35,47,38.7,2024-2025,ligue-1
plamedi nsingi,Nantes,0,0,0,1,100.0,2024-2025,ligue-1
ernest nuamah,Lyon,18,7,30,60,48.1,2024-2025,ligue-1
rabby nzingoula,Montpellier,37,2,16,99,45.9,2024-2025,ligue-1
mbala nzola,Lens,30,24,1,36,51.4,2024-2025,ligue-1
marwann nzuzi,Saint-Étienne,2,0,1,3,66.7,2024-2025,ligue-1
hamzat ojediran,Lens,17,1,2,26,37.5,2024-2025,ligue-1
joseph okumu,Reims,15,0,5,94,63.6,2024-2025,ligue-1
kazeem olaigbe,Rennes,6,2,10,13,0.0,2024-2025,ligue-1
ben old,Saint-Étienne,4,0,19,24,16.7,2024-2025,ligue-1
warmed omari,Lyon,0,0,0,0,,2024-2025,ligue-1
becir omeragic,Montpellier,13,0,7,75,37.0,2024-2025,ligue-1
andrew omobamidele,Strasbourg,13,0,0,25,75.0,2024-2025,ligue-1
ado onaiwu,Auxerre,9,3,7,45,58.7,2024-2025,ligue-1
christopher operi,Le Havre,9,3,128,51,64.7,2024-2025,ligue-1
fredrik oppegard,Auxerre,3,1,6,14,28.6,2024-2025,ligue-1
victor orakpo,Nice,0,1,0,3,20.0,2024-2025,ligue-1
ike orazi,Reims,0,0,0,0,,2024-2025,ligue-1
gift orban,Lyon,5,4,1,5,20.0,2024-2025,ligue-1
gabriel osho,Auxerre,11,0,3,52,67.9,2024-2025,ligue-1
jibril othman,Saint-Étienne,0,0,0,1,,2024-2025,ligue-1
guimissongui ouattara,Strasbourg,7,1,3,26,33.3,2024-2025,ligue-1
kassoum ouattara,Monaco,10,0,17,27,33.3,2024-2025,ligue-1
zinedine ould khaled,Angers,8,0,0,17,12.5,2024-2025,ligue-1
beres owusu,Saint-Étienne,1,0,1,2,100.0,2024-2025,ligue-1
elisha owusu,Auxerre,49,0,8,154,38.1,2024-2025,ligue-1
willian pacho,Paris S-G,20,0,0,119,52.7,2024-2025,ligue-1
nicolas pallois,Nantes,22,0,7,96,55.6,2024-2025,ligue-1
nicolas pays,Montpellier,2,0,17,20,55.6,2024-2025,ligue-1
kevin pedro,Saint-Étienne,1,0,1,2,,2024-2025,ligue-1
jordan pefok,Reims,11,3,1,7,50.0,2024-2025,ligue-1
theo pellenard,Auxerre,4,0,2,0,,2024-2025,ligue-1
timothee pembele,Le Havre,9,1,28,46,41.7,2024-2025,ligue-1
faris pemi moumbagna,Marseille,1,0,0,0,,2024-2025,ligue-1
oscar perea,Strasbourg,0,1,0,1,,2024-2025,ligue-1
mathias pereira lage,Brest,30,2,99,77,46.1,2024-2025,ligue-1
lucas perri,Lyon,1,0,0,29,100.0,2024-2025,ligue-1
gaetan perrin,Auxerre,24,9,162,124,18.8,2024-2025,ligue-1
prosper peter,Angers,1,0,0,1,0.0,2024-2025,ligue-1
leo petrot,Saint-Étienne,22,1,51,115,51.9,2024-2025,ligue-1
ore petrovic,Strasbourg,0,0,0,58,100.0,2024-2025,ligue-1
tom pouilly,Lens,3,0,11,16,0.0,2024-2025,ligue-1
adrien rabiot,Marseille,53,12,40,124,56.7,2024-2025,ligue-1
goncalo ramos,Paris S-G,8,9,1,18,57.1,2024-2025,ligue-1
lilian raolisoa,Angers,16,3,77,76,57.7,2024-2025,ligue-1
rayan raveloson,Auxerre,9,0,8,44,47.1,2024-2025,ligue-1
guillaume restes,Toulouse,1,0,0,50,0.0,2024-2025,ligue-1
alexsandro ribeiro,Lille,28,2,8,175,71.9,2024-2025,ligue-1
alejandro rodriguez,Lyon,0,0,1,1,0.0,2024-2025,ligue-1
valentin rongier,Marseille,37,0,7,86,54.2,2024-2025,ligue-1
pablo rosario,Nice,24,0,3,60,60.0,2024-2025,ligue-1
anthony rouault,Rennes,7,1,0,48,65.1,2024-2025,ligue-1
jon rowe,Marseille,14,6,28,21,33.3,2024-2025,ligue-1
fabian ruiz pena,Paris S-G,6,5,27,135,38.5,2024-2025,ligue-1
geronimo rulli,Marseille,2,0,0,37,87.5,2024-2025,ligue-1
mathew ryan,Lens,0,0,0,11,100.0,2024-2025,ligue-1
emmanuel sabbi,Le Havre,11,2,15,26,40.9,2024-2025,ligue-1
falaye sacko,Montpellier,15,1,12,52,36.4,2024-2025,ligue-1
matvei safonov,Paris S-G,0,0,0,15,,2024-2025,ligue-1
modibo sagnan,Montpellier,33,1,1,90,48.7,2024-2025,ligue-1
osame sahraoui,Lille,8,1,12,58,0.0,2024-2025,ligue-1
wesley said,Lens,22,7,8,17,38.5,2024-2025,ligue-1
theo sainteluce,Montpellier,8,2,23,38,51.7,2024-2025,ligue-1
ibrahim salah,Brest,6,2,15,20,25.0,2024-2025,ligue-1
amine salama,Reims,2,5,4,11,40.0,2024-2025,ligue-1
mohammed salisu,Monaco,9,1,0,55,66.0,2024-2025,ligue-1
yoann salmier,Le Havre,8,0,1,22,64.5,2024-2025,ligue-1
mama samba balde,Lyon,1,0,0,1,100.0,2024-2025,ligue-1
mama samba balde,Brest,19,14,10,37,41.7,2024-2025,ligue-1
brice samba,Rennes,0,0,0,25,100.0,2024-2025,ligue-1
brice samba,Lens,0,0,0,22,,2024-2025,ligue-1
arouna sangante,Le Havre,22,1,2,53,60.0,2024-2025,ligue-1
nhoa sangui,Reims,9,0,16,64,33.3,2024-2025,ligue-1
morgan sanson,Nice,3,0,4,10,33.3,2024-2025,ligue-1
baptiste santamaria,Nice,16,0,3,49,64.9,2024-2025,ligue-1
baptiste santamaria,Rennes,5,0,4,34,50.0,2024-2025,ligue-1
andrey santos,Strasbourg,29,0,0,188,60.7,2024-2025,ligue-1
tiago santos,Lille,6,2,19,15,60.0,2024-2025,ligue-1
malang sarr,Lens,13,1,1,69,78.3,2024-2025,ligue-1
mamadou sarr,Strasbourg,29,0,1,98,50.8,2024-2025,ligue-1
martin satriano,Lens,4,0,1,6,50.0,2024-2025,ligue-1
teji savanier,Montpellier,22,1,199,117,43.9,2024-2025,ligue-1
niklas schmidt,Toulouse,5,0,16,24,50.0,2024-2025,ligue-1
jeremy sebas,Strasbourg,6,2,2,10,50.0,2024-2025,ligue-1
alidu seidu,Rennes,10,1,4,67,45.0,2024-2025,ligue-1
hiroki sekine,Reims,4,0,21,21,50.0,2024-2025,ligue-1
marvin senaya,Strasbourg,4,0,1,13,50.0,2024-2025,ligue-1
djibril sidibe,Toulouse,20,2,45,99,63.0,2024-2025,ligue-1
vincent sierro,Toulouse,34,1,64,125,47.0,2024-2025,ligue-1
caio henrique oliveira silva,Monaco,16,4,126,110,44.8,2024-2025,ligue-1
abdallah sima,Brest,16,4,16,61,48.2,2024-2025,ligue-1
moses simon,Nantes,11,9,222,118,20.8,2024-2025,ligue-1
lassine sinayoko,Auxerre,36,13,25,76,29.7,2024-2025,ligue-1
wilfried singo,Monaco,36,3,10,138,63.8,2024-2025,ligue-1
ayanda sishuba,Rennes,0,0,0,0,,2024-2025,ligue-1
ibrahim sissoko,Saint-Étienne,37,9,3,23,38.2,2024-2025,ligue-1
niama sissoko,Reims,3,0,0,2,25.0,2024-2025,ligue-1
leo skiri stigard,Rennes,18,0,0,51,70.1,2024-2025,ligue-1
milan skriniar,Paris S-G,4,1,0,25,58.3,2024-2025,ligue-1
naatan skytta,Toulouse,1,0,0,1,,2024-2025,ligue-1
eduard sobol,Strasbourg,4,0,1,4,50.0,2024-2025,ligue-1
florian sotoca,Lens,15,6,75,79,62.3,2024-2025,ligue-1
issa soumare,Le Havre,17,4,42,98,60.0,2024-2025,ligue-1
saidou sow,Strasbourg,7,1,0,36,51.6,2024-2025,ligue-1
saidou sow,Nantes,7,0,0,32,41.9,2024-2025,ligue-1
lucas stassin,Saint-Étienne,32,7,19,34,34.1,2024-2025,ligue-1
enzo sternal,Marseille,0,0,0,0,0.0,2024-2025,ligue-1
gabriel suazo,Toulouse,32,2,78,125,40.6,2024-2025,ligue-1
abakar sylla,Strasbourg,17,0,1,39,57.1,2024-2025,ligue-1
issiaga sylla,Montpellier,13,3,36,51,55.0,2024-2025,ligue-1
musa altaamari,Montpellier,7,3,14,49,44.4,2024-2025,ligue-1
musa altaamari,Rennes,4,4,6,17,18.2,2024-2025,ligue-1
nicolas tagliafico,Lyon,41,1,37,102,49.0,2024-2025,ligue-1
axel tape,Paris S-G,2,0,0,11,20.0,2024-2025,ligue-1
florian tardieu,Saint-Étienne,10,1,24,83,63.6,2024-2025,ligue-1
oussama targhalline,Le Havre,11,4,16,43,57.1,2024-2025,ligue-1
enzo tchato,Montpellier,21,2,77,60,61.3,2024-2025,ligue-1
arnau tenas,Paris S-G,0,0,0,2,100.0,2024-2025,ligue-1
tanner tessmann,Lyon,14,0,14,63,17.4,2024-2025,ligue-1
teddy teuma,Reims,11,2,44,42,33.3,2024-2025,ligue-1
jordan teze,Monaco,10,1,12,29,46.7,2024-2025,ligue-1
sorba thomas,Nantes,13,2,130,66,29.2,2024-2025,ligue-1
adrien thomasson,Lens,51,7,58,206,27.4,2024-2025,ligue-1
corentin tolisso,Lyon,44,8,32,128,48.2,2024-2025,ligue-1
abdoulaye toure,Le Havre,30,1,11,160,61.2,2024-2025,ligue-1
birama toure,Montpellier,2,0,0,14,50.0,2024-2025,ligue-1
ousmane toure,Lille,0,0,0,1,100.0,2024-2025,ligue-1
adrien truffert,Rennes,25,4,145,139,50.0,2024-2025,ligue-1
vanderson,Monaco,28,1,59,153,46.8,2024-2025,ligue-1
robinio vaz,Marseille,1,0,1,1,50.0,2024-2025,ligue-1
jordan veretout,Lyon,23,0,26,88,44.4,2024-2025,ligue-1
ben viadere,Auxerre,0,0,4,0,0.0,2024-2025,ligue-1
vitinha,Paris S-G,9,0,21,144,16.7,2024-2025,ligue-1
ibrahima wadji,Saint-Étienne,11,4,2,7,28.6,2024-2025,ligue-1
elye wahi,Marseille,17,10,2,8,23.5,2024-2025,ligue-1
caleb wiley,Strasbourg,2,0,7,17,0.0,2024-2025,ligue-1
christopher wooh,Rennes,33,0,0,53,70.0,2024-2025,ligue-1
etienne youte kinkoue,Le Havre,14,0,2,65,55.3,2024-2025,ligue-1
eloge zabi,Reims,1,0,0,3,,2024-2025,ligue-1
yoram zague,Paris S-G,2,0,4,5,50.0,2024-2025,ligue-1
wilfried zaha,Lyon,2,0,0,2,,2024-2025,ligue-1
warren zaireemery,Paris S-G,25,1,9,136,39.1,2024-2025,ligue-1
miha zajc,Toulouse,5,0,7,14,27.3,2024-2025,ligue-1
denis zakaria,Monaco,32,1,7,165,60.0,2024-2025,ligue-1
anass zaroury,Lens,13,2,125,59,28.6,2024-2025,ligue-1
nathan zeze,Nantes,17,0,1,63,52.8,2024-2025,ligue-1
edon zhegrova,Lille,10,5,58,42,60.0,2024-2025,ligue-1
melvin zinga,Angers,1,0,0,0,,2024-2025,ligue-1
luck zogbe,Brest,9,1,14,51,75.0,2024-2025,ligue-1
aristide zossou,Auxerre,2,0,1,0,,2024-2025,ligue-1
yanis zouaoui,Le Havre,8,1,110,41,63.6,2024-2025,ligue-1
edhy zuliani,Toulouse,0,0,0,0,,2024-2025,ligue-1
