Player,Squad,Fls,Off,Crosses,Recov,Aerialwon%,Season,Competition
maximilian philipp,Wolfsburg,0,1,7,3,33.3,2022-2023,bundesliga
maximilian philipp,Werder Bremen,7,3,0,16,23.3,2022-2023,bundesliga
amos pieper,Werder Bremen,24,2,17,131,68.7,2022-2023,bundesliga
marvin plattenhardt,Hertha BSC,21,1,156,117,52.8,2022-2023,bundesliga
alassane plea,Gladbach,24,4,48,88,32.6,2022-2023,bundesliga
joel pohjanpalo,Leverkusen,0,1,0,1,0.0,2022-2023,bundesliga
sebastian polter,Schalke 04,23,3,2,24,52.7,2022-2023,bundesliga
stefan posch,Hoffenheim,2,0,0,0,,2022-2023,bundesliga
yussuf poulsen,RB Leipzig,10,2,4,21,69.2,2022-2023,bundesliga
grischa promel,Hoffenheim,32,2,6,83,42.0,2022-2023,bundesliga
tymoteusz puchacz,Union Berlin,0,0,5,1,0.0,2022-2023,bundesliga
eduardo quaresma,Hoffenheim,1,0,0,10,50.0,2022-2023,bundesliga
joshua quarshie,Hoffenheim,0,0,1,0,,2022-2023,bundesliga
diant ramaj,Eint Frankfurt,0,0,0,3,100.0,2022-2023,bundesliga
nicolai rapp,Werder Bremen,2,0,1,6,33.3,2022-2023,bundesliga
david raum,RB Leipzig,21,2,141,113,57.1,2022-2023,bundesliga
rocco reitz,Gladbach,0,0,0,0,,2022-2023,bundesliga
marco reus,Dortmund,18,3,19,52,36.4,2022-2023,bundesliga
elvis rexhbecaj,Augsburg,27,0,17,152,51.5,2022-2023,bundesliga
gio reyna,Dortmund,8,1,17,23,33.3,2022-2023,bundesliga
marco richter,Hertha BSC,36,6,82,161,27.9,2022-2023,bundesliga
manuel riemann,Bochum,1,0,1,105,78.6,2022-2023,bundesliga
sebastian rode,Eint Frankfurt,22,0,8,108,54.5,2022-2023,bundesliga
agustin rogel,Hertha BSC,21,1,0,62,58.3,2022-2023,bundesliga
merlin rohl,Freiburg,1,0,0,6,100.0,2022-2023,bundesliga
tony rolke,Hertha BSC,1,0,0,0,0.0,2022-2023,bundesliga
tom rothe,Dortmund,2,0,2,4,,2022-2023,bundesliga
jerome roussillon,Wolfsburg,1,0,0,2,50.0,2022-2023,bundesliga
jerome roussillon,Union Berlin,12,0,36,54,35.3,2022-2023,bundesliga
sebastian rudy,Hoffenheim,22,0,41,54,41.2,2022-2023,bundesliga
georginio rutter,Hoffenheim,17,17,11,25,28.1,2022-2023,bundesliga
julian ryerson,Union Berlin,16,1,41,77,31.3,2022-2023,bundesliga
julian ryerson,Dortmund,15,1,50,96,59.1,2022-2023,bundesliga
frederik rnnow,Union Berlin,0,0,0,42,83.3,2022-2023,bundesliga
marcel sabitzer,Bayern Munich,7,1,5,47,42.1,2022-2023,bundesliga
dikenirafid salifou,Werder Bremen,0,0,0,0,,2022-2023,bundesliga
roland sallai,Freiburg,29,3,35,58,53.8,2022-2023,bundesliga
diadie samassekou,Hoffenheim,3,0,0,3,,2022-2023,bundesliga
leroy sane,Bayern Munich,17,7,16,115,46.2,2022-2023,bundesliga
sidi sane,Schalke 04,0,0,0,1,,2022-2023,bundesliga
bouna sarr,Bayern Munich,0,0,0,0,,2022-2023,bundesliga
joe scally,Gladbach,13,3,41,94,54.5,2022-2023,bundesliga
kevin schade,Freiburg,4,0,3,7,58.6,2022-2023,bundesliga
andras schafer,Union Berlin,14,1,8,65,44.0,2022-2023,bundesliga
derry scherhant,Hertha BSC,2,0,3,11,22.2,2022-2023,bundesliga
patrik schick,Leverkusen,5,0,4,18,44.1,2022-2023,bundesliga
kingsley schindler,Köln,11,2,45,66,68.6,2022-2023,bundesliga
xaver schlager,RB Leipzig,27,1,2,132,39.4,2022-2023,bundesliga
keven schlotterbeck,Freiburg,0,0,0,0,100.0,2022-2023,bundesliga
keven schlotterbeck,Bochum,11,1,3,54,56.7,2022-2023,bundesliga
nico schlotterbeck,Dortmund,16,1,11,194,64.5,2022-2023,bundesliga
jonathan schmid,Freiburg,1,0,4,4,,2022-2023,bundesliga
romano schmid,Werder Bremen,16,2,20,97,35.3,2022-2023,bundesliga
kenneth schmidt,Freiburg,1,0,1,17,50.0,2022-2023,bundesliga
niklas schmidt,Werder Bremen,20,0,31,101,50.0,2022-2023,bundesliga
benno schmitz,Köln,32,0,96,152,50.0,2022-2023,bundesliga
marvin schwabe,Köln,0,0,0,33,85.7,2022-2023,bundesliga
alexander schwolow,Schalke 04,0,0,0,30,75.0,2022-2023,bundesliga
paul seguin,Union Berlin,13,0,18,54,54.2,2022-2023,bundesliga
davie selke,Hertha BSC,7,0,2,6,47.8,2022-2023,bundesliga
davie selke,Köln,15,7,7,16,57.5,2022-2023,bundesliga
suat serdar,Hertha BSC,33,1,5,139,49.2,2022-2023,bundesliga
eniss shabani,Mainz 05,1,0,0,1,,2022-2023,bundesliga
kiliann sildillia,Freiburg,38,2,26,107,49.4,2022-2023,bundesliga
andre silva,RB Leipzig,32,10,4,48,36.4,2022-2023,bundesliga
mohamed simakan,RB Leipzig,24,2,14,92,60.3,2022-2023,bundesliga
daley sinkgraven,Leverkusen,6,0,3,17,37.5,2022-2023,bundesliga
tobias sippel,Gladbach,0,0,0,7,66.7,2022-2023,bundesliga
hugo siquet,Freiburg,0,0,0,0,,2022-2023,bundesliga
tim skarke,Union Berlin,3,0,8,1,0.0,2022-2023,bundesliga
tim skarke,Schalke 04,4,3,22,29,25.0,2022-2023,bundesliga
ellyes skhiri,Köln,34,4,13,250,64.5,2022-2023,bundesliga
robert skov,Hoffenheim,17,1,75,74,46.9,2022-2023,bundesliga
hrvoje smolcic,Eint Frankfurt,0,0,0,31,67.5,2022-2023,bundesliga
danilo soares,Bochum,28,0,17,175,57.1,2022-2023,bundesliga
nikola soldo,Köln,5,0,1,44,43.8,2022-2023,bundesliga
yann sommer,Bayern Munich,1,0,0,39,75.0,2022-2023,bundesliga
yann sommer,Gladbach,0,0,0,14,0.0,2022-2023,bundesliga
borna sosa,Stuttgart,12,0,255,113,53.6,2022-2023,bundesliga
djibril sow,Eint Frankfurt,39,0,5,210,46.2,2022-2023,bundesliga
anton stach,Mainz 05,26,3,62,167,69.9,2022-2023,bundesliga
kostas stafylidis,Bochum,16,0,26,73,41.2,2022-2023,bundesliga
jens stage,Werder Bremen,32,0,13,95,53.6,2022-2023,bundesliga
veit stange,Hertha BSC,0,0,0,0,,2022-2023,bundesliga
josip stanisic,Bayern Munich,5,0,8,33,66.7,2022-2023,bundesliga
niklas stark,Werder Bremen,41,1,2,113,45.9,2022-2023,bundesliga
pascal stenzel,Stuttgart,3,0,21,29,33.3,2022-2023,bundesliga
angelo stiller,Hoffenheim,11,0,6,51,61.5,2022-2023,bundesliga
lars stindl,Gladbach,30,8,19,72,24.3,2022-2023,bundesliga
kevin stoger,Bochum,41,0,156,181,20.8,2022-2023,bundesliga
niklas sule,Dortmund,8,0,16,150,65.3,2022-2023,bundesliga
ivan sunjic,Hertha BSC,17,1,1,67,33.3,2022-2023,bundesliga
mattias svanberg,Wolfsburg,27,4,37,97,37.0,2022-2023,bundesliga
dominik szoboszlai,RB Leipzig,25,2,117,151,28.0,2022-2023,bundesliga
alexander srloth,RB Leipzig,1,0,0,0,,2022-2023,bundesliga
jonathan tah,Leverkusen,22,2,3,167,55.3,2022-2023,bundesliga
edmond tapsoba,Leverkusen,28,2,3,270,56.1,2022-2023,bundesliga
niklas tauer,Mainz 05,1,0,1,3,66.7,2022-2023,bundesliga
mathys tel,Bayern Munich,9,4,4,16,42.1,2022-2023,bundesliga
semir telalovic,Gladbach,1,0,0,0,20.0,2022-2023,bundesliga
simon terodde,Schalke 04,37,26,2,40,37.4,2022-2023,bundesliga
malick thiaw,Schalke 04,3,0,0,11,66.7,2022-2023,bundesliga
jan thielmann,Köln,14,9,37,39,35.1,2022-2023,bundesliga
morten thorsby,Union Berlin,21,0,3,37,45.7,2022-2023,bundesliga
marcus thuram,Gladbach,34,18,11,73,41.4,2022-2023,bundesliga
steffen tigges,Köln,11,10,15,42,42.7,2022-2023,bundesliga
umut tohumcu,Hoffenheim,4,0,0,12,100.0,2022-2023,bundesliga
tiago tomas,Stuttgart,13,3,34,48,23.1,2022-2023,bundesliga
almamy toure,Eint Frankfurt,5,1,5,32,56.0,2022-2023,bundesliga
lucas tousart,Hertha BSC,36,2,28,168,49.2,2022-2023,bundesliga
kevin trapp,Eint Frankfurt,0,0,0,37,100.0,2022-2023,bundesliga
christopher trimmel,Union Berlin,17,1,180,107,54.8,2022-2023,bundesliga
tuta,Eint Frankfurt,33,1,7,240,45.5,2022-2023,bundesliga
sven ulreich,Bayern Munich,1,0,0,5,,2022-2023,bundesliga
lauren ulrich,Stuttgart,0,0,1,0,,2022-2023,bundesliga
dayot upamecano,Bayern Munich,30,1,2,212,50.0,2022-2023,bundesliga
filip uremovic,Hertha BSC,27,0,1,83,59.1,2022-2023,bundesliga
jere uronen,Schalke 04,5,0,30,45,61.5,2022-2023,bundesliga
mark uth,Köln,2,0,2,0,100.0,2022-2023,bundesliga
josha vagnoman,Stuttgart,19,2,27,74,54.8,2022-2023,bundesliga
ruben vargas,Augsburg,16,3,48,70,37.8,2022-2023,bundesliga
renato veiga,Augsburg,9,0,7,60,46.2,2022-2023,bundesliga
milos veljkovic,Werder Bremen,24,0,3,131,56.3,2022-2023,bundesliga
micky van de ven,Wolfsburg,23,1,12,195,52.2,2022-2023,bundesliga
gabriel vidovic,Bayern Munich,0,0,0,3,0.0,2022-2023,bundesliga
kevin vogt,Hoffenheim,22,0,3,134,44.0,2022-2023,bundesliga
aster vranckx,Wolfsburg,0,0,0,3,,2022-2023,bundesliga
robert wagner,Freiburg,0,0,0,3,50.0,2022-2023,bundesliga
luca waldschmidt,Wolfsburg,14,1,3,21,10.0,2022-2023,bundesliga
paul wanner,Bayern Munich,1,0,0,1,100.0,2022-2023,bundesliga
julian weigl,Gladbach,21,0,0,116,58.1,2022-2023,bundesliga
nelson weiper,Mainz 05,2,3,2,5,50.0,2022-2023,bundesliga
mitchell weiser,Werder Bremen,36,5,75,196,46.3,2022-2023,bundesliga
noah weihaupt,Freiburg,2,1,15,30,44.4,2022-2023,bundesliga
marcel wenig,Eint Frankfurt,0,0,0,0,,2022-2023,bundesliga
timo werner,RB Leipzig,6,25,29,55,31.3,2022-2023,bundesliga
silvan widmer,Mainz 05,11,3,32,98,40.5,2022-2023,bundesliga
patrick wimmer,Wolfsburg,42,7,66,91,41.5,2022-2023,bundesliga
jonas wind,Wolfsburg,17,0,2,43,52.6,2022-2023,bundesliga
frederik winther,Augsburg,0,0,0,2,66.7,2022-2023,bundesliga
florian wirtz,Leverkusen,13,1,43,77,14.3,2022-2023,bundesliga
hannes wolf,Gladbach,7,1,2,31,33.3,2022-2023,bundesliga
marius wolf,Dortmund,12,3,61,92,50.0,2022-2023,bundesliga
jeong wooyeong,Freiburg,12,1,10,27,15.8,2022-2023,bundesliga
kelvin yeboah,Augsburg,11,1,6,19,38.9,2022-2023,bundesliga
maya yoshida,Schalke 04,20,1,8,168,66.4,2022-2023,bundesliga
danaxel zagadou,Stuttgart,12,0,0,83,72.6,2022-2023,bundesliga
rodrigo zalazar,Schalke 04,22,4,115,97,38.1,2022-2023,bundesliga
aaron zehnter,Augsburg,0,0,0,0,,2022-2023,bundesliga
robin zentner,Mainz 05,0,0,0,43,100.0,2022-2023,bundesliga
michael zetterer,Werder Bremen,0,0,0,1,100.0,2022-2023,bundesliga
simon zoller,Bochum,21,7,16,57,42.9,2022-2023,bundesliga
