Player,Squad,Liga,Season,Tack_Def_3rd,Tack_Mid_3rd,Tack_Att_3rd,Tkl%,Tkl,TklW,Int,Blocks,Block_Shots,Block_Pass,Clearences,Err
viktor kovalenko,empoli,Serie-A,2024-2025,0,2,0,0.0,0,1,0,0,0,0,0,0
mateusz kowalski,parma,Serie-A,2024-2025,0,0,0,,0,0,0,1,0,1,1,0
thomas kristensen,udinese,Serie-A,2024-2025,16,11,4,0.625,20,21,21,18,13,5,80,2
nikola krstovic,lecce,Serie-A,2024-2025,4,7,7,0.4379999999999999,7,9,7,12,7,5,24,0
khvicha kvaratskhelia,napoli,Serie-A,2024-2025,4,10,1,0.267,4,9,4,13,0,13,7,0
giorgos kyriakopoulos,monza,Serie-A,2024-2025,20,18,5,0.492,30,26,23,28,10,18,79,0
mathis lambourde,hellas verona,Serie-A,2024-2025,2,1,0,0.3329999999999999,1,1,0,3,0,3,1,0
gianluca lapadula,cagliari,Serie-A,2024-2025,1,0,1,0.0,0,0,0,0,0,0,1,0
valentino lazaro,torino,Serie-A,2024-2025,10,12,4,0.5,15,12,11,28,5,23,38,1
darko lazovic,hellas verona,Serie-A,2024-2025,5,14,2,0.3929999999999999,11,10,11,19,3,16,39,0
manuel lazzari,lazio,Serie-A,2024-2025,13,11,2,0.583,14,16,10,9,5,4,19,0
enzo le fee,roma,Serie-A,2024-2025,5,2,0,0.3329999999999999,2,4,5,9,3,6,2,0
nicola leali,genoa,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,14,1
rafael leao,milan,Serie-A,2024-2025,4,8,4,0.379,11,10,6,15,1,14,4,0
stefan lekovic,monza,Serie-A,2024-2025,6,2,1,0.385,5,4,7,4,4,0,5,0
nunzio lella,venezia,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
giovanni leoni,parma,Serie-A,2024-2025,10,4,0,0.5,5,6,15,20,11,9,63,1
ben lhassine kone,como,Serie-A,2024-2025,1,0,1,0.667,2,2,1,0,0,0,1,0
mattia liberali,milan,Serie-A,2024-2025,0,1,1,1.0,2,1,0,0,0,0,0,0
karol linetty,torino,Serie-A,2024-2025,17,19,3,0.488,20,23,12,14,5,9,31,1
dailon livramento,hellas verona,Serie-A,2024-2025,2,7,6,0.5379999999999999,7,11,3,10,2,8,9,0
stanislav lobotka,napoli,Serie-A,2024-2025,16,21,10,0.613,19,30,21,29,11,18,57,1
manuel locatelli,juventus,Serie-A,2024-2025,29,35,8,0.5710000000000001,32,49,23,58,20,38,77,0
ruben loftuscheek,milan,Serie-A,2024-2025,6,9,4,0.5,6,8,3,3,0,3,20,0
ademola lookman,atalanta,Serie-A,2024-2025,9,15,8,0.579,11,15,3,19,0,19,5,1
sandi lovric,udinese,Serie-A,2024-2025,25,17,4,0.5,22,29,22,33,5,28,27,1
lorenzo lucca,udinese,Serie-A,2024-2025,3,2,5,0.455,5,6,7,18,1,17,27,0
jhon lucumi,bologna,Serie-A,2024-2025,23,29,1,0.7070000000000001,29,30,26,32,14,18,88,7
jose luis palomino,cagliari,Serie-A,2024-2025,16,9,2,0.7140000000000001,15,15,22,21,11,10,46,0
douglas luiz,juventus,Serie-A,2024-2025,7,5,1,0.667,6,8,4,5,2,3,5,0
romelu lukaku,napoli,Serie-A,2024-2025,0,2,2,0.25,1,2,1,7,2,5,17,0
sebastiano luperto,cagliari,Serie-A,2024-2025,31,16,1,0.643,18,27,33,30,15,15,161,1
zito luvumbo,cagliari,Serie-A,2024-2025,4,3,3,0.316,6,6,4,5,0,5,4,0
charalampos lykogiannis,bologna,Serie-A,2024-2025,14,8,1,0.5,10,14,11,10,5,5,41,1
mathias lvik,parma,Serie-A,2024-2025,0,1,0,0.3329999999999999,1,0,2,1,1,0,3,0
giangiacomo magnani,hellas verona,Serie-A,2024-2025,14,6,0,1.0,7,15,17,16,9,7,73,1
mike maignan,milan,Serie-A,2024-2025,0,0,0,0.0,0,0,0,1,0,1,19,3
antoine makoumbou,cagliari,Serie-A,2024-2025,28,11,3,0.76,19,23,17,26,5,21,28,0
daniel maldini,monza,Serie-A,2024-2025,5,9,0,0.462,6,6,4,8,2,6,12,2
daniel maldini,atalanta,Serie-A,2024-2025,0,1,1,0.5,1,2,2,1,0,1,3,0
youssef maleh,empoli,Serie-A,2024-2025,17,23,5,0.5,17,23,16,25,6,19,25,0
ruslan malinovskyi,genoa,Serie-A,2024-2025,4,7,1,0.5,3,8,1,2,0,2,4,0
dennis man,parma,Serie-A,2024-2025,7,3,3,0.25,6,6,8,15,3,12,11,0
gianluca mancini,roma,Serie-A,2024-2025,22,18,2,0.588,20,26,35,22,16,6,103,0
christos mandas,lazio,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,4,0
rolando mandragora,fiorentina,Serie-A,2024-2025,9,12,2,0.452,14,13,17,22,7,15,54,1
alberto manzoni,atalanta,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
alessandro marcandalli,genoa,Serie-A,2024-2025,1,0,0,,0,0,0,0,0,0,2,0
alessandro marcandalli,venezia,Serie-A,2024-2025,6,2,0,0.5,3,6,2,6,3,3,26,0
filip marchwinski,lecce,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
pablo mari,monza,Serie-A,2024-2025,14,12,0,0.524,11,15,37,24,21,3,85,2
pablo mari,fiorentina,Serie-A,2024-2025,11,3,0,0.545,6,9,25,19,14,5,94,0
luca marianucci,empoli,Serie-A,2024-2025,17,11,0,0.579,11,12,19,16,8,8,63,1
mirko maric,monza,Serie-A,2024-2025,1,0,0,0.5,1,0,1,1,1,0,1,0
mirko maric,venezia,Serie-A,2024-2025,5,1,0,0.4,2,3,1,3,1,2,10,0
rafa marin,napoli,Serie-A,2024-2025,1,0,0,0.5,1,0,1,1,1,0,4,0
razvan marin,cagliari,Serie-A,2024-2025,8,11,3,0.52,13,13,2,7,0,7,20,2
guillermo maripan,torino,Serie-A,2024-2025,25,14,1,0.636,21,23,41,27,13,14,138,1
aaron martin,genoa,Serie-A,2024-2025,41,26,4,0.647,33,47,19,33,11,22,73,1
josep martinez,inter,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
lautaro martinez,inter,Serie-A,2024-2025,10,12,8,0.52,13,16,10,21,3,18,15,0
lucas martinez quarta,fiorentina,Serie-A,2024-2025,9,3,0,0.615,8,7,3,5,2,3,25,1
kevin martins,monza,Serie-A,2024-2025,3,2,0,0.5,3,4,1,1,0,1,4,1
adam marusic,lazio,Serie-A,2024-2025,18,12,2,0.6,18,20,16,18,8,10,61,0
adam masina,torino,Serie-A,2024-2025,22,10,1,0.575,23,15,27,28,15,13,95,2
patrizio masini,genoa,Serie-A,2024-2025,18,26,10,0.475,19,29,15,26,8,18,37,0
alan matturro,genoa,Serie-A,2024-2025,6,5,0,0.214,3,6,14,10,3,7,38,0
andrea mazza,monza,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
luca mazzitelli,como,Serie-A,2024-2025,4,5,0,0.7140000000000001,5,6,3,5,2,3,10,0
pasquale mazzocchi,napoli,Serie-A,2024-2025,7,5,3,0.5329999999999999,8,7,5,5,2,3,25,0
samuel mbangula,juventus,Serie-A,2024-2025,7,6,2,0.5379999999999999,7,10,3,7,0,7,4,0
weston mckennie,juventus,Serie-A,2024-2025,18,11,4,0.591,13,12,14,28,8,20,37,0
scott mctominay,napoli,Serie-A,2024-2025,12,27,4,0.5,18,25,24,22,5,17,51,0
filippo melegoni,genoa,Serie-A,2024-2025,1,0,0,0.0,0,1,0,0,0,0,2,0
alex meret,napoli,Serie-A,2024-2025,0,0,0,,0,0,0,1,0,1,16,0
junior messias,genoa,Serie-A,2024-2025,6,6,1,0.3,3,7,6,8,2,6,20,0
valentin mihaila,parma,Serie-A,2024-2025,8,13,8,0.409,9,15,8,18,0,18,6,0
vanja milinkovicsavic,torino,Serie-A,2024-2025,1,0,0,0.3329999999999999,1,0,0,0,0,0,18,4
yerry mina,cagliari,Serie-A,2024-2025,43,21,2,0.769,40,32,37,59,35,24,163,3
juan miranda,bologna,Serie-A,2024-2025,11,14,7,0.424,14,18,23,21,3,18,50,1
fabio miretti,genoa,Serie-A,2024-2025,6,14,8,0.545,18,15,7,20,1,19,13,2
henrikh mkhitaryan,inter,Serie-A,2024-2025,17,16,10,0.444,20,24,17,29,5,24,41,0
rui modesto,udinese,Serie-A,2024-2025,4,9,3,0.778,7,12,8,10,0,10,13,0
lorenzo montipo,hellas verona,Serie-A,2024-2025,1,0,0,0.25,1,0,0,0,0,0,24,4
alvaro morata,milan,Serie-A,2024-2025,5,8,3,0.625,5,10,5,7,2,5,5,0
alberto moreno,como,Serie-A,2024-2025,17,8,0,0.462,12,11,14,12,3,9,40,2
matias moreno,fiorentina,Serie-A,2024-2025,5,3,0,1.0,4,8,1,5,1,4,9,0
tete morente,lecce,Serie-A,2024-2025,10,11,6,0.278,10,17,14,16,1,15,31,1
nikola moro,bologna,Serie-A,2024-2025,7,21,7,0.667,22,27,13,18,7,11,18,0
daniel mosquera,hellas verona,Serie-A,2024-2025,3,5,3,0.067,1,8,2,11,1,10,10,0
dany mota,monza,Serie-A,2024-2025,2,3,8,0.5,4,3,9,18,1,17,27,3
bob murphy omoregbe,milan,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
yunus musah,milan,Serie-A,2024-2025,13,9,5,0.706,12,19,7,9,1,8,9,3
juan musso,atalanta,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
kingstone mutandwa,cagliari,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
obite ndicka,roma,Serie-A,2024-2025,17,15,0,0.667,14,26,33,46,30,16,150,2
konan ndri,lecce,Serie-A,2024-2025,0,0,3,0.667,2,3,1,4,0,4,0,0
michel ndary adopo,cagliari,Serie-A,2024-2025,16,31,8,0.517,15,32,27,20,5,15,25,0
cher ndour,fiorentina,Serie-A,2024-2025,2,1,1,0.2,2,1,2,5,1,4,7,1
dan ndoye,bologna,Serie-A,2024-2025,8,8,10,0.5710000000000001,16,19,9,23,0,23,4,0
victor nelsson,roma,Serie-A,2024-2025,3,1,1,0.6,3,4,2,1,0,1,9,0
david neres,napoli,Serie-A,2024-2025,10,4,7,0.667,10,11,7,7,0,7,4,0
cyril ngonge,napoli,Serie-A,2024-2025,4,4,0,0.5710000000000001,4,5,2,3,0,3,4,0
hans nicolussi caviglia,venezia,Serie-A,2024-2025,17,22,8,0.4529999999999999,29,28,28,39,12,27,55,2
oliver nielsen,lazio,Serie-A,2024-2025,0,0,0,,0,0,1,1,0,1,2,0
eybi nije,torino,Serie-A,2024-2025,3,1,1,0.0,0,1,0,5,1,4,1,0
brooke nortoncuffy,genoa,Serie-A,2024-2025,9,3,0,0.818,9,7,3,12,2,10,12,0
tijjani noslin,lazio,Serie-A,2024-2025,2,1,3,0.125,1,5,1,15,1,14,7,0
adam obert,cagliari,Serie-A,2024-2025,12,17,2,0.593,16,18,23,19,7,12,48,2
jens odgaard,bologna,Serie-A,2024-2025,3,12,5,0.286,6,14,9,19,2,17,12,1
noah okafor,milan,Serie-A,2024-2025,0,0,2,0.0,0,1,2,1,0,1,1,0
noah okafor,napoli,Serie-A,2024-2025,3,0,0,1.0,2,2,0,0,0,0,1,0
yllan okou,hellas verona,Serie-A,2024-2025,0,0,0,,0,0,0,1,0,1,0,0
maduka okoye,udinese,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,12,1
mathias olivera,napoli,Serie-A,2024-2025,31,25,7,0.604,32,35,28,36,12,24,74,1
jean onana,genoa,Serie-A,2024-2025,2,10,0,0.556,5,6,4,6,1,5,8,1
jacob ondrejka,parma,Serie-A,2024-2025,5,7,0,0.833,10,6,7,2,0,2,2,0
gaetano oristanio,venezia,Serie-A,2024-2025,5,8,4,0.467,7,13,6,16,0,16,6,1
riccardo orsolini,bologna,Serie-A,2024-2025,6,6,4,0.455,5,13,8,26,0,26,10,1
yordan osorio,parma,Serie-A,2024-2025,4,1,0,1.0,2,3,4,3,1,2,6,1
sebastian otoa,genoa,Serie-A,2024-2025,1,0,0,0.5,1,0,3,1,1,0,14,0
remi oudin,lecce,Serie-A,2024-2025,1,1,1,0.5,2,1,2,6,2,4,1,0
cheick oumar conde,venezia,Serie-A,2024-2025,3,2,1,0.4,2,5,4,7,2,5,3,0
daniel oyegoke,hellas verona,Serie-A,2024-2025,1,0,1,1.0,1,2,1,1,0,1,7,0
daniele padelli,udinese,Serie-A,2024-2025,0,0,0,0.0,0,0,0,0,0,0,0,0
simone pafundi,udinese,Serie-A,2024-2025,2,0,1,0.25,1,3,0,0,0,0,1,0
tomas palacios,monza,Serie-A,2024-2025,9,2,0,0.6920000000000001,9,5,8,7,2,5,17,2
tomas palacios,inter,Serie-A,2024-2025,0,0,0,,0,0,1,0,0,0,0,0
alberto paleari,torino,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,2,0
marco palestra,atalanta,Serie-A,2024-2025,3,2,1,1.0,3,4,2,4,1,3,4,0
matteo palma,udinese,Serie-A,2024-2025,0,0,0,,0,0,0,1,1,0,1,0
leandro paredes,roma,Serie-A,2024-2025,9,12,5,0.5,16,14,19,14,5,9,33,2
fabiano parisi,fiorentina,Serie-A,2024-2025,11,12,4,0.5710000000000001,12,17,17,14,2,12,17,0
mario pasalic,atalanta,Serie-A,2024-2025,11,13,2,0.423,11,16,12,22,7,15,28,1
patric,lazio,Serie-A,2024-2025,6,3,0,0.6,6,6,3,3,2,1,22,1
rui patricio,atalanta,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,3,0
benjamin pavard,inter,Serie-A,2024-2025,12,12,5,0.72,18,16,16,16,12,4,52,0
strahinja pavlovic,milan,Serie-A,2024-2025,32,19,1,0.58,29,31,16,17,6,11,82,0
leonardo pavoletti,cagliari,Serie-A,2024-2025,0,1,0,,0,0,0,4,1,3,3,0
martin payero,udinese,Serie-A,2024-2025,4,14,6,0.5,8,16,13,16,2,14,13,0
nicolas paz,como,Serie-A,2024-2025,18,26,7,0.471,24,33,21,49,3,46,16,0
marcus pedersen,torino,Serie-A,2024-2025,6,6,1,0.625,10,8,13,11,2,9,34,1
pedro,lazio,Serie-A,2024-2025,5,9,5,0.476,10,14,3,11,0,11,3,1
pietro pellegri,empoli,Serie-A,2024-2025,0,6,1,0.5,2,2,0,2,0,2,3,0
lorenzo pellegrini,roma,Serie-A,2024-2025,5,13,6,0.421,8,16,6,8,1,7,22,0
luca pellegrini,lazio,Serie-A,2024-2025,11,10,2,0.531,17,11,19,10,3,7,32,0
mateo pellegrino,parma,Serie-A,2024-2025,1,2,0,0.25,1,2,1,6,1,5,6,0
andy pelmard,lecce,Serie-A,2024-2025,5,1,0,1.0,4,6,0,1,0,1,5,0
sergiu perciun,torino,Serie-A,2024-2025,0,0,2,0.25,1,2,1,2,0,2,2,0
pedro pereira,monza,Serie-A,2024-2025,30,18,5,0.636,35,32,21,26,12,14,85,5
gaston pereiro,genoa,Serie-A,2024-2025,0,1,0,1.0,1,0,0,0,0,0,1,0
kike perez,venezia,Serie-A,2024-2025,18,12,11,0.409,18,25,10,14,2,12,15,0
nehuen perez,udinese,Serie-A,2024-2025,0,0,1,0.0,0,1,1,2,2,0,7,0
simone perilli,hellas verona,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,1,0
mattia perin,juventus,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,2,0
maximo perrone,como,Serie-A,2024-2025,19,14,5,0.342,13,27,20,15,2,13,43,0
matteo pessina,monza,Serie-A,2024-2025,3,11,1,0.643,9,4,12,6,0,6,7,0
andrea petagna,monza,Serie-A,2024-2025,0,1,1,0.5,1,1,1,0,0,0,2,0
giuseppe pezzella,empoli,Serie-A,2024-2025,28,17,10,0.509,29,31,15,32,8,24,110,2
roberto piccoli,cagliari,Serie-A,2024-2025,2,6,5,0.25,3,9,3,12,4,8,31,0
nicholas pierini,venezia,Serie-A,2024-2025,0,0,0,0.0,0,0,0,2,0,2,0,0
santiago pierotti,lecce,Serie-A,2024-2025,22,18,6,0.451,23,24,14,31,5,26,32,0
balthazar pierret,lecce,Serie-A,2024-2025,25,23,3,0.433,13,31,19,19,5,14,31,1
andrea pinamonti,genoa,Serie-A,2024-2025,0,7,3,0.25,2,6,1,16,4,12,28,2
nicola pintus,cagliari,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,2,0
niccolo pisilli,roma,Serie-A,2024-2025,11,8,5,0.545,12,11,11,14,3,11,16,0
damian pizarro,udinese,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
semuel pizzignacco,monza,Serie-A,2024-2025,0,0,0,0.0,0,0,0,0,0,0,6,0
tommaso pobega,bologna,Serie-A,2024-2025,12,15,6,0.733,22,19,14,16,4,12,16,0
joel pohjanpalo,venezia,Serie-A,2024-2025,1,2,0,0.0,0,3,4,7,4,3,24,0
matteo politano,napoli,Serie-A,2024-2025,17,11,1,0.349,15,15,13,21,1,20,50,1
marin pongracic,fiorentina,Serie-A,2024-2025,13,4,1,0.636,7,13,12,14,6,8,69,2
stefan posch,bologna,Serie-A,2024-2025,12,9,5,0.6,15,15,5,19,4,15,22,0
stefan posch,atalanta,Serie-A,2024-2025,7,8,3,0.889,8,11,4,5,1,4,13,0
matteo prati,cagliari,Serie-A,2024-2025,2,7,1,0.273,3,4,7,5,2,3,10,1
ivan provedel,lazio,Serie-A,2024-2025,0,0,0,,0,0,1,1,0,1,12,3
diego pugno,juventus,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
christian pulisic,milan,Serie-A,2024-2025,17,14,12,0.405,15,29,5,24,2,22,13,2
ionut radu,venezia,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,9,0
hamza rafia,lecce,Serie-A,2024-2025,14,25,5,0.469,15,27,4,7,2,5,18,1
antonio raimondo,venezia,Serie-A,2024-2025,1,1,0,,0,1,0,0,0,0,0,1
ylber ramadani,lecce,Serie-A,2024-2025,24,27,0,0.635,33,28,24,26,9,17,26,3
luca ranieri,fiorentina,Serie-A,2024-2025,28,12,2,0.8,20,24,28,47,32,15,154,1
giacomo raspadori,napoli,Serie-A,2024-2025,6,10,2,0.667,8,9,3,10,2,8,13,0
federico ravaglia,bologna,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,9,0
ante rebic,lecce,Serie-A,2024-2025,5,5,2,0.3329999999999999,3,9,2,7,1,6,4,1
tijjani reijnders,milan,Serie-A,2024-2025,6,14,6,0.385,10,13,38,22,4,18,28,2
pepe reina,como,Serie-A,2024-2025,0,0,0,0.0,0,0,0,0,0,0,3,2
devyne rensch,roma,Serie-A,2024-2025,8,8,1,0.9,9,13,7,5,3,2,12,1
mateo retegui,atalanta,Serie-A,2024-2025,0,9,5,0.188,3,9,4,7,0,7,17,0
samuele ricci,torino,Serie-A,2024-2025,15,14,6,0.643,18,21,25,23,9,14,51,2
amir richardson,fiorentina,Serie-A,2024-2025,13,15,2,0.429,9,13,6,14,1,13,29,1
sergi roberto,como,Serie-A,2024-2025,5,5,4,0.7140000000000001,5,8,9,7,1,6,14,0
alessio romagnoli,lazio,Serie-A,2024-2025,20,26,2,0.815,22,29,26,33,17,16,118,1
marten de roon,atalanta,Serie-A,2024-2025,32,38,4,0.455,30,48,47,40,7,33,67,1
jonas rouhi,juventus,Serie-A,2024-2025,1,3,0,0.0,0,1,3,2,0,2,2,0
nicolo rovella,lazio,Serie-A,2024-2025,39,38,7,0.519,41,50,47,19,4,15,46,3
amir rrahmani,napoli,Serie-A,2024-2025,19,19,1,0.64,16,31,27,43,26,17,179,2
tommaso rubino,fiorentina,Serie-A,2024-2025,0,0,0,0.0,0,0,0,0,0,0,0,0
matteo ruggeri,atalanta,Serie-A,2024-2025,15,14,10,0.6409999999999999,25,24,22,30,4,26,50,1
stefano sabelli,genoa,Serie-A,2024-2025,27,25,6,0.385,20,31,22,28,7,21,65,0
alexis saelemaekers,roma,Serie-A,2024-2025,22,7,4,0.514,18,20,9,12,1,11,8,1
alexis saelemaekers,milan,Serie-A,2024-2025,0,0,1,1.0,1,1,1,0,0,0,0,0
richie sagrado,venezia,Serie-A,2024-2025,1,1,0,1.0,1,2,3,1,0,1,4,0
marco sala,como,Serie-A,2024-2025,5,3,1,0.625,5,6,1,2,0,2,9,0
marco sala,lecce,Serie-A,2024-2025,0,1,0,0.0,0,0,0,1,0,1,0,0
anass salaheddine,roma,Serie-A,2024-2025,1,0,0,,0,1,1,0,0,0,2,2
lazar samardzic,atalanta,Serie-A,2024-2025,5,7,9,0.48,12,15,2,9,1,8,6,0
junior sambia,empoli,Serie-A,2024-2025,3,6,5,1.0,11,10,2,3,0,3,5,0
antonio sanabria,torino,Serie-A,2024-2025,1,1,1,0.25,1,3,1,6,1,5,13,0
alexis sanchez,udinese,Serie-A,2024-2025,0,2,1,0.143,1,1,4,5,0,5,1,1
nicola sansone,lecce,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
amin sarr,hellas verona,Serie-A,2024-2025,3,8,11,0.5,5,12,3,18,3,15,14,0
razvan sava,udinese,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,6,2
nicolo savona,juventus,Serie-A,2024-2025,19,9,1,0.52,13,13,11,12,3,9,38,0
saba sazonov,torino,Serie-A,2024-2025,0,0,0,,0,0,0,1,1,0,0,0
giorgio scalvini,atalanta,Serie-A,2024-2025,5,3,0,0.556,5,4,4,0,0,0,7,0
gianluca scamacca,atalanta,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
joel schingtienne,venezia,Serie-A,2024-2025,18,7,2,0.632,12,16,14,18,9,9,25,5
simone scuffet,cagliari,Serie-A,2024-2025,0,0,0,0.0,0,0,0,0,0,0,8,2
simone scuffet,napoli,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,2,0
jacopo seghetti,empoli,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
stefano sensi,monza,Serie-A,2024-2025,4,4,0,0.833,5,5,3,4,2,2,3,1
suat serdar,hellas verona,Serie-A,2024-2025,12,19,4,0.385,10,22,8,19,4,15,21,0
stephan el shaarawy,roma,Serie-A,2024-2025,4,6,6,0.5,6,12,10,4,0,4,13,0
alen sherri,cagliari,Serie-A,2024-2025,1,0,0,0.5,1,0,1,0,0,0,1,0
eldor shomurodov,roma,Serie-A,2024-2025,2,7,5,0.5,3,6,3,10,1,9,5,0
benjamin siegrist,genoa,Serie-A,2024-2025,0,0,0,,0,0,1,0,0,0,1,0
marco silvestri,empoli,Serie-A,2024-2025,0,0,0,0.0,0,0,0,0,0,0,3,1
giovanni simeone,napoli,Serie-A,2024-2025,0,1,1,0.1669999999999999,1,0,1,9,2,7,6,0
ukasz skorupski,bologna,Serie-A,2024-2025,1,0,0,0.3329999999999999,1,0,0,0,0,0,13,2
ivan smolcic,como,Serie-A,2024-2025,8,7,1,0.6920000000000001,9,9,10,8,2,6,24,0
simon sohm,parma,Serie-A,2024-2025,11,13,4,0.457,16,17,26,11,3,8,36,0
ola solbakken,empoli,Serie-A,2024-2025,0,6,1,0.5,3,4,2,0,0,0,8,0
oumar solet,udinese,Serie-A,2024-2025,18,13,2,0.7,21,19,17,32,19,13,78,4
daniele sommariva,genoa,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,1,0
yann sommer,inter,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,13,1
borna sosa,torino,Serie-A,2024-2025,14,7,5,0.64,16,19,14,13,6,7,33,0
riccardo sottil,fiorentina,Serie-A,2024-2025,3,1,1,0.75,3,4,4,1,0,1,3,0
riccardo sottil,milan,Serie-A,2024-2025,1,0,0,,0,1,0,0,0,0,0,0
matias soule,roma,Serie-A,2024-2025,12,7,7,0.435,10,16,9,25,3,22,25,0
leonardo spinazzola,napoli,Serie-A,2024-2025,6,9,2,0.435,10,10,9,12,1,11,31,1
marco sportiello,milan,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,1,0
filip stankovic,venezia,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,11,2
petar stojanovic,empoli,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
gabriel strefezza,como,Serie-A,2024-2025,20,20,17,0.382,21,39,13,24,2,22,26,0
ibrahim sulemana,atalanta,Serie-A,2024-2025,4,5,0,0.25,2,4,0,2,0,2,1,0
tomas suslov,hellas verona,Serie-A,2024-2025,23,24,7,0.319,23,38,18,30,2,28,17,1
zion suzuki,parma,Serie-A,2024-2025,1,0,0,0.5,1,0,0,0,0,0,35,4
marin sverko,venezia,Serie-A,2024-2025,14,6,0,0.833,10,9,16,10,5,5,45,3
mile svilar,roma,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,12,2
michael svoboda,venezia,Serie-A,2024-2025,19,6,1,0.421,8,14,22,19,11,8,66,2
adrien tameze,torino,Serie-A,2024-2025,2,3,0,0.1,1,2,10,8,5,3,8,1
mehdi taremi,inter,Serie-A,2024-2025,2,2,3,0.25,1,1,0,11,2,9,11,0
nuno tavares,lazio,Serie-A,2024-2025,15,8,5,0.412,14,21,21,21,3,18,44,2
loum tchaouna,lazio,Serie-A,2024-2025,2,2,4,0.3329999999999999,3,4,4,5,1,4,14,2
jackson tchatchoua,hellas verona,Serie-A,2024-2025,34,13,3,0.6509999999999999,28,31,14,21,9,12,75,2
casper tengstedt,hellas verona,Serie-A,2024-2025,0,5,2,0.444,4,5,4,5,1,4,29,0
filippo terracciano,milan,Serie-A,2024-2025,1,6,2,0.5,5,6,6,1,0,1,11,0
pietro terracciano,fiorentina,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
florian thauvin,udinese,Serie-A,2024-2025,9,8,3,0.4,10,14,7,6,0,6,10,0
malick thiaw,milan,Serie-A,2024-2025,15,6,3,0.6,6,17,15,14,12,2,76,1
morten thorsby,genoa,Serie-A,2024-2025,19,20,10,0.586,17,30,5,22,1,21,28,1
khephren thuram,juventus,Serie-A,2024-2025,16,24,4,0.563,18,21,14,32,10,22,39,2
marcus thuram,inter,Serie-A,2024-2025,7,5,6,0.214,3,10,3,16,3,13,15,0
cheikh tidiane niasse,hellas verona,Serie-A,2024-2025,6,12,0,0.526,10,15,17,17,4,13,17,2
rafael toloi,atalanta,Serie-A,2024-2025,3,5,2,0.364,4,5,8,8,2,6,11,0
fikayo tomori,milan,Serie-A,2024-2025,21,16,3,0.68,17,25,20,17,12,5,61,2
luka topalovic,inter,Serie-A,2024-2025,0,1,0,,0,1,0,0,0,0,0,0
lorenzo tosto,empoli,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
souleymane toure,udinese,Serie-A,2024-2025,4,3,0,0.8,4,6,9,15,6,9,17,1
stefano turati,monza,Serie-A,2024-2025,0,0,0,0.0,0,0,0,0,0,0,21,2
kacper urbanski,bologna,Serie-A,2024-2025,4,0,1,0.667,4,2,2,5,1,4,5,0
kacper urbanski,monza,Serie-A,2024-2025,1,2,2,0.5710000000000001,4,3,2,7,2,5,9,0
lautaro valenti,parma,Serie-A,2024-2025,13,3,1,0.778,7,12,13,26,13,13,94,1
nicolas valentini,hellas verona,Serie-A,2024-2025,22,12,1,0.645,20,23,15,15,7,8,97,0
emanuele valeri,parma,Serie-A,2024-2025,33,15,3,0.492,30,31,29,31,10,21,103,4
alex valle,como,Serie-A,2024-2025,12,12,2,0.7140000000000001,15,12,8,13,2,11,42,0
mattia valoti,monza,Serie-A,2024-2025,3,0,0,0.0,0,3,0,2,0,2,2,0
ignace van der brempt,como,Serie-A,2024-2025,27,10,3,0.727,24,32,17,14,5,9,34,0
devis vasquez,empoli,Serie-A,2024-2025,0,0,0,,0,0,0,0,0,0,21,4
