Player,Squad,Liga,Season,Sh,SoT,G/Sh,xG,npxG,npxG/Sh,G-xG
chiquinho,wolves,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
hamza choudhury,leicester city,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
ryan christie,bournemouth,Premier-League,2024-2025,33,12,0.06,1.8,1.8,0.06,0.2
harry clarke,ipswich town,Premier-League,2024-2025,1,1,0.0,0.1,0.1,0.08,-0.1
jack clarke,ipswich town,Premier-League,2024-2025,17,2,0.0,1.2,1.2,0.07,-1.2
nathaniel clyne,crystal palace,Premier-League,2024-2025,2,0,0.0,0.0,0.0,0.01,0.0
conor coady,leicester city,Premier-League,2024-2025,2,2,0.5,0.4,0.4,0.21,0.6
seamus coleman,everton,Premier-League,2024-2025,1,1,0.0,0.6,0.6,0.57,-0.6
nathan collins,brentford,Premier-League,2024-2025,17,6,0.12,2.5,2.5,0.15,-0.5
toby collyer,manchester utd,Premier-League,2024-2025,1,0,0.0,0.2,0.2,0.17,-0.2
levi colwill,chelsea,Premier-League,2024-2025,17,4,0.12,1.9,1.9,0.11,0.1
lewis cook,bournemouth,Premier-League,2024-2025,14,4,0.07,0.9,0.9,0.07,0.1
maxwel cornet,southampton,Premier-League,2024-2025,1,0,0.0,0.2,0.2,0.16,-0.2
vladimir coufal,west ham,Premier-League,2024-2025,7,2,0.0,0.3,0.3,0.04,-0.3
woyo coulibaly,leicester city,Premier-League,2024-2025,2,1,0.0,0.0,0.0,0.02,0.0
aaron cresswell,west ham,Premier-League,2024-2025,5,0,0.0,0.2,0.2,0.05,-0.2
marc cucurella,chelsea,Premier-League,2024-2025,24,11,0.21,2.8,2.8,0.12,2.2
jorge cuenca,fulham,Premier-League,2024-2025,1,0,0.0,0.0,0.0,0.02,0.0
matheus cunha,wolves,Premier-League,2024-2025,110,44,0.14,8.6,8.6,0.08,6.4
patson daka,leicester city,Premier-League,2024-2025,15,4,0.07,1.3,1.3,0.08,-0.3
diogo dalot,manchester utd,Premier-League,2024-2025,25,5,0.0,2.0,2.0,0.08,-2.0
mikkel damsgaard,brentford,Premier-League,2024-2025,35,7,0.06,2.8,2.8,0.08,-0.8
danilo,nottham forest,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
jayden danns,liverpool,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
kevin danso,tottenham,Premier-League,2024-2025,7,3,0.0,0.4,0.4,0.06,-0.4
ben davies,tottenham,Premier-League,2024-2025,5,1,0.0,0.3,0.3,0.06,-0.3
leif davis,ipswich town,Premier-League,2024-2025,16,2,0.06,1.0,1.0,0.06,0.0
craig dawson,wolves,Premier-League,2024-2025,5,1,0.0,0.5,0.5,0.1,-0.5
kevin de bruyne,manchester city,Premier-League,2024-2025,57,15,0.07,5.1,5.1,0.09,-1.1
bobby de cordovareid,leicester city,Premier-League,2024-2025,7,3,0.14,0.8,0.8,0.11,0.2
liam delap,ipswich town,Premier-League,2024-2025,66,29,0.15,9.3,7.8,0.12,2.7
sepp van den berg,brentford,Premier-League,2024-2025,20,6,0.0,2.0,2.0,0.1,-2.0
justin devenny,crystal palace,Premier-League,2024-2025,10,6,0.1,0.8,0.8,0.08,0.2
kiernan dewsburyhall,chelsea,Premier-League,2024-2025,1,0,0.0,0.2,0.2,0.22,-0.2
amad diallo,manchester utd,Premier-League,2024-2025,47,17,0.17,4.7,4.7,0.1,3.3
ruben dias,manchester city,Premier-League,2024-2025,21,7,0.0,1.5,1.5,0.07,-1.5
luis diaz,liverpool,Premier-League,2024-2025,71,30,0.18,12.0,12.0,0.17,1.0
tyler dibling,southampton,Premier-League,2024-2025,28,9,0.07,2.5,2.5,0.09,-0.5
lucas digne,aston villa,Premier-League,2024-2025,13,3,0.0,0.8,0.8,0.06,-0.8
issa diop,fulham,Premier-League,2024-2025,5,2,0.0,0.5,0.5,0.11,-0.5
axel disasi,aston villa,Premier-League,2024-2025,2,0,0.0,0.1,0.1,0.04,-0.1
axel disasi,chelsea,Premier-League,2024-2025,2,1,0.5,0.3,0.3,0.14,0.7
roman dixon,everton,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
nasser djiga,wolves,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
matt doherty,wolves,Premier-League,2024-2025,10,3,0.2,1.0,1.0,0.1,1.0
jeremy doku,manchester city,Premier-League,2024-2025,29,9,0.1,1.3,1.3,0.05,1.7
nicolas dominguez,nottham forest,Premier-League,2024-2025,21,9,0.0,1.5,1.5,0.07,-1.5
patrick dorgu,manchester utd,Premier-League,2024-2025,10,2,0.0,0.4,0.4,0.04,-0.4
alfie dorrington,tottenham,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
abdoulaye doucoure,everton,Premier-League,2024-2025,31,9,0.1,4.1,4.1,0.13,-1.1
cheick doucoure,crystal palace,Premier-League,2024-2025,7,0,0.0,0.4,0.4,0.06,-0.4
flynn downes,southampton,Premier-League,2024-2025,10,3,0.1,0.6,0.6,0.06,0.4
tommy doyle,wolves,Premier-League,2024-2025,9,2,0.0,0.6,0.6,0.06,-0.6
radu dragusin,tottenham,Premier-League,2024-2025,5,1,0.0,0.1,0.1,0.02,-0.1
martin dubravka,newcastle utd,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
lewis dunk,brighton,Premier-League,2024-2025,12,3,0.0,0.8,0.8,0.07,-0.8
jader duran,aston villa,Premier-League,2024-2025,31,15,0.23,4.9,4.9,0.16,2.1
claudio echeverri,manchester city,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
ederson,manchester city,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
george edmundson,ipswich town,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
odsonne edouard,crystal palace,Premier-League,2024-2025,5,1,0.0,0.4,0.4,0.08,-0.4
odsonne edouard,leicester city,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
samuel edozie,southampton,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
ronnie edwards,southampton,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
anthony elanga,nottham forest,Premier-League,2024-2025,44,24,0.14,4.5,4.5,0.1,1.5
harvey elliott,liverpool,Premier-League,2024-2025,17,4,0.06,1.8,1.8,0.1,-0.8
yunus emre konak,brentford,Premier-League,2024-2025,1,0,0.0,0.2,0.2,0.15,-0.2
julio enciso,ipswich town,Premier-League,2024-2025,32,11,0.06,1.7,1.7,0.05,0.3
julio enciso,brighton,Premier-League,2024-2025,20,11,0.0,1.0,1.0,0.05,-1.0
wataru endo,liverpool,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
christian eriksen,manchester utd,Premier-League,2024-2025,14,1,0.0,1.4,0.6,0.04,-0.4
romain esse,crystal palace,Premier-League,2024-2025,1,1,1.0,0.3,0.3,0.32,0.7
pervis estupinan,brighton,Premier-League,2024-2025,28,9,0.04,1.2,1.2,0.04,-0.2
evanilson,bournemouth,Premier-League,2024-2025,72,31,0.14,12.5,11.7,0.16,-2.5
jake evans,leicester city,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
jonny evans,manchester utd,Premier-League,2024-2025,2,1,0.0,0.1,0.1,0.06,-0.1
eberechi eze,crystal palace,Premier-League,2024-2025,100,27,0.07,10.5,8.9,0.09,-2.5
ukasz fabianski,west ham,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
wout faes,leicester city,Premier-League,2024-2025,12,1,0.08,1.5,1.5,0.13,-0.5
abdul fatawu issahaku,leicester city,Premier-League,2024-2025,13,5,0.0,0.4,0.4,0.03,-0.4
joao felix,chelsea,Premier-League,2024-2025,20,5,0.05,2.2,2.2,0.11,-1.2
evan ferguson,west ham,Premier-League,2024-2025,5,1,0.0,0.6,0.6,0.11,-0.6
evan ferguson,brighton,Premier-League,2024-2025,7,2,0.14,0.5,0.5,0.08,0.5
bruno fernandes,manchester utd,Premier-League,2024-2025,93,26,0.05,9.9,7.6,0.08,-1.9
mateus fernandes,southampton,Premier-League,2024-2025,42,14,0.05,4.0,4.0,0.1,-2.0
enzo fernandez,chelsea,Premier-League,2024-2025,53,20,0.11,6.1,6.1,0.11,-0.1
mark flekken,brentford,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
phil foden,manchester city,Premier-League,2024-2025,54,16,0.13,5.2,5.2,0.1,1.8
wesley fofana,chelsea,Premier-League,2024-2025,3,0,0.0,0.4,0.4,0.13,-0.4
carlos forbs,wolves,Premier-League,2024-2025,2,0,0.0,0.1,0.1,0.07,-0.1
fraser forster,tottenham,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
matheus franca,crystal palace,Premier-League,2024-2025,6,3,0.17,0.3,0.3,0.04,0.7
ryan fraser,southampton,Premier-League,2024-2025,1,1,0.0,0.0,0.0,0.03,0.0
tyler fredricson,manchester utd,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
niclas fullkrug,west ham,Premier-League,2024-2025,16,7,0.19,2.2,2.2,0.14,0.8
cody gakpo,liverpool,Premier-League,2024-2025,57,22,0.18,7.1,7.1,0.12,2.9
idrissa gana gueye,everton,Premier-League,2024-2025,27,5,0.0,1.1,1.1,0.04,-1.1
andres garcia,aston villa,Premier-League,2024-2025,2,0,0.0,0.0,0.0,0.02,0.0
alejandro garnacho,manchester utd,Premier-League,2024-2025,84,29,0.07,7.3,7.3,0.09,-1.3
james garner,everton,Premier-League,2024-2025,12,4,0.0,0.7,0.7,0.06,-0.7
tyrique george,chelsea,Premier-League,2024-2025,3,1,0.33,0.2,0.2,0.07,0.8
morgan gibbswhite,nottham forest,Premier-League,2024-2025,61,21,0.11,6.3,6.3,0.1,0.7
billy gilmour,brighton,Premier-League,2024-2025,1,0,0.0,0.1,0.1,0.08,-0.1
ben godfrey,ipswich town,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
martial godo,fulham,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
michael golding,leicester city,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
joao gomes,wolves,Premier-League,2024-2025,35,7,0.09,2.9,2.9,0.08,0.1
rodrigo gomes,wolves,Premier-League,2024-2025,7,3,0.29,0.7,0.7,0.1,1.3
toti gomes,wolves,Premier-League,2024-2025,7,2,0.0,0.7,0.7,0.1,-0.7
diego gomez,brighton,Premier-League,2024-2025,9,3,0.11,0.9,0.9,0.09,0.1
joe gomez,liverpool,Premier-League,2024-2025,3,2,0.0,0.3,0.3,0.11,-0.3
nicolas gonzalez,manchester city,Premier-League,2024-2025,9,2,0.11,0.5,0.5,0.05,0.5
anthony gordon,newcastle utd,Premier-League,2024-2025,57,16,0.09,8.0,6.5,0.11,-2.0
ryan gravenberch,liverpool,Premier-League,2024-2025,20,5,0.0,1.1,1.1,0.06,-1.1
archie gray,tottenham,Premier-League,2024-2025,1,1,0.0,0.0,0.0,0.02,0.0
jack grealish,manchester city,Premier-League,2024-2025,15,5,0.07,1.1,1.1,0.08,-0.1
jacob greaves,ipswich town,Premier-League,2024-2025,10,4,0.1,1.3,1.3,0.13,-0.3
brajan gruda,brighton,Premier-League,2024-2025,11,5,0.09,1.2,1.2,0.11,-0.2
albert grnbaek,southampton,Premier-League,2024-2025,2,0,0.0,0.1,0.1,0.06,-0.1
goncalo guedes,wolves,Premier-League,2024-2025,27,8,0.07,3.2,3.2,0.12,-1.2
marc guehi,crystal palace,Premier-League,2024-2025,15,7,0.2,2.0,2.0,0.13,1.0
luis guilherme,west ham,Premier-League,2024-2025,4,1,0.0,0.4,0.4,0.1,-0.4
bruno guimaraes,newcastle utd,Premier-League,2024-2025,45,13,0.11,4.3,4.3,0.1,0.7
marc guiu,chelsea,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
ilkay gundogan,manchester city,Premier-League,2024-2025,27,7,0.04,3.2,3.2,0.12,-2.2
malo gusto,chelsea,Premier-League,2024-2025,22,4,0.0,1.7,1.7,0.08,-1.7
josko gvardiol,manchester city,Premier-League,2024-2025,40,12,0.13,4.6,4.3,0.11,0.4
erling haaland,manchester city,Premier-League,2024-2025,104,55,0.18,22.0,18.8,0.19,0.0
lewis hall,newcastle utd,Premier-League,2024-2025,11,1,0.0,0.4,0.4,0.04,-0.4
ali al hamadi,ipswich town,Premier-League,2024-2025,4,0,0.0,0.4,0.4,0.09,-0.4
marcus harness,ipswich town,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
jack harrison,everton,Premier-League,2024-2025,29,7,0.03,3.5,3.5,0.12,-2.5
taylor harwoodbellis,southampton,Premier-League,2024-2025,20,8,0.05,1.8,1.8,0.09,-0.8
kai havertz,arsenal,Premier-League,2024-2025,53,21,0.17,9.5,9.5,0.18,-0.5
ayden heaven,manchester utd,Premier-League,2024-2025,2,0,0.0,0.1,0.1,0.07,-0.1
jan paul van hecke,brighton,Premier-League,2024-2025,17,5,0.06,1.3,1.3,0.08,-0.3
hwang heechan,wolves,Premier-League,2024-2025,5,3,0.4,0.8,0.8,0.16,1.2
dean henderson,crystal palace,Premier-League,2024-2025,1,0,0.0,0.0,0.0,0.01,0.0
rico henry,brentford,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
mads hermansen,leicester city,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
son heungmin,tottenham,Premier-League,2024-2025,55,24,0.11,7.2,5.7,0.11,-0.2
james hill,bournemouth,Premier-League,2024-2025,6,0,0.0,0.3,0.3,0.05,-0.3
jack hinshelwood,brighton,Premier-League,2024-2025,18,10,0.28,2.7,2.7,0.15,2.3
george hirst,ipswich town,Premier-League,2024-2025,14,7,0.21,2.1,2.1,0.15,0.9
mason holgate,everton,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
harry howell,brighton,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
callum hudsonodoi,nottham forest,Premier-League,2024-2025,37,17,0.14,2.5,2.5,0.07,2.5
will hughes,crystal palace,Premier-League,2024-2025,22,1,0.0,1.1,1.1,0.05,-1.1
dean huijsen,bournemouth,Premier-League,2024-2025,18,3,0.17,1.9,1.9,0.1,1.1
omari hutchinson,ipswich town,Premier-League,2024-2025,45,18,0.07,2.9,2.9,0.06,0.1
rasmus hjlund,manchester utd,Premier-League,2024-2025,32,13,0.13,5.3,5.3,0.16,-1.3
igor,brighton,Premier-League,2024-2025,1,0,0.0,0.0,0.0,0.05,0.0
danny ings,west ham,Premier-League,2024-2025,14,5,0.07,2.3,2.3,0.16,-1.3
tim iroegbunam,everton,Premier-League,2024-2025,5,0,0.0,0.2,0.2,0.05,-0.2
andy irving,west ham,Premier-League,2024-2025,4,2,0.0,0.1,0.1,0.03,-0.1
alexander isak,newcastle utd,Premier-League,2024-2025,95,41,0.2,20.3,17.2,0.18,2.7
alex iwobi,fulham,Premier-League,2024-2025,68,29,0.13,4.7,4.7,0.07,4.3
nicolas jackson,chelsea,Premier-League,2024-2025,76,34,0.13,12.3,12.3,0.16,-2.3
reece james,chelsea,Premier-League,2024-2025,11,3,0.09,0.4,0.4,0.04,0.6
vitaly janelt,brentford,Premier-League,2024-2025,14,4,0.07,0.8,0.8,0.06,0.2
vitezslav jaros,liverpool,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
daniel jebbison,bournemouth,Premier-League,2024-2025,5,2,0.2,1.0,1.0,0.2,0.0
mathias jensen,brentford,Premier-League,2024-2025,6,1,0.0,0.2,0.2,0.04,-0.2
gabriel jesus,arsenal,Premier-League,2024-2025,20,7,0.15,3.0,3.0,0.15,0.0
raul jimenez,fulham,Premier-League,2024-2025,93,30,0.1,12.0,9.6,0.1,0.0
kim jisoo,brentford,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
joao pedro,brighton,Premier-League,2024-2025,42,15,0.12,8.9,5.0,0.12,1.1
joelinton,newcastle utd,Premier-League,2024-2025,45,13,0.09,3.9,3.9,0.09,0.1
ben johnson,ipswich town,Premier-League,2024-2025,7,3,0.14,1.1,1.1,0.15,-0.1
brennan johnson,tottenham,Premier-League,2024-2025,54,20,0.2,10.4,10.4,0.19,0.6
sam johnstone,wolves,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
curtis jones,liverpool,Premier-League,2024-2025,34,13,0.09,4.3,4.3,0.13,-1.3
jorginho,arsenal,Premier-League,2024-2025,2,0,0.0,0.1,0.1,0.03,-0.1
diogo jota,liverpool,Premier-League,2024-2025,51,13,0.12,7.9,7.9,0.16,-1.9
james justin,leicester city,Premier-League,2024-2025,25,6,0.08,1.5,1.5,0.06,0.5
filip jrgensen,chelsea,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
ferdi kadioglu,brighton,Premier-League,2024-2025,4,1,0.25,0.4,0.4,0.11,0.6
daichi kamada,crystal palace,Premier-League,2024-2025,20,4,0.0,1.1,1.1,0.05,-1.1
boubacar kamara,aston villa,Premier-League,2024-2025,10,3,0.1,0.8,0.8,0.08,0.2
joachim kayi sanda,southampton,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
michael kayode,brentford,Premier-League,2024-2025,2,0,0.0,0.2,0.2,0.1,-0.2
michael keane,everton,Premier-League,2024-2025,10,4,0.3,0.6,0.6,0.06,2.4
caoimhin kelleher,liverpool,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
lloyd kelly,newcastle utd,Premier-League,2024-2025,3,0,0.0,0.4,0.4,0.14,-0.4
milos kerkez,bournemouth,Premier-League,2024-2025,19,5,0.11,0.6,0.5,0.03,1.4
bilal el khannouss,leicester city,Premier-League,2024-2025,30,7,0.07,1.3,1.3,0.04,0.7
abdukodir khusanov,manchester city,Premier-League,2024-2025,1,0,0.0,0.0,0.0,0.02,0.0
max kilman,west ham,Premier-League,2024-2025,13,2,0.0,1.6,1.6,0.13,-1.6
joshua king,fulham,Premier-League,2024-2025,3,0,0.0,0.3,0.3,0.11,-0.3
tom king,wolves,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
antonin kinsky,tottenham,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
jakub kiwior,arsenal,Premier-League,2024-2025,3,1,0.33,0.2,0.2,0.06,0.8
justin kluivert,bournemouth,Premier-League,2024-2025,57,23,0.11,10.3,5.6,0.1,1.7
ibrahima konate,liverpool,Premier-League,2024-2025,19,3,0.05,1.7,1.7,0.09,-0.7
ezri konsa,aston villa,Premier-League,2024-2025,11,5,0.18,1.3,1.3,0.12,0.7
mateo kovacic,manchester city,Premier-League,2024-2025,45,12,0.13,1.9,1.9,0.04,4.1
caleb kporha,crystal palace,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
emil krafth,newcastle utd,Premier-League,2024-2025,1,0,0.0,0.0,0.0,0.03,0.0
mohammed kudus,west ham,Premier-League,2024-2025,75,21,0.07,6.9,6.9,0.09,-1.9
dejan kulusevski,tottenham,Premier-League,2024-2025,47,17,0.15,4.2,4.2,0.09,2.8
maxence lacroix,crystal palace,Premier-League,2024-2025,30,5,0.03,3.4,3.4,0.11,-2.4
adam lallana,southampton,Premier-League,2024-2025,3,0,0.0,0.2,0.2,0.06,-0.2
tariq lamptey,brighton,Premier-League,2024-2025,6,2,0.33,0.4,0.4,0.06,1.6
will lankshear,tottenham,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
romeo lavia,chelsea,Premier-League,2024-2025,2,0,0.0,0.3,0.3,0.13,-0.3
mario lemina,wolves,Premier-League,2024-2025,18,5,0.06,1.4,1.4,0.08,-0.4
bernd leno,fulham,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
jefferson lerma,crystal palace,Premier-League,2024-2025,26,8,0.0,1.1,1.1,0.04,-1.1
rico lewis,manchester city,Premier-League,2024-2025,10,2,0.1,1.4,1.4,0.14,-0.4
keane lewispotter,brentford,Premier-League,2024-2025,28,14,0.04,3.1,3.1,0.11,-2.1
myles lewisskelly,arsenal,Premier-League,2024-2025,3,1,0.33,0.2,0.2,0.05,0.8
matthijs de ligt,manchester utd,Premier-League,2024-2025,18,9,0.11,2.5,2.5,0.14,-0.5
pedro lima,wolves,Premier-League,2024-2025,1,1,0.0,0.1,0.1,0.06,-0.1
victor lindelof,manchester utd,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
jesper lindstrm,everton,Premier-League,2024-2025,28,10,0.0,2.1,2.1,0.08,-2.1
valentino livramento,newcastle utd,Premier-League,2024-2025,6,2,0.0,0.3,0.3,0.05,-0.3
sean longstaff,newcastle utd,Premier-League,2024-2025,6,1,0.0,0.6,0.6,0.1,-0.6
sasa lukic,fulham,Premier-League,2024-2025,18,2,0.0,1.2,1.2,0.06,-1.2
joe lumley,southampton,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
massimo luongo,ipswich town,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
ian maatsen,aston villa,Premier-League,2024-2025,19,5,0.05,0.9,0.9,0.05,0.1
alexis mac allister,liverpool,Premier-League,2024-2025,38,13,0.13,2.8,2.8,0.07,2.2
james maddison,tottenham,Premier-League,2024-2025,39,17,0.23,5.8,5.8,0.15,3.2
noni madueke,chelsea,Premier-League,2024-2025,80,30,0.09,9.6,9.6,0.12,-2.6
gabriel magalhaes,arsenal,Premier-League,2024-2025,22,5,0.14,2.6,2.6,0.12,0.4
edmondparis maghoma,brentford,Premier-League,2024-2025,1,0,0.0,0.1,0.1,0.12,-0.1
harry maguire,manchester utd,Premier-League,2024-2025,15,6,0.07,1.8,1.8,0.12,-0.8
kobbie mainoo,manchester utd,Premier-League,2024-2025,15,2,0.0,0.7,0.7,0.05,-0.7
tyrell malacia,manchester utd,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
donyell malen,aston villa,Premier-League,2024-2025,15,9,0.2,2.2,2.2,0.14,0.8
mateus mane,wolves,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
orel mangala,everton,Premier-League,2024-2025,16,6,0.06,1.1,1.1,0.07,-0.1
ryan manning,southampton,Premier-League,2024-2025,8,1,0.0,0.3,0.3,0.04,-0.3
solly march,brighton,Premier-League,2024-2025,2,0,0.0,0.1,0.1,0.04,-0.1
omar marmoush,manchester city,Premier-League,2024-2025,49,17,0.14,5.5,5.5,0.11,1.5
gabriel martinelli,arsenal,Premier-League,2024-2025,55,24,0.15,7.4,7.4,0.14,0.6
emiliano martinez,aston villa,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
lisandro martinez,manchester utd,Premier-League,2024-2025,17,6,0.12,1.3,1.3,0.08,0.7
pape matar sarr,tottenham,Premier-League,2024-2025,34,13,0.09,3.7,3.7,0.11,-0.7
jeanphilippe mateta,crystal palace,Premier-League,2024-2025,68,29,0.18,13.5,11.9,0.18,0.5
stephy mavididi,leicester city,Premier-League,2024-2025,26,7,0.15,1.8,1.8,0.07,2.2
konstantinos mavropanos,west ham,Premier-League,2024-2025,18,5,0.0,1.5,1.5,0.09,-1.5
noussair mazraoui,manchester utd,Premier-League,2024-2025,13,3,0.0,0.7,0.7,0.05,-0.7
bryan mbeumo,brentford,Premier-League,2024-2025,79,34,0.19,12.3,7.5,0.1,7.7
james mcatee,manchester city,Premier-League,2024-2025,12,4,0.25,2.8,2.8,0.23,0.2
kasey mcateer,leicester city,Premier-League,2024-2025,13,7,0.08,1.0,1.0,0.08,0.0
alex mccarthy,southampton,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
john mcginn,aston villa,Premier-League,2024-2025,31,5,0.03,3.1,2.8,0.09,-2.1
dwight mcneil,everton,Premier-League,2024-2025,25,10,0.16,1.1,1.1,0.04,2.9
scott mctominay,manchester utd,Premier-League,2024-2025,1,0,0.0,0.1,0.1,0.07,-0.1
ben mee,brentford,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
jayden meghoma,brentford,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
mikel merino,arsenal,Premier-League,2024-2025,38,13,0.18,5.9,5.9,0.16,1.1
shumaira mheuka,chelsea,Premier-League,2024-2025,1,1,0.0,0.1,0.1,0.06,-0.1
nikola milenkovic,nottham forest,Premier-League,2024-2025,29,8,0.17,4.0,4.0,0.14,1.0
lewis miley,newcastle utd,Premier-League,2024-2025,3,2,0.33,0.5,0.5,0.18,0.5
james milner,brighton,Premier-League,2024-2025,2,0,0.0,0.2,0.2,0.08,-0.2
tyrone mings,aston villa,Premier-League,2024-2025,9,1,0.0,0.8,0.8,0.09,-0.8
yankuba minteh,brighton,Premier-League,2024-2025,34,16,0.18,4.1,4.1,0.12,1.9
tyrick mitchell,crystal palace,Premier-League,2024-2025,12,3,0.0,1.3,1.3,0.11,-1.3
kaoru mitoma,brighton,Premier-League,2024-2025,57,27,0.18,9.2,9.2,0.16,0.8
jakub moder,brighton,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
jeremy monga,leicester city,Premier-League,2024-2025,3,1,0.0,0.2,0.2,0.05,-0.2
mikey moore,tottenham,Premier-League,2024-2025,3,0,0.0,0.2,0.2,0.07,-0.2
morato,nottham forest,Premier-League,2024-2025,2,1,0.0,0.2,0.2,0.09,-0.2
alex moreno,nottham forest,Premier-League,2024-2025,6,0,0.0,0.2,0.2,0.03,-0.2
sam morsy,ipswich town,Premier-League,2024-2025,13,3,0.08,0.4,0.4,0.03,0.6
yerson mosquera,wolves,Premier-League,2024-2025,2,0,0.0,0.3,0.3,0.17,-0.3
mason mount,manchester utd,Premier-League,2024-2025,20,9,0.05,3.2,3.2,0.17,-2.2
divin mubama,manchester city,Premier-League,2024-2025,1,0,0.0,0.0,0.0,0.04,0.0
mykhailo mudryk,chelsea,Premier-League,2024-2025,1,1,0.0,0.3,0.3,0.25,-0.3
marshall munetsi,wolves,Premier-League,2024-2025,22,7,0.09,3.3,3.3,0.15,-1.3
rodrigo muniz,fulham,Premier-League,2024-2025,39,19,0.21,5.8,5.8,0.15,2.2
daniel munoz,crystal palace,Premier-League,2024-2025,37,14,0.11,4.9,4.9,0.13,-0.9
arijanet muric,ipswich town,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
murillo,nottham forest,Premier-League,2024-2025,25,6,0.08,1.4,1.4,0.06,0.6
jacob murphy,newcastle utd,Premier-League,2024-2025,43,15,0.19,5.7,5.7,0.13,2.3
vitaliy mykolenko,everton,Premier-League,2024-2025,14,1,0.07,0.5,0.5,0.04,0.5
iliman ndiaye,everton,Premier-League,2024-2025,35,15,0.2,6.2,4.7,0.13,2.8
wilfred ndidi,leicester city,Premier-League,2024-2025,22,8,0.0,2.0,2.0,0.09,-2.0
kosta nedeljkovic,aston villa,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
reiss nelson,arsenal,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
reiss nelson,fulham,Premier-League,2024-2025,12,6,0.08,1.1,1.1,0.09,-0.1
neto,bournemouth,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
pedro neto,chelsea,Premier-League,2024-2025,59,17,0.07,3.5,3.5,0.06,0.5
eddie nketiah,crystal palace,Premier-League,2024-2025,43,16,0.07,5.8,5.8,0.13,-2.8
christopher nkunku,chelsea,Premier-League,2024-2025,25,11,0.12,4.8,4.8,0.19,-1.8
gustavo nunes,brentford,Premier-League,2024-2025,0,0,,0.0,0.0,,0.0
matheus nunes,manchester city,Premier-League,2024-2025,9,4,0.11,1.2,1.2,0.14,-0.2
darwin nunez,liverpool,Premier-League,2024-2025,34,13,0.15,5.8,5.8,0.17,-0.8
ethan nwaneri,arsenal,Premier-League,2024-2025,24,9,0.17,1.2,1.2,0.05,2.8
christian nrgaard,brentford,Premier-League,2024-2025,39,15,0.13,4.3,4.3,0.11,0.7
jake obrien,everton,Premier-League,2024-2025,6,3,0.33,0.8,0.8,0.13,1.2
matt oriley,brighton,Premier-League,2024-2025,21,6,0.05,2.8,2.0,0.1,-0.8
