Player,Squad,Tack_Def_3rd,Tack_Mid_3rd,Tack_Att_3rd,Tkl%,Tkl,TklW,Int,Blocks,Block_Shots,Bolck_Pass,Clearences,Err,Season,Competition
danny latza,Schalke 04,8,8,1,29.4,5,13,5,16,1,15,15,0,2022-2023,bundesliga
diogo leite,Union Berlin,21,14,0,61.8,21,20,26,23,14,9,99,1,2022-2023,bundesliga
maxim leitsch,Mainz 05,6,3,0,80.0,4,7,18,7,4,3,26,1,2022-2023,bundesliga
tim lemperle,Köln,3,1,2,60.0,3,4,1,5,0,5,4,0,2022-2023,bundesliga
christopher lenz,Eint Frankfurt,17,7,5,43.2,16,21,21,16,3,13,34,0,2022-2023,bundesliga
jamie leweling,Union Berlin,2,2,1,60.0,3,3,1,3,0,3,0,0,2022-2023,bundesliga
philipp lienhart,Freiburg,19,10,0,48.1,13,18,35,29,15,14,97,0,2022-2023,bundesliga
matthijs de ligt,Bayern Munich,15,16,1,62.5,15,23,23,31,20,11,85,0,2022-2023,bundesliga
dimitris limnios,Köln,0,0,0,,0,0,1,0,0,0,0,0,2022-2023,bundesliga
jesper lindstrm,Eint Frankfurt,15,7,4,31.8,7,11,9,25,3,22,9,0,2022-2023,bundesliga
dejan ljubicic,Köln,7,14,4,32.5,13,14,8,20,1,19,8,1,2022-2023,bundesliga
anthony losilla,Bochum,32,34,10,49.4,38,49,37,39,12,27,67,0,2022-2023,bundesliga
dodi lukebakio,Hertha BSC,7,8,3,22.2,6,11,13,23,5,18,17,0,2022-2023,bundesliga
andrey lunyov,Leverkusen,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,bundesliga
arne maier,Augsburg,17,11,3,55.6,10,22,15,21,0,21,22,0,2022-2023,bundesliga
linton maina,Köln,5,11,2,23.3,7,12,5,19,0,19,9,0,2022-2023,bundesliga
donyell malen,Dortmund,3,4,6,41.7,5,5,4,14,1,13,11,0,2022-2023,bundesliga
sadio mane,Bayern Munich,3,3,5,11.1,1,5,0,15,2,13,4,0,2022-2023,bundesliga
myziane maolida,Hertha BSC,1,0,0,50.0,1,1,0,0,0,0,1,0,2022-2023,bundesliga
omar marmoush,Wolfsburg,8,2,6,25.0,4,10,7,21,1,20,4,0,2022-2023,bundesliga
eric martel,Köln,29,30,7,50.0,30,41,33,29,9,20,49,0,2022-2023,bundesliga
aaron martin,Mainz 05,25,11,6,52.5,21,27,15,22,1,21,31,0,2022-2023,bundesliga
erhan masovic,Bochum,28,21,1,58.8,30,31,27,30,14,16,79,0,2022-2023,bundesliga
henning matriciani,Schalke 04,28,12,3,43.3,26,23,23,28,11,17,57,1,2022-2023,bundesliga
konstantinos mavropanos,Stuttgart,32,15,3,73.7,28,27,63,39,18,21,99,0,2022-2023,bundesliga
philipp max,Eint Frankfurt,4,7,1,31.3,5,9,3,10,2,8,11,0,2022-2023,bundesliga
eric maxim choupomoting,Bayern Munich,2,6,2,50.0,1,7,0,8,0,8,5,0,2022-2023,bundesliga
keke maximilian topp,Schalke 04,0,0,0,,0,0,1,0,0,0,0,0,2022-2023,bundesliga
ibrahim maza,Hertha BSC,1,0,0,0.0,0,1,0,2,0,2,1,0,2022-2023,bundesliga
noussair mazraoui,Bayern Munich,9,9,11,62.5,15,21,10,13,2,11,25,0,2022-2023,bundesliga
noah mbamba,Leverkusen,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,bundesliga
jeanmanuel mbom,Werder Bremen,0,0,0,0.0,0,0,0,0,0,0,0,0,2022-2023,bundesliga
nathanael mbuku,Augsburg,0,1,0,,0,0,0,0,0,0,0,0,2022-2023,bundesliga
thomas meunier,Dortmund,8,5,3,58.8,10,7,9,7,2,5,16,0,2022-2023,bundesliga
alexander meyer,Dortmund,0,0,0,0.0,0,0,0,0,0,0,1,0,2022-2023,bundesliga
sven michel,Union Berlin,1,5,3,50.0,4,5,0,5,1,4,4,0,2022-2023,bundesliga
enzo millot,Stuttgart,9,10,4,63.2,12,16,12,20,3,17,7,0,2022-2023,bundesliga
maximilian mittelstadt,Hertha BSC,31,6,2,43.6,17,20,26,13,2,11,27,0,2022-2023,bundesliga
anthony modeste,Dortmund,2,0,2,40.0,2,4,2,7,0,7,22,0,2022-2023,bundesliga
tobias mohr,Schalke 04,3,5,0,28.6,2,5,8,14,5,9,19,0,2022-2023,bundesliga
clinton mola,Stuttgart,2,1,0,100.0,1,1,1,1,1,0,2,0,2022-2023,bundesliga
florent mollet,Schalke 04,0,4,0,28.6,2,1,1,7,1,6,1,0,2022-2023,bundesliga
youssoufa moukoko,Dortmund,3,6,4,50.0,3,7,2,9,0,9,1,0,2022-2023,bundesliga
florian muller,Stuttgart,0,0,0,,0,0,0,0,0,0,7,4,2022-2023,bundesliga
thomas muller,Bayern Munich,5,9,7,37.5,6,12,4,19,3,16,16,0,2022-2023,bundesliga
jamal musiala,Bayern Munich,9,16,9,37.1,13,23,19,30,3,27,3,0,2022-2023,bundesliga
marlon mustapha,Mainz 05,0,2,0,,0,2,0,4,0,4,0,0,2022-2023,bundesliga
obite ndicka,Eint Frankfurt,10,11,4,56.3,18,18,31,47,19,28,150,0,2022-2023,bundesliga
nathan ngoumou,Gladbach,5,5,1,53.8,7,5,1,9,0,9,4,0,2022-2023,bundesliga
stanley nsoki,Hoffenheim,14,7,1,54.5,12,13,24,22,5,17,34,0,2022-2023,bundesliga
nikolas nartey,Stuttgart,7,3,1,55.6,5,6,4,9,0,9,12,0,2022-2023,bundesliga
luca netz,Gladbach,19,3,3,59.4,19,13,6,5,1,4,27,0,2022-2023,bundesliga
manuel neuer,Bayern Munich,0,0,0,,0,0,0,0,0,0,4,1,2022-2023,bundesliga
florian neuhaus,Gladbach,9,5,5,29.6,8,9,12,20,3,17,5,0,2022-2023,bundesliga
jessic ngankam,Hertha BSC,7,4,3,42.9,6,9,1,6,1,5,4,0,2022-2023,bundesliga
florian niederlechner,Augsburg,5,4,1,57.1,4,5,1,16,2,14,9,0,2022-2023,bundesliga
florian niederlechner,Hertha BSC,2,4,3,25.0,2,7,3,7,0,7,10,0,2022-2023,bundesliga
justin njinmah,Dortmund,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,bundesliga
christopher nkunku,RB Leipzig,2,1,3,16.7,1,4,8,8,3,5,11,0,2022-2023,bundesliga
felix nmecha,Wolfsburg,11,23,7,47.1,16,24,25,26,10,16,31,0,2022-2023,bundesliga
lukas nmecha,Wolfsburg,0,2,3,100.0,3,3,3,5,1,4,4,0,2022-2023,bundesliga
hugo novoa,RB Leipzig,1,3,4,57.1,4,2,1,4,0,4,0,0,2022-2023,bundesliga
rjan nyland,RB Leipzig,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,bundesliga
tim oermann,Bochum,2,0,0,100.0,1,1,1,3,2,1,8,1,2022-2023,bundesliga
finn ole becker,Hoffenheim,4,6,0,57.1,4,2,5,4,0,4,8,0,2022-2023,bundesliga
mathias olesen,Köln,4,4,2,62.5,5,5,2,6,1,5,3,0,2022-2023,bundesliga
dani olmo,RB Leipzig,1,10,4,42.9,6,9,6,15,0,15,6,0,2022-2023,bundesliga
jan olschowsky,Gladbach,0,0,0,0.0,0,0,0,1,0,1,1,0,2022-2023,bundesliga
jonas omlin,Gladbach,1,0,0,33.3,1,1,0,1,0,1,9,1,2022-2023,bundesliga
karim onisiwo,Mainz 05,3,10,6,19.0,4,12,2,19,0,19,7,0,2022-2023,bundesliga
willi orban,RB Leipzig,33,18,0,60.5,26,30,39,42,24,18,129,1,2022-2023,bundesliga
ivan ordets,Bochum,21,9,1,57.1,16,19,57,34,17,17,139,0,2022-2023,bundesliga
jordi oseitutu,Bochum,13,5,5,52.2,12,18,10,12,5,7,8,0,2022-2023,bundesliga
patrick osterhage,Bochum,8,10,2,68.8,11,17,12,17,6,11,25,0,2022-2023,bundesliga
paulo otavio,Wolfsburg,46,17,9,66.7,44,46,30,42,6,36,70,1,2022-2023,bundesliga
thomas ouwejan,Schalke 04,13,5,2,60.0,6,8,13,17,4,13,27,0,2022-2023,bundesliga
reece oxford,Augsburg,1,0,0,,0,1,1,4,3,1,5,0,2022-2023,bundesliga
salih ozcan,Dortmund,10,16,5,41.0,16,18,28,24,2,22,19,1,2022-2023,bundesliga
levin oztunal,Union Berlin,0,0,0,0.0,0,0,0,0,0,0,0,0,2022-2023,bundesliga
exequiel palacios,Leverkusen,20,33,6,60.4,29,36,33,29,2,27,28,0,2022-2023,bundesliga
milos pantovic,Union Berlin,4,0,0,60.0,3,2,0,3,0,3,5,0,2022-2023,bundesliga
antonios papadopoulos,Dortmund,0,0,0,,0,0,1,0,0,0,0,0,2022-2023,bundesliga
kevin paredes,Wolfsburg,6,3,4,75.0,9,9,6,7,0,7,8,0,2022-2023,bundesliga
marco pasalic,Dortmund,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,bundesliga
felix passlack,Dortmund,0,4,0,100.0,1,3,0,1,1,0,1,0,2022-2023,bundesliga
paulinho,Leverkusen,0,0,0,,0,0,0,1,0,1,2,0,2022-2023,bundesliga
benjamin pavard,Bayern Munich,36,26,8,75.0,36,41,44,35,16,19,83,0,2022-2023,bundesliga
jiri pavlenka,Werder Bremen,1,0,0,20.0,1,0,3,1,0,1,21,1,2022-2023,bundesliga
kristian pedersen,Köln,4,1,0,0.0,0,4,6,3,0,3,17,0,2022-2023,bundesliga
mads pedersen,Augsburg,31,11,2,66.7,22,23,20,32,9,23,41,1,2022-2023,bundesliga
jordan pefok,Union Berlin,3,4,8,11.8,2,7,4,17,5,12,15,0,2022-2023,bundesliga
dzenan pejcinovic,Wolfsburg,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,bundesliga
peter pekarik,Hertha BSC,4,0,0,66.7,4,3,4,6,2,4,7,0,2022-2023,bundesliga
luca pellegrini,Eint Frankfurt,10,3,0,100.0,8,8,7,8,2,6,11,1,2022-2023,bundesliga
ricardo pepi,Augsburg,1,0,0,100.0,1,1,0,1,0,1,1,0,2022-2023,bundesliga
juan perea,Stuttgart,0,2,3,50.0,2,4,1,2,1,1,3,0,2022-2023,bundesliga
nils petersen,Freiburg,0,3,3,40.0,2,4,1,11,2,9,6,0,2022-2023,bundesliga
lukas petkov,Augsburg,4,1,0,66.7,2,1,1,4,1,3,0,0,2022-2023,bundesliga
luca pfeiffer,Stuttgart,1,0,0,0.0,0,1,1,4,0,4,5,0,2022-2023,bundesliga
maximilian philipp,Wolfsburg,1,1,0,100.0,1,1,0,1,0,1,0,0,2022-2023,bundesliga
maximilian philipp,Werder Bremen,3,2,1,11.1,1,5,3,7,1,6,4,0,2022-2023,bundesliga
amos pieper,Werder Bremen,25,19,2,60.0,24,28,30,23,11,12,94,1,2022-2023,bundesliga
marvin plattenhardt,Hertha BSC,24,15,4,61.7,29,33,15,25,11,14,82,0,2022-2023,bundesliga
alassane plea,Gladbach,5,7,4,30.8,8,8,12,23,3,20,14,0,2022-2023,bundesliga
joel pohjanpalo,Leverkusen,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,bundesliga
sebastian polter,Schalke 04,0,4,0,25.0,1,3,1,4,0,4,6,0,2022-2023,bundesliga
stefan posch,Hoffenheim,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,bundesliga
yussuf poulsen,RB Leipzig,1,4,1,40.0,2,4,0,3,1,2,5,0,2022-2023,bundesliga
grischa promel,Hoffenheim,14,11,2,36.0,9,19,8,22,4,18,23,0,2022-2023,bundesliga
tymoteusz puchacz,Union Berlin,1,0,0,,0,0,0,0,0,0,1,0,2022-2023,bundesliga
eduardo quaresma,Hoffenheim,3,2,0,33.3,1,3,0,3,2,1,3,0,2022-2023,bundesliga
joshua quarshie,Hoffenheim,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,bundesliga
diant ramaj,Eint Frankfurt,0,0,0,,0,0,0,0,0,0,1,0,2022-2023,bundesliga
nicolai rapp,Werder Bremen,3,0,0,0.0,0,1,0,0,0,0,1,0,2022-2023,bundesliga
david raum,RB Leipzig,23,12,4,58.6,17,25,16,24,6,18,26,1,2022-2023,bundesliga
rocco reitz,Gladbach,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,bundesliga
marco reus,Dortmund,12,14,4,29.2,7,17,8,12,4,8,8,0,2022-2023,bundesliga
elvis rexhbecaj,Augsburg,18,24,9,49.2,29,30,17,39,12,27,40,0,2022-2023,bundesliga
gio reyna,Dortmund,2,5,7,50.0,5,7,3,8,2,6,5,0,2022-2023,bundesliga
marco richter,Hertha BSC,18,17,8,39.6,19,23,24,29,2,27,25,0,2022-2023,bundesliga
manuel riemann,Bochum,3,0,0,60.0,3,2,5,1,0,1,23,7,2022-2023,bundesliga
sebastian rode,Eint Frankfurt,7,28,3,31.1,14,24,16,18,2,16,12,0,2022-2023,bundesliga
agustin rogel,Hertha BSC,13,5,0,64.7,11,9,11,15,8,7,74,1,2022-2023,bundesliga
merlin rohl,Freiburg,1,0,0,,0,0,0,0,0,0,1,0,2022-2023,bundesliga
tony rolke,Hertha BSC,0,0,0,,0,0,0,1,0,1,1,0,2022-2023,bundesliga
tom rothe,Dortmund,0,1,0,100.0,1,1,1,0,0,0,2,0,2022-2023,bundesliga
jerome roussillon,Wolfsburg,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,bundesliga
jerome roussillon,Union Berlin,6,8,2,66.7,8,9,4,7,2,5,22,0,2022-2023,bundesliga
sebastian rudy,Hoffenheim,10,16,0,48.1,13,12,11,27,7,20,13,0,2022-2023,bundesliga
georginio rutter,Hoffenheim,1,4,2,33.3,1,4,5,10,2,8,6,0,2022-2023,bundesliga
julian ryerson,Union Berlin,17,10,1,60.0,15,17,12,15,3,12,19,0,2022-2023,bundesliga
julian ryerson,Dortmund,17,7,3,51.4,19,15,8,13,2,11,28,0,2022-2023,bundesliga
frederik rnnow,Union Berlin,0,0,0,0.0,0,0,0,0,0,0,9,1,2022-2023,bundesliga
marcel sabitzer,Bayern Munich,11,10,6,58.8,10,14,10,3,0,3,9,0,2022-2023,bundesliga
dikenirafid salifou,Werder Bremen,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,bundesliga
roland sallai,Freiburg,4,3,4,40.0,4,8,2,7,1,6,11,0,2022-2023,bundesliga
diadie samassekou,Hoffenheim,0,1,0,0.0,0,0,0,0,0,0,0,0,2022-2023,bundesliga
leroy sane,Bayern Munich,11,19,8,50.0,18,30,3,11,1,10,1,2,2022-2023,bundesliga
sidi sane,Schalke 04,1,0,0,100.0,1,1,0,0,0,0,0,0,2022-2023,bundesliga
bouna sarr,Bayern Munich,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,bundesliga
joe scally,Gladbach,25,5,1,77.4,24,20,8,17,6,11,61,0,2022-2023,bundesliga
kevin schade,Freiburg,3,2,1,60.0,3,4,0,0,0,0,2,0,2022-2023,bundesliga
andras schafer,Union Berlin,7,12,2,42.9,6,9,4,12,2,10,11,0,2022-2023,bundesliga
derry scherhant,Hertha BSC,3,3,1,50.0,4,6,0,3,0,3,5,0,2022-2023,bundesliga
patrik schick,Leverkusen,0,0,0,0.0,0,0,1,4,1,3,7,0,2022-2023,bundesliga
kingsley schindler,Köln,13,8,2,64.3,18,12,15,14,2,12,24,0,2022-2023,bundesliga
xaver schlager,RB Leipzig,13,26,2,46.5,20,24,17,19,2,17,23,0,2022-2023,bundesliga
keven schlotterbeck,Freiburg,0,0,0,,0,0,2,1,1,0,2,0,2022-2023,bundesliga
keven schlotterbeck,Bochum,12,5,0,81.8,9,9,14,11,5,6,49,0,2022-2023,bundesliga
nico schlotterbeck,Dortmund,34,24,1,69.8,37,34,32,38,21,17,71,1,2022-2023,bundesliga
jonathan schmid,Freiburg,1,0,0,,0,1,1,1,0,1,1,1,2022-2023,bundesliga
romano schmid,Werder Bremen,5,13,6,45.5,10,15,7,21,3,18,12,0,2022-2023,bundesliga
kenneth schmidt,Freiburg,4,2,0,83.3,5,3,0,4,2,2,2,0,2022-2023,bundesliga
niklas schmidt,Werder Bremen,12,11,2,46.4,13,10,5,10,0,10,12,0,2022-2023,bundesliga
benno schmitz,Köln,31,28,5,51.2,42,42,26,34,4,30,57,0,2022-2023,bundesliga
marvin schwabe,Köln,1,0,0,100.0,1,0,2,0,0,0,8,2,2022-2023,bundesliga
alexander schwolow,Schalke 04,0,0,0,0.0,0,0,1,0,0,0,6,3,2022-2023,bundesliga
paul seguin,Union Berlin,9,4,4,44.4,8,8,6,6,0,6,7,0,2022-2023,bundesliga
davie selke,Hertha BSC,1,1,0,0.0,0,1,1,3,1,2,5,0,2022-2023,bundesliga
davie selke,Köln,0,0,0,0.0,0,0,0,4,1,3,11,0,2022-2023,bundesliga
suat serdar,Hertha BSC,14,30,7,48.8,20,23,29,48,12,36,24,0,2022-2023,bundesliga
eniss shabani,Mainz 05,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,bundesliga
kiliann sildillia,Freiburg,10,19,4,60.0,18,20,21,24,9,15,47,1,2022-2023,bundesliga
andre silva,RB Leipzig,2,5,5,37.5,3,6,3,11,1,10,3,0,2022-2023,bundesliga
mohamed simakan,RB Leipzig,12,5,4,66.7,14,14,16,21,4,17,55,0,2022-2023,bundesliga
daley sinkgraven,Leverkusen,7,3,0,77.8,7,7,5,8,4,4,7,0,2022-2023,bundesliga
tobias sippel,Gladbach,0,0,0,,0,0,0,0,0,0,1,1,2022-2023,bundesliga
hugo siquet,Freiburg,2,0,0,100.0,2,2,0,1,0,1,0,0,2022-2023,bundesliga
tim skarke,Union Berlin,0,0,1,,0,1,0,1,0,1,0,0,2022-2023,bundesliga
tim skarke,Schalke 04,3,8,2,72.7,8,7,0,5,0,5,4,0,2022-2023,bundesliga
ellyes skhiri,Köln,29,42,8,39.4,26,44,56,52,12,40,48,0,2022-2023,bundesliga
robert skov,Hoffenheim,14,7,1,38.5,10,11,8,22,8,14,20,2,2022-2023,bundesliga
hrvoje smolcic,Eint Frankfurt,6,2,0,50.0,5,7,6,11,4,7,38,0,2022-2023,bundesliga
danilo soares,Bochum,42,23,7,59.7,43,46,30,29,6,23,56,1,2022-2023,bundesliga
nikola soldo,Köln,8,7,0,63.6,7,9,7,7,6,1,28,0,2022-2023,bundesliga
yann sommer,Bayern Munich,0,0,0,,0,0,1,0,0,0,5,1,2022-2023,bundesliga
yann sommer,Gladbach,1,0,0,100.0,1,0,0,0,0,0,8,0,2022-2023,bundesliga
borna sosa,Stuttgart,18,8,1,65.6,21,21,19,20,5,15,37,0,2022-2023,bundesliga
djibril sow,Eint Frankfurt,13,25,3,50.0,22,25,28,22,4,18,23,0,2022-2023,bundesliga
anton stach,Mainz 05,10,15,2,42.1,16,21,41,28,2,26,25,0,2022-2023,bundesliga
kostas stafylidis,Bochum,13,8,6,41.7,10,16,20,21,8,13,31,1,2022-2023,bundesliga
jens stage,Werder Bremen,15,18,1,27.0,10,17,16,34,11,23,37,0,2022-2023,bundesliga
veit stange,Hertha BSC,1,0,0,100.0,1,1,0,0,0,0,0,0,2022-2023,bundesliga
josip stanisic,Bayern Munich,14,2,3,70.6,12,11,7,9,1,8,11,3,2022-2023,bundesliga
niklas stark,Werder Bremen,29,24,3,64.3,27,36,37,24,13,11,110,0,2022-2023,bundesliga
pascal stenzel,Stuttgart,8,4,0,55.6,5,8,5,9,2,7,6,0,2022-2023,bundesliga
angelo stiller,Hoffenheim,9,13,4,66.7,8,12,10,12,2,10,14,0,2022-2023,bundesliga
lars stindl,Gladbach,4,17,3,35.7,10,14,11,24,5,19,19,0,2022-2023,bundesliga
kevin stoger,Bochum,38,32,14,33.0,31,45,26,27,4,23,21,1,2022-2023,bundesliga
niklas sule,Dortmund,18,3,4,60.9,14,19,17,28,19,9,53,0,2022-2023,bundesliga
ivan sunjic,Hertha BSC,16,21,1,66.7,16,20,13,17,5,12,19,1,2022-2023,bundesliga
mattias svanberg,Wolfsburg,8,16,1,33.3,10,16,21,27,5,22,25,1,2022-2023,bundesliga
dominik szoboszlai,RB Leipzig,12,20,13,40.5,17,28,17,43,2,41,27,0,2022-2023,bundesliga
alexander srloth,RB Leipzig,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,bundesliga
jonathan tah,Leverkusen,21,4,0,66.7,12,12,40,30,18,12,118,0,2022-2023,bundesliga
edmond tapsoba,Leverkusen,35,12,4,71.4,30,30,36,40,17,23,109,1,2022-2023,bundesliga
niklas tauer,Mainz 05,2,0,0,33.3,1,1,2,2,1,1,4,0,2022-2023,bundesliga
mathys tel,Bayern Munich,0,1,1,100.0,1,2,0,5,1,4,2,0,2022-2023,bundesliga
semir telalovic,Gladbach,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,bundesliga
simon terodde,Schalke 04,4,7,4,21.4,3,8,6,6,2,4,9,0,2022-2023,bundesliga
malick thiaw,Schalke 04,2,1,0,50.0,1,1,9,4,3,1,24,1,2022-2023,bundesliga
jan thielmann,Köln,3,4,2,18.2,2,8,9,16,3,13,7,0,2022-2023,bundesliga
morten thorsby,Union Berlin,9,11,2,61.9,13,10,3,11,5,6,20,0,2022-2023,bundesliga
marcus thuram,Gladbach,3,6,5,46.2,6,7,6,20,3,17,22,0,2022-2023,bundesliga
steffen tigges,Köln,1,8,3,28.6,4,7,8,13,2,11,17,0,2022-2023,bundesliga
umut tohumcu,Hoffenheim,4,5,1,33.3,3,5,2,4,0,4,8,0,2022-2023,bundesliga
tiago tomas,Stuttgart,2,4,4,61.5,8,4,1,9,2,7,5,0,2022-2023,bundesliga
almamy toure,Eint Frankfurt,7,5,1,55.6,5,7,10,9,2,7,8,0,2022-2023,bundesliga
lucas tousart,Hertha BSC,35,28,10,45.0,27,38,48,42,6,36,75,1,2022-2023,bundesliga
kevin trapp,Eint Frankfurt,1,0,0,0.0,0,1,0,2,0,2,10,0,2022-2023,bundesliga
christopher trimmel,Union Berlin,16,12,3,64.5,20,16,25,14,1,13,48,0,2022-2023,bundesliga
tuta,Eint Frankfurt,27,19,7,57.9,33,35,49,47,14,33,134,2,2022-2023,bundesliga
sven ulreich,Bayern Munich,1,0,0,100.0,1,1,0,0,0,0,0,1,2022-2023,bundesliga
lauren ulrich,Stuttgart,0,0,1,,0,1,0,0,0,0,0,0,2022-2023,bundesliga
dayot upamecano,Bayern Munich,43,22,0,62.2,28,37,27,26,6,20,71,4,2022-2023,bundesliga
filip uremovic,Hertha BSC,29,8,1,63.6,14,23,36,18,13,5,88,2,2022-2023,bundesliga
jere uronen,Schalke 04,6,6,2,60.0,6,10,8,5,2,3,13,0,2022-2023,bundesliga
mark uth,Köln,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,bundesliga
josha vagnoman,Stuttgart,12,11,3,55.6,15,15,8,20,2,18,29,1,2022-2023,bundesliga
ruben vargas,Augsburg,6,7,2,45.5,5,7,6,8,2,6,16,1,2022-2023,bundesliga
renato veiga,Augsburg,4,3,2,77.8,7,6,7,20,6,14,29,1,2022-2023,bundesliga
milos veljkovic,Werder Bremen,17,13,0,62.1,18,19,33,32,16,16,103,0,2022-2023,bundesliga
micky van de ven,Wolfsburg,26,18,1,71.8,28,30,26,42,24,18,108,2,2022-2023,bundesliga
gabriel vidovic,Bayern Munich,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,bundesliga
kevin vogt,Hoffenheim,10,5,0,40.9,9,10,26,18,11,7,67,0,2022-2023,bundesliga
aster vranckx,Wolfsburg,0,0,0,,0,0,0,0,0,0,1,0,2022-2023,bundesliga
robert wagner,Freiburg,0,0,0,,0,0,0,2,0,2,2,0,2022-2023,bundesliga
luca waldschmidt,Wolfsburg,2,1,2,20.0,2,2,3,6,0,6,5,0,2022-2023,bundesliga
paul wanner,Bayern Munich,1,2,0,100.0,1,1,0,0,0,0,1,0,2022-2023,bundesliga
julian weigl,Gladbach,21,21,1,56.1,23,16,18,23,2,21,32,0,2022-2023,bundesliga
nelson weiper,Mainz 05,0,0,2,33.3,1,0,0,2,0,2,1,0,2022-2023,bundesliga
mitchell weiser,Werder Bremen,38,24,9,50.7,38,43,28,50,7,43,38,1,2022-2023,bundesliga
noah weihaupt,Freiburg,3,7,1,28.6,2,6,6,4,0,4,8,0,2022-2023,bundesliga
marcel wenig,Eint Frankfurt,0,0,0,,0,0,0,0,0,0,0,0,2022-2023,bundesliga
timo werner,RB Leipzig,4,3,3,33.3,4,5,7,12,0,12,5,0,2022-2023,bundesliga
silvan widmer,Mainz 05,15,10,1,51.3,20,17,31,22,8,14,28,0,2022-2023,bundesliga
patrick wimmer,Wolfsburg,18,11,10,31.6,12,26,15,27,2,25,15,0,2022-2023,bundesliga
jonas wind,Wolfsburg,2,7,5,50.0,5,6,1,14,4,10,10,0,2022-2023,bundesliga
frederik winther,Augsburg,1,1,0,0.0,0,2,0,1,1,0,7,0,2022-2023,bundesliga
florian wirtz,Leverkusen,9,7,2,50.0,8,10,1,15,1,14,6,0,2022-2023,bundesliga
hannes wolf,Gladbach,4,5,2,38.5,5,8,3,3,0,3,9,0,2022-2023,bundesliga
marius wolf,Dortmund,9,12,4,55.2,16,18,18,40,10,30,22,1,2022-2023,bundesliga
jeong wooyeong,Freiburg,4,2,1,40.0,2,3,1,7,1,6,7,0,2022-2023,bundesliga
kelvin yeboah,Augsburg,2,4,0,40.0,2,4,1,7,0,7,2,0,2022-2023,bundesliga
maya yoshida,Schalke 04,19,13,2,62.1,18,22,46,40,29,11,132,2,2022-2023,bundesliga
danaxel zagadou,Stuttgart,10,4,0,35.7,5,9,21,19,16,3,81,1,2022-2023,bundesliga
rodrigo zalazar,Schalke 04,5,9,2,37.5,9,8,7,16,1,15,13,0,2022-2023,bundesliga
aaron zehnter,Augsburg,0,0,0,0.0,0,0,1,0,0,0,0,0,2022-2023,bundesliga
robin zentner,Mainz 05,0,0,0,0.0,0,0,0,0,0,0,17,1,2022-2023,bundesliga
michael zetterer,Werder Bremen,0,0,0,,0,0,0,0,0,0,1,0,2022-2023,bundesliga
simon zoller,Bochum,2,8,1,33.3,4,4,6,14,1,13,21,0,2022-2023,bundesliga
