Player,Squad,Liga,Season,Touch_Def_3rd,Touch_Mid_3rd,Touch_Att_3rd,Touch_Att_Pen,touch_Live,drib_Att,drib_Succ%,Tckl_Drib,Tckl_Drib%,PrgDist,Carries_Att_3rd,Carries_Att_Pen,fail_To_Gain_Control,Loss_Control_Tackle
philipp lienhart,Freiburg,Bundesliga,2024-2025,1182,1223,124,19,2520,10,0.4,5,0.5,4885,19,1,10,2
marin ljubicic,Union Berlin,Bundesliga,2024-2025,15,36,39,11,90,3,0.33299999999999996,1,0.33299999999999996,71,0,0,6,1
anthony losilla,Bochum,Bundesliga,2024-2025,149,313,89,2,547,5,0.2,4,0.8,326,3,1,10,7
yannik luhrs,Dortmund,Bundesliga,2024-2025,89,84,4,0,176,0,,0,,147,0,0,0,1
castello lukeba,RB Leipzig,Bundesliga,2024-2025,557,772,132,14,1445,32,0.625,8,0.25,1925,21,2,20,11
senne lynen,Werder Bremen,Bundesliga,2024-2025,526,974,229,13,1717,28,0.429,13,0.46399999999999997,1129,14,3,35,15
shuto machino,Holstein Kiel,Bundesliga,2024-2025,139,389,377,63,897,18,0.556,6,0.33299999999999996,945,17,13,44,20
arne maier,Augsburg,Bundesliga,2024-2025,103,327,275,21,699,16,0.43799999999999994,9,0.563,823,18,5,21,9
patrick mainka,Heidenheim,Bundesliga,2024-2025,1205,825,123,43,2136,11,0.545,3,0.273,3395,21,1,16,8
lovro majer,Wolfsburg,Bundesliga,2024-2025,25,72,80,10,174,10,0.5,3,0.3,266,4,2,5,7
jordy makengo,Freiburg,Bundesliga,2024-2025,127,161,109,3,393,12,0.33299999999999996,7,0.583,382,7,1,11,5
jarzinho malanga,Stuttgart,Bundesliga,2024-2025,0,0,3,0,3,0,,0,,0,0,0,1,0
julian malatini,Werder Bremen,Bundesliga,2024-2025,156,160,48,4,363,3,0.667,1,0.33299999999999996,521,8,0,3,1
donyell malen,Dortmund,Bundesliga,2024-2025,23,84,175,46,278,32,0.344,19,0.594,439,9,17,16,9
lennard maloney,Heidenheim,Bundesliga,2024-2025,183,174,23,5,378,4,0.25,3,0.75,206,1,0,11,1
lennard maloney,Mainz 05,Bundesliga,2024-2025,9,17,2,0,28,0,,0,,14,0,0,1,1
johan manzambi,Freiburg,Bundesliga,2024-2025,36,104,72,14,209,10,0.6,2,0.2,237,5,1,7,9
omar marmoush,Eint Frankfurt,Bundesliga,2024-2025,40,230,421,109,669,101,0.455,46,0.455,1810,53,45,66,37
giorgos masouras,Bochum,Bundesliga,2024-2025,54,156,202,53,403,14,0.35700000000000004,9,0.643,507,7,13,28,6
erhan masovic,Bochum,Bundesliga,2024-2025,276,244,21,11,539,1,0.0,1,1.0,513,1,0,5,3
igor matanovic,Eint Frankfurt,Bundesliga,2024-2025,17,73,44,17,133,5,0.6,2,0.4,118,3,2,21,9
chrislain matsima,Augsburg,Bundesliga,2024-2025,700,846,138,24,1669,12,0.583,4,0.33299999999999996,1731,18,2,20,9
jean matteo bahoya,Eint Frankfurt,Bundesliga,2024-2025,79,208,199,33,475,30,0.5670000000000001,12,0.4,796,14,10,19,17
maurides,St. Pauli,Bundesliga,2024-2025,0,0,2,0,2,0,,0,,0,0,0,0,0
keke maximilian topp,Werder Bremen,Bundesliga,2024-2025,8,45,83,29,135,9,0.33299999999999996,5,0.556,213,5,3,12,14
jakov medic,Bochum,Bundesliga,2024-2025,552,383,42,22,975,3,0.667,1,0.33299999999999996,947,0,0,7,3
connor metcalfe,St. Pauli,Bundesliga,2024-2025,38,69,52,4,156,6,0.5,1,0.16699999999999998,165,5,2,5,0
karol mets,St. Pauli,Bundesliga,2024-2025,360,346,32,8,736,1,0.0,1,1.0,736,6,0,4,0
alexander meyer,Dortmund,Bundesliga,2024-2025,86,1,0,0,87,0,,0,,130,0,0,0,0
florian micheler,Hoffenheim,Bundesliga,2024-2025,2,6,4,0,12,1,1.0,0,0.0,28,1,0,0,0
enzo millot,Stuttgart,Bundesliga,2024-2025,180,760,470,75,1396,67,0.46299999999999997,35,0.522,1826,34,12,46,36
kim minjae,Bayern Munich,Bundesliga,2024-2025,911,1762,101,14,2764,5,0.6,2,0.4,3311,23,1,14,5
maximilian mittelstadt,Stuttgart,Bundesliga,2024-2025,525,1225,646,32,2385,38,0.5529999999999999,14,0.368,2909,52,2,24,8
koji miyoshi,Bochum,Bundesliga,2024-2025,31,90,85,21,201,14,0.35700000000000004,9,0.643,303,6,3,14,5
max moerstedt,Hoffenheim,Bundesliga,2024-2025,15,62,85,31,159,4,0.25,3,0.75,128,2,3,13,11
david mokwa,Hoffenheim,Bundesliga,2024-2025,2,4,5,2,11,1,1.0,0,0.0,9,0,0,2,2
steve mounie,Augsburg,Bundesliga,2024-2025,14,58,92,36,164,4,0.25,3,0.75,152,5,3,12,5
nordi mukiele,Leverkusen,Bundesliga,2024-2025,184,407,141,22,725,17,0.529,7,0.41200000000000003,992,14,6,10,3
florian muller,Freiburg,Bundesliga,2024-2025,332,5,0,0,337,0,,0,,552,0,0,0,0
kevin muller,Heidenheim,Bundesliga,2024-2025,1372,21,0,0,1393,0,,0,,1897,0,0,2,0
marius muller,Wolfsburg,Bundesliga,2024-2025,228,3,0,0,231,0,,0,,400,0,0,0,0
thomas muller,Bayern Munich,Bundesliga,2024-2025,46,274,443,103,763,17,0.47100000000000003,8,0.47100000000000003,828,19,7,24,20
jamal musiala,Bayern Munich,Bundesliga,2024-2025,94,565,636,163,1278,141,0.511,59,0.418,2300,48,36,67,33
florent muslija,Freiburg,Bundesliga,2024-2025,17,42,62,3,121,7,0.5710000000000001,2,0.28600000000000003,191,7,2,7,1
phillipp mwene,Mainz 05,Bundesliga,2024-2025,356,628,586,49,1555,50,0.44,25,0.5,1993,49,12,47,26
joakim mhle,Wolfsburg,Bundesliga,2024-2025,442,639,395,43,1464,60,0.317,38,0.633,2155,42,6,37,8
nathan ngoumou,Gladbach,Bundesliga,2024-2025,68,132,192,55,386,27,0.33299999999999996,12,0.444,851,18,16,12,11
stanley nsoki,Hoffenheim,Bundesliga,2024-2025,480,486,50,4,1005,16,0.688,3,0.188,1033,8,0,16,5
nikolas nartey,Stuttgart,Bundesliga,2024-2025,6,1,2,0,9,0,,0,,3,0,0,0,0
paul nebel,Mainz 05,Bundesliga,2024-2025,182,635,717,73,1516,64,0.391,36,0.563,1820,45,19,67,43
kosta nedeljkovic,RB Leipzig,Bundesliga,2024-2025,66,116,102,5,283,4,0.25,2,0.5,346,7,1,4,1
ivan nekic,Holstein Kiel,Bundesliga,2024-2025,29,21,0,0,50,1,0.0,1,1.0,10,0,0,1,1
david nemeth,St. Pauli,Bundesliga,2024-2025,666,622,58,10,1338,9,0.444,5,0.556,1853,9,0,12,3
luca netz,Gladbach,Bundesliga,2024-2025,241,257,172,17,666,21,0.28600000000000003,14,0.667,668,11,3,14,10
manuel neuer,Bayern Munich,Bundesliga,2024-2025,900,58,0,0,956,1,1.0,0,0.0,1880,0,0,0,0
florian neuhaus,Gladbach,Bundesliga,2024-2025,68,176,52,9,292,9,0.556,4,0.444,530,10,1,9,1
moritz nicolas,Gladbach,Bundesliga,2024-2025,835,3,0,0,838,0,,0,,1548,0,0,0,0
julian niehues,Heidenheim,Bundesliga,2024-2025,36,60,10,2,106,2,0.5,1,0.5,79,0,0,2,1
justin njinmah,Werder Bremen,Bundesliga,2024-2025,17,124,213,58,349,27,0.40700000000000003,14,0.519,711,16,12,23,7
niels nkounkou,Eint Frankfurt,Bundesliga,2024-2025,93,133,77,8,295,16,0.43799999999999994,7,0.43799999999999994,539,14,1,7,4
felix nmecha,Dortmund,Bundesliga,2024-2025,217,651,228,19,1083,26,0.654,4,0.154,1437,21,4,19,14
lukas nmecha,Wolfsburg,Bundesliga,2024-2025,17,79,89,24,183,8,0.5,3,0.375,173,4,3,14,3
arnaud nordin,Mainz 05,Bundesliga,2024-2025,9,20,39,7,68,5,0.2,3,0.6,58,1,3,5,3
alexander nubel,Stuttgart,Bundesliga,2024-2025,1366,13,0,0,1377,1,1.0,0,0.0,2255,0,0,1,0
antonio nusa,RB Leipzig,Bundesliga,2024-2025,137,316,362,54,802,86,0.45299999999999996,39,0.45299999999999996,1634,36,26,38,31
david odogu,Wolfsburg,Bundesliga,2024-2025,78,62,3,3,143,0,,0,,177,0,0,1,0
tim oermann,Bochum,Bundesliga,2024-2025,443,631,107,2,1172,14,0.429,7,0.5,1203,14,3,24,9
ifechukwu ogbus,Freiburg,Bundesliga,2024-2025,7,4,4,0,15,0,,0,,2,0,0,1,0
finn ole becker,Hoffenheim,Bundesliga,2024-2025,118,274,75,2,461,14,0.429,6,0.429,469,7,0,9,8
michael olise,Bayern Munich,Bundesliga,2024-2025,107,665,1208,148,1957,151,0.47700000000000004,60,0.397,3808,69,46,59,29
jonas omlin,Gladbach,Bundesliga,2024-2025,542,2,0,0,544,1,1.0,0,0.0,782,0,0,0,0
karim onisiwo,Mainz 05,Bundesliga,2024-2025,5,16,24,5,45,2,0.5,1,0.5,18,0,0,5,2
frank onyeka,Augsburg,Bundesliga,2024-2025,244,766,354,37,1339,54,0.33299999999999996,26,0.48100000000000004,1921,40,8,49,34
lois openda,RB Leipzig,Bundesliga,2024-2025,54,368,492,158,903,74,0.297,37,0.5,1477,26,37,82,27
gift orban,Hoffenheim,Bundesliga,2024-2025,20,92,96,22,208,11,0.364,7,0.636,163,6,3,14,5
willi orban,RB Leipzig,Bundesliga,2024-2025,954,1061,97,45,2101,4,0.75,0,0.0,2827,6,2,15,4
ivan ordets,Bochum,Bundesliga,2024-2025,632,463,63,48,1156,1,1.0,0,0.0,689,2,0,6,0
patrick osterhage,Freiburg,Bundesliga,2024-2025,282,723,261,35,1259,27,0.40700000000000003,12,0.444,1416,18,4,26,20
assan ouedraogo,RB Leipzig,Bundesliga,2024-2025,5,15,12,4,30,3,0.0,3,1.0,70,0,3,2,6
salih ozcan,Wolfsburg,Bundesliga,2024-2025,37,164,52,3,252,6,0.667,2,0.33299999999999996,268,5,0,5,1
salih ozcan,Dortmund,Bundesliga,2024-2025,76,172,60,7,307,2,1.0,0,0.0,226,6,2,4,1
exequiel palacios,Leverkusen,Bundesliga,2024-2025,140,659,348,12,1144,12,0.667,4,0.33299999999999996,969,17,1,17,20
joao palhinha,Bayern Munich,Bundesliga,2024-2025,94,419,120,13,631,4,0.5,2,0.5,383,3,1,6,7
mats pannewig,Bochum,Bundesliga,2024-2025,51,89,47,10,182,3,0.33299999999999996,2,0.667,176,3,1,11,8
kevin paredes,Wolfsburg,Bundesliga,2024-2025,20,22,23,5,64,3,0.0,3,1.0,86,1,0,2,1
felix passlack,Bochum,Bundesliga,2024-2025,341,530,428,48,1290,31,0.387,17,0.5479999999999999,1278,32,12,24,12
aleksandar pavlovic,Bayern Munich,Bundesliga,2024-2025,194,1100,363,11,1648,5,1.0,0,0.0,1984,43,3,13,2
mads pedersen,Augsburg,Bundesliga,2024-2025,34,45,47,5,123,8,0.25,6,0.75,111,3,1,4,1
jordan pefok,Union Berlin,Bundesliga,2024-2025,55,157,122,43,326,13,0.5379999999999999,6,0.462,204,6,0,24,17
daniel peretz,Bayern Munich,Bundesliga,2024-2025,97,9,0,0,106,0,,0,,177,0,0,0,0
noah pesch,Gladbach,Bundesliga,2024-2025,0,1,4,0,5,0,,0,,16,0,0,0,0
luca philipp,Hoffenheim,Bundesliga,2024-2025,213,2,0,0,215,0,,0,,230,0,0,0,0
maximilian philipp,Freiburg,Bundesliga,2024-2025,1,3,5,0,9,0,,0,,14,0,0,1,0
benedikt pichler,Holstein Kiel,Bundesliga,2024-2025,29,149,133,44,310,18,0.444,9,0.5,383,7,8,23,12
amos pieper,Werder Bremen,Bundesliga,2024-2025,595,482,60,11,1136,3,0.667,1,0.33299999999999996,1110,7,0,4,3
marvin pieringer,Heidenheim,Bundesliga,2024-2025,103,427,328,97,846,35,0.457,15,0.429,796,22,5,69,24
alassane plea,Gladbach,Bundesliga,2024-2025,81,494,412,77,978,43,0.395,23,0.535,1698,31,14,40,22
finn porath,Holstein Kiel,Bundesliga,2024-2025,325,403,280,33,999,36,0.444,13,0.361,1215,33,11,15,15
yussuf poulsen,RB Leipzig,Bundesliga,2024-2025,37,91,94,32,221,6,0.16699999999999998,4,0.667,111,4,0,16,10
alexander prass,Hoffenheim,Bundesliga,2024-2025,351,531,325,32,1199,42,0.47600000000000003,17,0.405,1327,30,5,21,10
david preu,Union Berlin,Bundesliga,2024-2025,16,26,21,2,63,7,0.28600000000000003,4,0.5710000000000001,47,1,1,4,2
grischa promel,Hoffenheim,Bundesliga,2024-2025,19,71,18,0,106,1,0.0,1,1.0,137,1,0,2,2
ivan prtajin,Union Berlin,Bundesliga,2024-2025,6,29,43,12,78,1,1.0,0,0.0,23,0,1,6,3
tymoteusz puchacz,Holstein Kiel,Bundesliga,2024-2025,74,94,87,2,247,19,0.474,8,0.42100000000000004,353,11,0,8,5
leopold querfeld,Union Berlin,Bundesliga,2024-2025,562,457,54,34,1066,9,0.33299999999999996,5,0.556,1336,2,0,5,2
grant ranos,Gladbach,Bundesliga,2024-2025,1,9,7,0,17,0,,0,,18,1,0,0,1
david raum,RB Leipzig,Bundesliga,2024-2025,375,531,497,56,1389,28,0.39299999999999996,13,0.46399999999999997,1421,21,4,16,9
rocco reitz,Gladbach,Bundesliga,2024-2025,374,658,184,37,1199,36,0.47200000000000003,17,0.47200000000000003,1259,13,1,25,23
nicolai remberg,Holstein Kiel,Bundesliga,2024-2025,429,757,147,26,1316,25,0.28,13,0.52,1346,19,0,22,18
elvis rexhbecaj,Augsburg,Bundesliga,2024-2025,150,398,348,31,887,32,0.313,18,0.563,978,26,8,31,25
gio reyna,Dortmund,Bundesliga,2024-2025,24,122,117,6,262,7,0.5710000000000001,3,0.429,289,5,0,9,7
fabian rieder,Stuttgart,Bundesliga,2024-2025,60,215,228,17,492,19,0.474,10,0.526,631,15,3,21,13
lasse rie,Mainz 05,Bundesliga,2024-2025,89,1,0,0,90,0,,0,,138,0,0,0,0
lars ritzka,St. Pauli,Bundesliga,2024-2025,215,244,109,6,567,1,0.0,1,1.0,387,6,0,6,4
mads roerslev,Wolfsburg,Bundesliga,2024-2025,78,92,47,2,215,6,0.33299999999999996,4,0.667,255,5,1,2,6
merlin rohl,Freiburg,Bundesliga,2024-2025,46,195,169,28,403,40,0.3,25,0.625,610,15,9,45,22
lasse rosenboom,Holstein Kiel,Bundesliga,2024-2025,324,292,170,36,780,19,0.368,11,0.579,565,13,3,36,13
max rosenfelder,Freiburg,Bundesliga,2024-2025,367,394,74,11,826,25,0.56,10,0.4,1477,13,4,5,2
tom rothe,Union Berlin,Bundesliga,2024-2025,324,411,342,38,1074,20,0.25,15,0.75,889,11,3,23,31
anthony rouault,Stuttgart,Bundesliga,2024-2025,512,476,33,11,1014,5,0.4,3,0.6,1121,6,0,4,4
jerome roussillon,Union Berlin,Bundesliga,2024-2025,21,42,33,5,96,3,0.33299999999999996,2,0.667,78,2,1,2,1
julian ryerson,Dortmund,Bundesliga,2024-2025,384,806,520,39,1684,63,0.5710000000000001,23,0.365,2796,39,12,42,20
frederik rnnow,Union Berlin,Bundesliga,2024-2025,965,16,1,1,980,1,1.0,0,0.0,1976,0,0,1,0
elias saad,St. Pauli,Bundesliga,2024-2025,42,169,224,44,427,54,0.29600000000000004,26,0.48100000000000004,843,23,14,57,36
marcel sabitzer,Dortmund,Bundesliga,2024-2025,131,581,322,31,1028,15,0.4,9,0.6,1255,31,3,22,12
faik sakar,RB Leipzig,Bundesliga,2024-2025,0,0,0,0,0,0,,0,,0,0,0,0,0
manolis saliakas,St. Pauli,Bundesliga,2024-2025,447,688,430,30,1560,9,0.33299999999999996,5,0.556,1293,34,2,6,6
roland sallai,Freiburg,Bundesliga,2024-2025,3,7,15,2,25,1,0.0,1,1.0,88,1,2,1,1
diadie samassekou,Hoffenheim,Bundesliga,2024-2025,36,114,42,1,190,5,0.8,1,0.2,112,3,0,1,3
philipp sander,Gladbach,Bundesliga,2024-2025,257,524,151,17,921,18,0.611,6,0.33299999999999996,1024,15,5,16,7
james sands,St. Pauli,Bundesliga,2024-2025,63,148,49,6,259,1,1.0,0,0.0,146,0,0,3,3
leroy sane,Bayern Munich,Bundesliga,2024-2025,68,399,736,121,1184,100,0.39,55,0.55,2266,47,38,65,27
kaishu sano,Mainz 05,Bundesliga,2024-2025,411,1083,344,39,1814,51,0.627,16,0.314,2250,43,9,39,31
kaua santos,Eint Frankfurt,Bundesliga,2024-2025,325,1,0,0,326,0,,0,,553,0,0,0,0
joe scally,Gladbach,Bundesliga,2024-2025,701,851,312,22,1850,59,0.525,26,0.441,2644,27,3,25,23
andras schafer,Union Berlin,Bundesliga,2024-2025,185,410,211,20,799,29,0.44799999999999995,13,0.44799999999999995,698,16,4,27,9
patrik schick,Leverkusen,Bundesliga,2024-2025,52,244,287,108,577,26,0.385,14,0.5379999999999999,266,2,7,43,30
stefan schimmer,Heidenheim,Bundesliga,2024-2025,7,33,44,15,84,1,0.0,1,1.0,23,0,0,5,0
xaver schlager,RB Leipzig,Bundesliga,2024-2025,30,80,14,1,123,1,1.0,0,0.0,225,0,0,3,2
keven schlotterbeck,Augsburg,Bundesliga,2024-2025,395,394,59,19,845,3,1.0,0,0.0,731,5,0,8,0
nico schlotterbeck,Dortmund,Bundesliga,2024-2025,831,1338,150,21,2297,22,0.636,5,0.22699999999999998,4107,30,1,12,10
romano schmid,Werder Bremen,Bundesliga,2024-2025,244,940,832,104,1987,95,0.474,45,0.474,3864,76,28,75,55
jan schoppner,Heidenheim,Bundesliga,2024-2025,407,719,325,64,1440,32,0.43799999999999994,18,0.563,1993,26,5,40,24
marvin schulz,Holstein Kiel,Bundesliga,2024-2025,91,100,32,1,220,4,0.25,2,0.5,300,4,1,8,2
alexander schwolow,Union Berlin,Bundesliga,2024-2025,218,0,0,0,218,0,,0,,322,0,0,0,0
leo scienza,Heidenheim,Bundesliga,2024-2025,71,248,286,44,584,83,0.446,35,0.42200000000000004,2126,40,17,41,13
nicolas seiwald,RB Leipzig,Bundesliga,2024-2025,442,948,226,8,1607,10,0.4,6,0.6,1400,20,2,9,8
benjamin sesko,RB Leipzig,Bundesliga,2024-2025,90,473,357,91,899,75,0.52,32,0.42700000000000005,1230,29,14,66,55
armindo sieb,Mainz 05,Bundesliga,2024-2025,33,147,156,46,333,36,0.306,24,0.667,551,7,8,33,25
tim siersleben,Heidenheim,Bundesliga,2024-2025,505,309,59,7,869,6,0.5,3,0.5,990,8,1,5,4
kiliann sildillia,Freiburg,Bundesliga,2024-2025,191,276,111,11,576,9,0.667,2,0.222,553,10,2,8,6
andre silva,Werder Bremen,Bundesliga,2024-2025,11,78,89,26,174,16,0.063,12,0.75,199,6,4,13,9
andre silva,RB Leipzig,Bundesliga,2024-2025,11,22,34,10,64,0,,0,,152,1,3,6,1
mohamed simakan,RB Leipzig,Bundesliga,2024-2025,9,35,9,2,52,1,0.0,0,0.0,70,1,0,0,0
xavi simons,RB Leipzig,Bundesliga,2024-2025,149,766,672,82,1557,100,0.33,56,0.56,2765,71,22,73,55
danel sinani,St. Pauli,Bundesliga,2024-2025,61,336,302,30,693,22,0.455,9,0.409,630,15,6,31,16
tobias sippel,Gladbach,Bundesliga,2024-2025,34,0,0,0,34,0,,0,,64,0,0,0,0
ibrahima sissoko,Bochum,Bundesliga,2024-2025,366,785,302,51,1429,61,0.525,26,0.426,1553,24,3,40,32
tim skarke,Union Berlin,Bundesliga,2024-2025,71,204,216,31,487,24,0.41700000000000004,13,0.542,566,13,10,34,21
ellyes skhiri,Eint Frankfurt,Bundesliga,2024-2025,446,901,202,21,1544,15,0.733,3,0.2,1673,17,3,25,7
leo skiri stigard,Hoffenheim,Bundesliga,2024-2025,355,374,20,12,747,3,0.667,1,0.33299999999999996,630,1,0,1,1
andreas skov olsen,Wolfsburg,Bundesliga,2024-2025,64,112,154,27,329,14,0.28600000000000003,9,0.643,570,11,7,7,5
robert skov,Union Berlin,Bundesliga,2024-2025,111,261,200,23,563,17,0.294,11,0.647,760,11,8,21,3
steven skrzybski,Holstein Kiel,Bundesliga,2024-2025,97,311,221,45,618,22,0.591,9,0.409,552,16,6,40,22
eric smith,St. Pauli,Bundesliga,2024-2025,674,985,315,8,1956,5,0.6,2,0.4,1730,19,0,11,7
anton stach,Hoffenheim,Bundesliga,2024-2025,578,1077,292,32,1925,35,0.429,18,0.514,2932,31,5,23,10
jens stage,Werder Bremen,Bundesliga,2024-2025,309,655,317,83,1271,17,0.47100000000000003,8,0.47100000000000003,1241,24,6,27,10
josip stanisic,Bayern Munich,Bundesliga,2024-2025,226,497,165,10,876,7,0.7140000000000001,2,0.28600000000000003,1611,25,3,11,6
niklas stark,Werder Bremen,Bundesliga,2024-2025,813,697,49,14,1558,1,1.0,0,0.0,1549,3,0,7,0
pascal stenzel,Stuttgart,Bundesliga,2024-2025,60,111,77,6,246,0,,0,,206,5,0,2,0
leonidas stergiou,Stuttgart,Bundesliga,2024-2025,171,322,152,9,642,6,0.667,2,0.33299999999999996,640,13,2,6,4
finley stevens,St. Pauli,Bundesliga,2024-2025,0,1,1,0,2,0,,0,,2,0,0,0,0
angelo stiller,Stuttgart,Bundesliga,2024-2025,486,1752,556,35,2781,30,0.667,10,0.33299999999999996,3723,39,3,21,25
kevin stoger,Gladbach,Bundesliga,2024-2025,189,666,469,34,1316,36,0.47200000000000003,15,0.41700000000000004,1757,39,5,29,25
niklas sule,Dortmund,Bundesliga,2024-2025,436,531,75,9,1038,7,0.429,4,0.5710000000000001,1539,12,0,3,0
mattias svanberg,Wolfsburg,Bundesliga,2024-2025,115,249,163,25,520,25,0.4,13,0.52,489,17,1,19,10
daniel svensson,Dortmund,Bundesliga,2024-2025,146,214,224,25,580,5,0.2,3,0.6,557,6,5,6,7
haris tabakovic,Hoffenheim,Bundesliga,2024-2025,40,148,147,50,334,12,0.33299999999999996,8,0.667,164,8,3,25,10
jonathan tah,Leverkusen,Bundesliga,2024-2025,888,1597,147,43,2626,5,0.6,2,0.4,4531,23,0,16,10
edmond tapsoba,Leverkusen,Bundesliga,2024-2025,692,1279,255,23,2214,19,0.579,8,0.42100000000000004,4141,39,1,16,5
mathys tel,Bayern Munich,Bundesliga,2024-2025,15,55,89,14,157,12,0.5,6,0.5,198,7,3,4,6
nathan tella,Leverkusen,Bundesliga,2024-2025,54,189,290,67,529,51,0.373,25,0.49,811,13,17,39,16
martin terrier,Leverkusen,Bundesliga,2024-2025,13,107,131,35,250,4,0.5,2,0.5,276,4,4,11,6
arthur theate,Eint Frankfurt,Bundesliga,2024-2025,902,1134,213,33,2230,13,0.769,3,0.231,3611,36,1,21,7
norman theuerkauf,Heidenheim,Bundesliga,2024-2025,4,14,3,1,21,0,,0,,10,0,0,0,0
denis thomalla,Heidenheim,Bundesliga,2024-2025,0,1,0,0,1,0,,0,,0,0,0,0,0
phillip tietz,Augsburg,Bundesliga,2024-2025,68,298,320,89,676,31,0.484,15,0.484,318,12,4,46,17
umut tohumcu,Hoffenheim,Bundesliga,2024-2025,45,90,36,0,169,7,0.5710000000000001,3,0.429,193,2,0,3,7
john tolkin,Holstein Kiel,Bundesliga,2024-2025,214,173,93,5,479,10,0.5,4,0.4,275,3,0,5,6
tiago tomas,Wolfsburg,Bundesliga,2024-2025,114,342,339,78,782,80,0.363,42,0.525,987,19,14,55,35
bazoumana toure,Hoffenheim,Bundesliga,2024-2025,37,105,156,36,291,22,0.545,9,0.409,580,12,11,36,8
lucas tousart,Union Berlin,Bundesliga,2024-2025,84,128,57,20,264,11,0.455,6,0.545,196,0,1,8,5
omar traore,Heidenheim,Bundesliga,2024-2025,516,775,448,21,1712,64,0.391,31,0.484,3338,53,6,40,22
kevin trapp,Eint Frankfurt,Bundesliga,2024-2025,996,5,0,0,1001,0,,0,,1619,0,0,1,0
philipp treu,St. Pauli,Bundesliga,2024-2025,564,795,530,46,1867,39,0.33299999999999996,19,0.48700000000000004,2159,42,11,34,12
christopher trimmel,Union Berlin,Bundesliga,2024-2025,300,427,256,13,979,8,0.25,5,0.625,691,7,2,10,8
tuta,Eint Frankfurt,Bundesliga,2024-2025,831,838,108,26,1772,17,0.765,4,0.235,1884,9,2,22,7
lukas ullrich,Gladbach,Bundesliga,2024-2025,432,434,218,26,1073,24,0.33299999999999996,13,0.542,1370,19,4,21,12
sven ulreich,Bayern Munich,Bundesliga,2024-2025,27,3,0,0,30,0,,0,,30,0,0,0,0
deniz undav,Stuttgart,Bundesliga,2024-2025,61,379,369,118,797,24,0.41700000000000004,13,0.542,964,18,12,51,28
dayot upamecano,Bayern Munich,Bundesliga,2024-2025,626,1364,116,17,2101,6,0.5,3,0.5,4165,27,0,6,4
jonas urbig,Bayern Munich,Bundesliga,2024-2025,296,14,1,0,310,0,,0,,580,0,0,1,0
can uzun,Eint Frankfurt,Bundesliga,2024-2025,33,191,174,31,395,22,0.5,9,0.409,523,13,4,19,14
josha vagnoman,Stuttgart,Bundesliga,2024-2025,325,484,302,36,1105,28,0.28600000000000003,17,0.607,966,19,10,27,19
siebe van der heyden,St. Pauli,Bundesliga,2024-2025,249,284,72,11,602,5,0.2,4,0.8,572,6,0,3,4
maarten vandevoordt,RB Leipzig,Bundesliga,2024-2025,174,11,0,0,185,0,,0,,280,0,0,0,0
ruben vargas,Augsburg,Bundesliga,2024-2025,14,75,91,12,179,12,0.5,5,0.41700000000000004,285,3,1,11,7
nikola vasilj,St. Pauli,Bundesliga,2024-2025,1472,22,0,0,1493,1,1.0,0,0.0,2567,0,0,0,0
denis vavro,Wolfsburg,Bundesliga,2024-2025,992,843,72,20,1901,6,0.5,3,0.5,1713,12,2,8,1
milos veljkovic,Werder Bremen,Bundesliga,2024-2025,327,368,45,5,738,0,,0,,1146,6,0,2,2
nikolas veratschnig,Mainz 05,Bundesliga,2024-2025,36,72,94,18,200,11,0.182,7,0.636,211,3,2,7,3
arthur vermeeren,RB Leipzig,Bundesliga,2024-2025,250,669,201,6,1109,15,0.4,9,0.6,992,16,1,19,12
yorbe vertessen,Union Berlin,Bundesliga,2024-2025,41,130,174,26,342,51,0.373,27,0.529,503,14,4,28,17
gabriel vidovic,Bayern Munich,Bundesliga,2024-2025,2,5,7,3,14,1,0.0,1,1.0,2,0,0,1,0
gabriel vidovic,Mainz 05,Bundesliga,2024-2025,0,4,4,1,8,0,,0,,5,0,0,1,0
kevin vogt,Union Berlin,Bundesliga,2024-2025,524,508,10,2,1029,5,0.8,1,0.2,1303,3,1,5,2
kevin volland,Union Berlin,Bundesliga,2024-2025,1,10,9,4,20,0,,0,,3,0,0,1,2
aster vranckx,Wolfsburg,Bundesliga,2024-2025,94,149,37,4,276,6,0.833,1,0.16699999999999998,206,2,0,13,5
robert wagner,St. Pauli,Bundesliga,2024-2025,44,100,40,3,183,2,0.5,1,0.5,72,2,0,5,6
elye wahi,Eint Frankfurt,Bundesliga,2024-2025,5,21,41,14,66,8,0.75,1,0.125,133,3,4,7,5
hauke wahl,St. Pauli,Bundesliga,2024-2025,991,1019,99,28,2096,10,0.8,2,0.2,3938,14,1,10,9
paul wanner,Heidenheim,Bundesliga,2024-2025,138,480,338,41,934,59,0.424,29,0.49200000000000005,1109,29,6,45,37
kjellarik watjen,Dortmund,Bundesliga,2024-2025,5,4,3,0,12,0,,0,,4,0,0,2,0
julian weigl,Gladbach,Bundesliga,2024-2025,713,1184,193,9,2075,8,0.875,0,0.0,1760,14,1,13,10
timon weiner,Holstein Kiel,Bundesliga,2024-2025,1064,4,0,0,1068,0,,0,,1144,0,0,0,0
nelson weiper,Mainz 05,Bundesliga,2024-2025,22,127,164,50,311,21,0.47600000000000003,11,0.524,248,6,5,54,11
