Player,Squad,Liga,Season,Born,MP,Starts,Min,Gls,Ast,YellowC,RedC,PrgC,PrgP,PrgR
ben chilwell,Crystal Palace,Premier-League,2024-2025,1996.0,8,1,259,1,0,1,0,5,8,15
chiquinho,Wolves,Premier-League,2024-2025,2000.0,1,0,7,0,0,0,0,0,0,0
hamza choudhury,Leicester City,Premier-League,2024-2025,1997.0,4,1,131,0,0,0,0,4,3,6
ryan christie,Bournemouth,Premier-League,2024-2025,1995.0,29,27,2117,2,3,9,0,34,137,44
harry clarke,Ipswich Town,Premier-League,2024-2025,2001.0,7,4,379,0,0,3,1,5,14,2
jack clarke,Ipswich Town,Premier-League,2024-2025,2000.0,32,12,1181,0,4,2,0,39,44,57
nathaniel clyne,Crystal Palace,Premier-League,2024-2025,1991.0,13,5,483,0,0,1,0,6,7,8
conor coady,Leicester City,Premier-League,2024-2025,1993.0,22,19,1714,1,0,3,0,3,32,0
seamus coleman,Everton,Premier-League,2024-2025,1988.0,5,3,215,0,0,1,0,1,11,7
nathan collins,Brentford,Premier-League,2024-2025,2001.0,38,38,3420,2,3,5,0,32,127,18
toby collyer,Manchester Utd,Premier-League,2024-2025,2004.0,6,0,179,0,0,0,0,0,5,2
levi colwill,Chelsea,Premier-League,2024-2025,2003.0,35,35,3149,2,1,9,0,14,131,12
lewis cook,Bournemouth,Premier-League,2024-2025,1997.0,36,32,2978,1,3,8,1,33,158,52
maxwel cornet,Southampton,Premier-League,2024-2025,1996.0,2,1,72,0,0,1,0,1,0,5
vladimir coufal,West Ham,Premier-League,2024-2025,1992.0,22,11,1067,0,0,5,0,26,39,33
woyo coulibaly,Leicester City,Premier-League,2024-2025,1999.0,4,1,109,0,0,1,0,4,3,2
aaron cresswell,West Ham,Premier-League,2024-2025,1989.0,18,10,824,0,0,3,0,6,36,4
marc cucurella,Chelsea,Premier-League,2024-2025,1998.0,36,33,2988,5,1,10,1,35,118,117
jorge cuenca,Fulham,Premier-League,2024-2025,1999.0,8,4,351,0,0,0,0,0,10,0
matheus cunha,Wolves,Premier-League,2024-2025,1999.0,33,29,2597,15,6,4,0,112,144,161
patson daka,Leicester City,Premier-League,2024-2025,1998.0,23,6,736,1,0,0,0,11,8,36
diogo dalot,Manchester Utd,Premier-League,2024-2025,1999.0,33,31,2814,0,3,5,0,62,103,168
mikkel damsgaard,Brentford,Premier-League,2024-2025,2000.0,38,34,2911,2,10,2,0,73,234,137
danilo,Nott'ham Forest,Premier-League,2024-2025,2001.0,8,5,275,0,0,0,0,2,11,1
jayden danns,Liverpool,Premier-League,2024-2025,2006.0,1,0,11,0,0,0,0,0,0,0
kevin danso,Tottenham,Premier-League,2024-2025,1998.0,10,9,842,0,0,0,0,11,19,1
ben davies,Tottenham,Premier-League,2024-2025,1993.0,17,14,1331,0,0,5,0,14,52,6
leif davis,Ipswich Town,Premier-League,2024-2025,2000.0,33,32,2743,1,2,5,1,52,59,137
craig dawson,Wolves,Premier-League,2024-2025,1990.0,15,10,971,0,0,2,0,6,20,5
kevin de bruyne,Manchester City,Premier-League,2024-2025,1991.0,28,19,1702,4,7,2,0,51,157,150
bobby de cordovareid,Leicester City,Premier-League,2024-2025,1993.0,23,9,744,1,2,2,0,14,15,48
liam delap,Ipswich Town,Premier-League,2024-2025,2003.0,37,32,2593,12,2,12,0,61,30,110
sepp van den berg,Brentford,Premier-League,2024-2025,2001.0,31,29,2586,0,0,3,0,12,79,28
justin devenny,Crystal Palace,Premier-League,2024-2025,2003.0,23,4,507,1,1,1,0,5,21,13
kiernan dewsburyhall,Chelsea,Premier-League,2024-2025,1998.0,13,2,264,0,1,0,0,5,14,11
amad diallo,Manchester Utd,Premier-League,2024-2025,2002.0,26,20,1901,8,6,5,0,109,60,200
ruben dias,Manchester City,Premier-League,2024-2025,1997.0,27,25,2271,0,0,4,0,43,160,8
luis diaz,Liverpool,Premier-League,2024-2025,1997.0,36,28,2399,13,5,2,0,108,110,293
tyler dibling,Southampton,Premier-League,2024-2025,2006.0,33,20,1874,2,0,6,0,69,64,96
lucas digne,Aston Villa,Premier-League,2024-2025,1993.0,32,28,2351,0,4,4,0,23,57,142
issa diop,Fulham,Premier-League,2024-2025,1997.0,21,15,1339,0,0,2,0,6,25,3
axel disasi,Aston Villa,Premier-League,2024-2025,1998.0,7,5,490,0,0,2,0,10,16,5
axel disasi,Chelsea,Premier-League,2024-2025,1998.0,6,4,364,1,0,1,0,6,16,2
roman dixon,Everton,Premier-League,2024-2025,2004.0,1,1,90,0,0,0,0,0,0,1
nasser djiga,Wolves,Premier-League,2024-2025,2002.0,5,1,66,0,0,0,0,0,3,2
matt doherty,Wolves,Premier-League,2024-2025,1992.0,30,25,2109,2,1,6,0,29,79,41
jeremy doku,Manchester City,Premier-League,2024-2025,2002.0,29,16,1516,3,6,1,0,213,69,286
nicolas dominguez,Nott'ham Forest,Premier-League,2024-2025,1998.0,34,23,1963,0,1,9,0,16,83,33
patrick dorgu,Manchester Utd,Premier-League,2024-2025,2004.0,12,10,842,0,0,3,1,41,34,83
alfie dorrington,Tottenham,Premier-League,2024-2025,2005.0,1,0,14,0,0,0,0,0,0,0
abdoulaye doucoure,Everton,Premier-League,2024-2025,1993.0,33,31,2564,3,2,5,1,42,82,96
cheick doucoure,Crystal Palace,Premier-League,2024-2025,2000.0,13,4,452,0,0,1,0,2,19,7
flynn downes,Southampton,Premier-League,2024-2025,1999.0,27,25,2151,1,0,12,0,29,66,29
tommy doyle,Wolves,Premier-League,2024-2025,2001.0,24,3,488,0,1,1,0,6,40,4
radu dragusin,Tottenham,Premier-League,2024-2025,2002.0,16,14,1252,0,0,1,0,7,37,2
martin dubravka,Newcastle Utd,Premier-League,2024-2025,1989.0,10,10,900,0,0,0,0,0,0,0
lewis dunk,Brighton,Premier-League,2024-2025,1991.0,25,23,2083,0,0,5,0,20,142,3
jader duran,Aston Villa,Premier-League,2024-2025,2003.0,20,4,638,7,0,3,1,7,13,44
claudio echeverri,Manchester City,Premier-League,2024-2025,2006.0,1,0,6,0,0,0,0,0,1,1
ederson,Manchester City,Premier-League,2024-2025,1993.0,26,26,2320,0,4,4,0,0,2,0
george edmundson,Ipswich Town,Premier-League,2024-2025,1997.0,1,0,2,0,0,0,0,0,0,0
odsonne edouard,Crystal Palace,Premier-League,2024-2025,1998.0,2,1,115,0,0,0,0,3,4,7
odsonne edouard,Leicester City,Premier-League,2024-2025,1998.0,4,0,29,0,0,0,0,0,1,2
samuel edozie,Southampton,Premier-League,2024-2025,2003.0,2,0,65,0,0,1,0,6,4,23
ronnie edwards,Southampton,Premier-League,2024-2025,2003.0,1,0,12,0,0,0,0,0,0,0
anthony elanga,Nott'ham Forest,Premier-League,2024-2025,2002.0,38,31,2501,6,11,1,0,102,63,229
harvey elliott,Liverpool,Premier-League,2024-2025,2003.0,18,2,371,1,2,1,0,10,44,30
yunus emre konak,Brentford,Premier-League,2024-2025,2006.0,10,0,42,0,0,0,0,1,2,2
julio enciso,Ipswich Town,Premier-League,2024-2025,2004.0,13,12,869,2,3,3,0,23,28,44
julio enciso,Brighton,Premier-League,2024-2025,2004.0,12,2,294,0,0,0,0,11,14,17
wataru endo,Liverpool,Premier-League,2024-2025,1993.0,20,1,273,0,0,0,0,1,19,8
christian eriksen,Manchester Utd,Premier-League,2024-2025,1992.0,23,11,1061,1,2,4,0,13,55,29
romain esse,Crystal Palace,Premier-League,2024-2025,2005.0,7,1,138,1,1,0,0,1,7,14
pervis estupinan,Brighton,Premier-League,2024-2025,1998.0,30,26,2402,1,1,5,0,59,132,112
evanilson,Bournemouth,Premier-League,2024-2025,1999.0,31,28,2319,10,1,1,1,29,28,99
jake evans,Leicester City,Premier-League,2024-2025,,4,0,24,0,0,0,0,0,0,1
jonny evans,Manchester Utd,Premier-League,2024-2025,1988.0,7,3,315,0,0,1,0,3,10,3
eberechi eze,Crystal Palace,Premier-League,2024-2025,1998.0,34,31,2588,8,8,1,0,69,97,153
ukasz fabianski,West Ham,Premier-League,2024-2025,1985.0,14,13,1160,0,0,2,0,0,0,0
wout faes,Leicester City,Premier-League,2024-2025,1998.0,34,30,2815,1,0,4,0,12,86,1
abdul fatawu issahaku,Leicester City,Premier-League,2024-2025,2004.0,11,6,579,0,2,0,0,42,17,60
joao felix,Chelsea,Premier-League,2024-2025,1999.0,12,3,369,1,1,2,0,21,26,30
evan ferguson,West Ham,Premier-League,2024-2025,2004.0,8,1,156,0,0,0,0,1,1,7
evan ferguson,Brighton,Premier-League,2024-2025,2004.0,13,2,246,1,0,0,0,2,1,9
bruno fernandes,Manchester Utd,Premier-League,2024-2025,1994.0,36,35,3018,8,10,5,2,77,325,129
mateus fernandes,Southampton,Premier-League,2024-2025,2004.0,36,34,2909,2,4,8,0,76,145,108
enzo fernandez,Chelsea,Premier-League,2024-2025,2001.0,36,32,2947,6,7,8,0,60,212,126
mark flekken,Brentford,Premier-League,2024-2025,1993.0,37,37,3275,0,2,1,0,0,0,0
phil foden,Manchester City,Premier-League,2024-2025,2000.0,28,20,1777,7,2,2,0,50,103,128
wesley fofana,Chelsea,Premier-League,2024-2025,2000.0,14,14,1172,0,0,7,0,19,32,4
carlos forbs,Wolves,Premier-League,2024-2025,2004.0,10,1,239,0,0,2,0,10,8,28
fraser forster,Tottenham,Premier-League,2024-2025,1988.0,7,7,630,0,0,0,0,0,0,0
matheus franca,Crystal Palace,Premier-League,2024-2025,2004.0,4,0,55,1,0,0,0,4,3,4
ryan fraser,Southampton,Premier-League,2024-2025,1994.0,8,4,306,0,0,0,1,10,8,18
tyler fredricson,Manchester Utd,Premier-League,2024-2025,2005.0,2,2,165,0,0,0,0,2,8,0
niclas fullkrug,West Ham,Premier-League,2024-2025,1993.0,18,6,790,3,2,2,0,7,14,31
cody gakpo,Liverpool,Premier-League,2024-2025,1999.0,35,23,1935,10,4,5,0,59,52,278
idrissa gana gueye,Everton,Premier-League,2024-2025,1989.0,37,35,3063,0,3,9,0,27,145,27
andres garcia,Aston Villa,Premier-League,2024-2025,2003.0,7,5,318,0,0,0,0,26,15,28
alejandro garnacho,Manchester Utd,Premier-League,2024-2025,2004.0,36,23,2199,6,2,3,0,141,56,290
james garner,Everton,Premier-League,2024-2025,2001.0,21,17,1594,0,1,5,0,15,50,30
tyrique george,Chelsea,Premier-League,2024-2025,2006.0,8,1,183,1,1,1,0,9,3,22
morgan gibbswhite,Nott'ham Forest,Premier-League,2024-2025,2000.0,34,34,2803,7,8,11,1,69,164,136
billy gilmour,Brighton,Premier-League,2024-2025,2001.0,2,1,98,0,0,0,0,2,11,2
ben godfrey,Ipswich Town,Premier-League,2024-2025,1998.0,3,2,159,0,0,1,0,2,4,1
martial godo,Fulham,Premier-League,2024-2025,2003.0,2,0,24,0,0,0,0,2,3,6
michael golding,Leicester City,Premier-League,2024-2025,2006.0,1,0,1,0,0,0,0,0,0,0
joao gomes,Wolves,Premier-League,2024-2025,2001.0,36,35,2974,3,1,11,1,59,165,76
rodrigo gomes,Wolves,Premier-League,2024-2025,2003.0,25,7,810,2,0,0,0,23,27,81
toti gomes,Wolves,Premier-League,2024-2025,1999.0,31,30,2614,0,1,7,0,27,86,18
diego gomez,Brighton,Premier-League,2024-2025,2003.0,16,4,516,1,0,0,0,8,27,23
joe gomez,Liverpool,Premier-League,2024-2025,1997.0,9,6,519,0,0,1,0,5,35,2
nicolas gonzalez,Manchester City,Premier-League,2024-2025,2002.0,11,9,760,1,0,3,0,9,50,11
anthony gordon,Newcastle Utd,Premier-League,2024-2025,2001.0,34,28,2434,6,5,2,0,121,98,214
ryan gravenberch,Liverpool,Premier-League,2024-2025,2002.0,37,37,3160,0,4,6,1,70,181,55
archie gray,Tottenham,Premier-League,2024-2025,2006.0,28,19,1751,0,0,1,0,7,40,17
jack grealish,Manchester City,Premier-League,2024-2025,1995.0,20,7,721,1,1,3,0,69,52,118
jacob greaves,Ipswich Town,Premier-League,2024-2025,2000.0,25,25,2205,1,0,5,0,11,69,11
brajan gruda,Brighton,Premier-League,2024-2025,2004.0,21,8,687,1,4,0,0,22,26,57
albert grnbaek,Southampton,Premier-League,2024-2025,2001.0,4,2,143,0,0,0,0,1,1,3
goncalo guedes,Wolves,Premier-League,2024-2025,1996.0,29,10,995,2,4,1,0,41,40,79
marc guehi,Crystal Palace,Premier-League,2024-2025,2000.0,34,34,3059,3,2,9,1,22,134,10
luis guilherme,West Ham,Premier-League,2024-2025,2006.0,12,1,150,0,0,0,0,4,5,16
bruno guimaraes,Newcastle Utd,Premier-League,2024-2025,1997.0,38,38,3271,5,6,7,0,64,271,96
marc guiu,Chelsea,Premier-League,2024-2025,2006.0,3,0,73,0,0,0,0,0,0,3
ilkay gundogan,Manchester City,Premier-League,2024-2025,1990.0,33,25,2223,1,6,1,0,64,127,96
malo gusto,Chelsea,Premier-League,2024-2025,2003.0,32,19,1862,0,1,4,0,50,119,85
josko gvardiol,Manchester City,Premier-League,2024-2025,2002.0,37,36,3277,5,0,2,0,91,264,121
erling haaland,Manchester City,Premier-League,2024-2025,2000.0,31,31,2736,22,3,2,0,24,20,124
lewis hall,Newcastle Utd,Premier-League,2024-2025,2004.0,27,24,2189,0,4,3,0,41,123,80
ali al hamadi,Ipswich Town,Premier-League,2024-2025,2002.0,11,0,134,0,0,3,0,4,3,14
marcus harness,Ipswich Town,Premier-League,2024-2025,1996.0,2,0,45,0,0,0,0,0,2,1
jack harrison,Everton,Premier-League,2024-2025,1996.0,34,24,2076,1,0,0,0,73,51,127
taylor harwoodbellis,Southampton,Premier-League,2024-2025,2002.0,34,32,2825,1,0,9,0,29,125,9
kai havertz,Arsenal,Premier-League,2024-2025,1999.0,23,21,1875,9,3,5,0,35,61,113
ayden heaven,Manchester Utd,Premier-League,2024-2025,2006.0,4,2,170,0,0,1,0,1,7,1
jan paul van hecke,Brighton,Premier-League,2024-2025,2000.0,34,33,2958,1,1,8,1,55,228,5
hwang heechan,Wolves,Premier-League,2024-2025,1996.0,21,5,661,2,0,0,0,15,12,42
dean henderson,Crystal Palace,Premier-League,2024-2025,1997.0,38,38,3420,0,0,3,0,0,0,0
rico henry,Brentford,Premier-League,2024-2025,1997.0,5,0,99,0,0,0,0,0,4,5
mads hermansen,Leicester City,Premier-League,2024-2025,2000.0,27,27,2385,0,0,1,0,0,1,0
son heungmin,Tottenham,Premier-League,2024-2025,1992.0,30,24,2110,7,9,1,0,96,111,265
james hill,Bournemouth,Premier-League,2024-2025,2002.0,10,6,448,0,1,1,0,3,16,8
jack hinshelwood,Brighton,Premier-League,2024-2025,2005.0,26,22,1842,5,2,5,0,19,68,54
george hirst,Ipswich Town,Premier-League,2024-2025,1999.0,26,5,661,3,1,3,0,9,13,31
mason holgate,Everton,Premier-League,2024-2025,1996.0,1,0,6,0,0,0,0,0,0,0
harry howell,Brighton,Premier-League,2024-2025,2008.0,1,0,7,0,0,0,0,0,0,3
callum hudsonodoi,Nott'ham Forest,Premier-League,2024-2025,2000.0,31,25,2194,5,2,2,0,130,71,189
will hughes,Crystal Palace,Premier-League,2024-2025,1995.0,33,24,2108,0,3,11,0,20,87,27
dean huijsen,Bournemouth,Premier-League,2024-2025,2005.0,32,26,2427,3,2,10,0,41,132,10
omari hutchinson,Ipswich Town,Premier-League,2024-2025,2003.0,31,30,2583,3,2,5,0,97,75,159
rasmus hjlund,Manchester Utd,Premier-League,2024-2025,2003.0,32,23,2004,4,0,2,0,28,18,101
igor,Brighton,Premier-League,2024-2025,1998.0,13,10,961,0,0,4,0,9,49,1
danny ings,West Ham,Premier-League,2024-2025,1992.0,15,1,284,1,2,0,0,6,5,29
tim iroegbunam,Everton,Premier-League,2024-2025,2003.0,18,5,574,0,1,4,0,8,15,9
andy irving,West Ham,Premier-League,2024-2025,2000.0,10,1,166,0,0,2,0,0,9,4
alexander isak,Newcastle Utd,Premier-League,2024-2025,1999.0,34,34,2756,23,6,1,0,83,88,217
alex iwobi,Fulham,Premier-League,2024-2025,1996.0,38,35,2981,9,6,1,0,144,213,246
nicolas jackson,Chelsea,Premier-League,2024-2025,2001.0,30,28,2220,10,5,7,1,47,38,129
reece james,Chelsea,Premier-League,2024-2025,1999.0,19,12,1063,1,1,1,0,7,64,12
vitaly janelt,Brentford,Premier-League,2024-2025,1998.0,32,27,2254,1,3,3,0,17,80,38
vitezslav jaros,Liverpool,Premier-League,2024-2025,2001.0,1,0,12,0,0,0,0,0,0,0
daniel jebbison,Bournemouth,Premier-League,2024-2025,2003.0,16,0,119,1,0,1,0,4,3,16
mathias jensen,Brentford,Premier-League,2024-2025,1996.0,24,8,862,0,2,2,0,6,61,27
gabriel jesus,Arsenal,Premier-League,2024-2025,1997.0,17,6,608,3,0,4,0,15,19,57
raul jimenez,Fulham,Premier-League,2024-2025,1991.0,38,30,2494,12,3,4,0,35,62,125
kim jisoo,Brentford,Premier-League,2024-2025,2004.0,3,0,30,0,0,0,0,0,2,0
joao pedro,Brighton,Premier-League,2024-2025,2001.0,27,23,1948,10,6,4,1,66,78,128
joelinton,Newcastle Utd,Premier-League,2024-2025,1996.0,29,29,2393,4,3,10,0,40,116,110
ben johnson,Ipswich Town,Premier-League,2024-2025,2000.0,23,14,1354,1,2,5,1,16,27,33
brennan johnson,Tottenham,Premier-League,2024-2025,2001.0,33,24,2177,11,3,5,0,60,71,197
sam johnstone,Wolves,Premier-League,2024-2025,1993.0,7,7,630,0,0,0,0,0,0,0
curtis jones,Liverpool,Premier-League,2024-2025,2001.0,33,19,1712,3,3,3,1,30,117,79
jorginho,Arsenal,Premier-League,2024-2025,1991.0,15,9,704,0,0,5,0,12,48,6
diogo jota,Liverpool,Premier-League,2024-2025,1996.0,26,14,1196,6,3,2,0,37,34,88
james justin,Leicester City,Premier-League,2024-2025,1998.0,36,34,2912,2,2,6,0,39,91,96
filip jrgensen,Chelsea,Premier-League,2024-2025,2002.0,6,6,540,0,0,0,0,0,0,0
ferdi kadioglu,Brighton,Premier-League,2024-2025,1999.0,6,5,385,1,0,1,0,1,15,27
daichi kamada,Crystal Palace,Premier-League,2024-2025,1996.0,34,15,1564,0,0,4,1,25,89,56
boubacar kamara,Aston Villa,Premier-League,2024-2025,1999.0,26,20,1726,1,0,2,0,19,85,7
joachim kayi sanda,Southampton,Premier-League,2024-2025,2006.0,2,0,14,0,0,0,0,0,1,0
michael kayode,Brentford,Premier-League,2024-2025,2004.0,12,6,528,0,1,2,0,12,12,24
michael keane,Everton,Premier-League,2024-2025,1993.0,14,11,1049,3,0,5,0,1,14,3
caoimhin kelleher,Liverpool,Premier-League,2024-2025,1998.0,10,10,900,0,0,0,0,0,0,0
lloyd kelly,Newcastle Utd,Premier-League,2024-2025,1998.0,10,4,303,0,1,2,0,0,9,5
milos kerkez,Bournemouth,Premier-League,2024-2025,2003.0,38,38,3336,2,5,4,0,106,159,197
bilal el khannouss,Leicester City,Premier-League,2024-2025,2004.0,32,27,2182,2,3,4,0,73,128,89
abdukodir khusanov,Manchester City,Premier-League,2024-2025,2004.0,6,6,503,0,0,1,0,1,25,2
max kilman,West Ham,Premier-League,2024-2025,1997.0,38,38,3348,0,1,5,0,31,113,6
joshua king,Fulham,Premier-League,2024-2025,2007.0,8,1,130,0,0,0,0,3,9,16
tom king,Wolves,Premier-League,2024-2025,1995.0,1,0,1,0,0,0,0,0,0,0
antonin kinsky,Tottenham,Premier-League,2024-2025,2003.0,6,6,540,0,0,0,0,1,1,0
jakub kiwior,Arsenal,Premier-League,2024-2025,2000.0,17,10,1122,1,0,1,0,5,48,1
justin kluivert,Bournemouth,Premier-League,2024-2025,1999.0,34,29,2340,12,6,8,0,81,105,173
ibrahima konate,Liverpool,Premier-League,2024-2025,1999.0,31,30,2560,1,2,5,0,25,115,3
ezri konsa,Aston Villa,Premier-League,2024-2025,1997.0,34,33,2936,2,0,1,0,24,90,11
mateo kovacic,Manchester City,Premier-League,2024-2025,1994.0,31,25,2198,6,2,5,1,56,164,16
caleb kporha,Crystal Palace,Premier-League,2024-2025,2006.0,2,0,13,0,0,0,0,1,0,0
emil krafth,Newcastle Utd,Premier-League,2024-2025,1994.0,12,2,342,0,0,2,0,5,8,3
mohammed kudus,West Ham,Premier-League,2024-2025,2000.0,32,31,2590,5,3,2,1,98,79,216
dejan kulusevski,Tottenham,Premier-League,2024-2025,2000.0,32,27,2389,7,4,3,0,120,124,210
maxence lacroix,Crystal Palace,Premier-League,2024-2025,2000.0,35,35,3116,1,1,5,0,8,65,7
adam lallana,Southampton,Premier-League,2024-2025,1988.0,14,5,361,0,2,4,0,6,24,10
tariq lamptey,Brighton,Premier-League,2024-2025,2000.0,15,10,860,2,2,0,0,32,14,45
will lankshear,Tottenham,Premier-League,2024-2025,2005.0,3,0,11,0,0,0,0,0,0,1
romeo lavia,Chelsea,Premier-League,2024-2025,2004.0,16,11,797,0,1,4,0,3,31,7
mario lemina,Wolves,Premier-League,2024-2025,1993.0,17,15,1364,1,3,4,0,8,48,21
bernd leno,Fulham,Premier-League,2024-2025,1992.0,38,38,3420,0,1,5,0,0,0,0
jefferson lerma,Crystal Palace,Premier-League,2024-2025,1994.0,33,26,2274,0,1,9,0,13,97,26
rico lewis,Manchester City,Premier-League,2024-2025,2004.0,28,21,1893,1,2,5,1,39,107,78
keane lewispotter,Brentford,Premier-League,2024-2025,2001.0,38,36,3093,1,3,7,0,98,98,156
myles lewisskelly,Arsenal,Premier-League,2024-2025,2006.0,23,15,1369,1,0,3,2,37,71,37
matthijs de ligt,Manchester Utd,Premier-League,2024-2025,1999.0,29,25,2123,2,0,3,0,7,55,6
pedro lima,Wolves,Premier-League,2024-2025,2006.0,3,1,70,0,0,0,0,4,4,11
victor lindelof,Manchester Utd,Premier-League,2024-2025,1994.0,16,6,704,0,0,1,0,5,26,4
jesper lindstrm,Everton,Premier-League,2024-2025,2000.0,25,15,1239,0,1,2,0,30,25,81
valentino livramento,Newcastle Utd,Premier-League,2024-2025,2002.0,37,32,2840,0,1,1,0,83,158,119
sean longstaff,Newcastle Utd,Premier-League,2024-2025,1997.0,25,8,798,0,0,2,0,4,40,22
sasa lukic,Fulham,Premier-League,2024-2025,1996.0,30,28,2344,0,2,12,0,39,98,33
joe lumley,Southampton,Premier-League,2024-2025,1995.0,3,3,270,0,0,0,0,0,0,0
massimo luongo,Ipswich Town,Premier-League,2024-2025,1992.0,11,2,201,0,0,0,0,0,6,1
ian maatsen,Aston Villa,Premier-League,2024-2025,2002.0,29,10,1139,1,2,2,0,31,50,104
alexis mac allister,Liverpool,Premier-League,2024-2025,1998.0,35,30,2599,5,5,6,0,36,177,80
james maddison,Tottenham,Premier-League,2024-2025,1996.0,31,21,1809,9,7,6,0,45,164,95
noni madueke,Chelsea,Premier-League,2024-2025,2002.0,32,27,2033,7,3,3,0,154,69,226
gabriel magalhaes,Arsenal,Premier-League,2024-2025,1997.0,28,28,2363,3,1,4,0,10,126,11
edmondparis maghoma,Brentford,Premier-League,2024-2025,2001.0,8,0,119,0,0,0,0,4,13,4
harry maguire,Manchester Utd,Premier-League,2024-2025,1993.0,27,19,1758,1,0,7,0,7,51,7
kobbie mainoo,Manchester Utd,Premier-League,2024-2025,2005.0,25,19,1651,0,0,5,0,22,65,47
tyrell malacia,Manchester Utd,Premier-League,2024-2025,1999.0,3,2,100,0,0,1,0,3,3,6
donyell malen,Aston Villa,Premier-League,2024-2025,1999.0,14,2,305,3,0,0,0,12,6,30
mateus mane,Wolves,Premier-League,2024-2025,,1,0,2,0,0,0,0,0,0,0
orel mangala,Everton,Premier-League,2024-2025,1998.0,19,14,1261,1,0,2,0,6,34,19
ryan manning,Southampton,Premier-League,2024-2025,1996.0,24,18,1462,0,1,2,0,14,35,74
solly march,Brighton,Premier-League,2024-2025,1994.0,8,1,168,0,0,2,0,5,2,20
omar marmoush,Manchester City,Premier-League,2024-2025,1999.0,16,14,1175,7,0,0,0,29,37,78
gabriel martinelli,Arsenal,Premier-League,2024-2025,2001.0,33,25,2290,8,4,1,0,124,52,289
emiliano martinez,Aston Villa,Premier-League,2024-2025,1992.0,37,37,3194,0,0,5,1,0,4,0
lisandro martinez,Manchester Utd,Premier-League,2024-2025,1998.0,20,20,1751,2,1,7,0,23,117,7
pape matar sarr,Tottenham,Premier-League,2024-2025,2002.0,36,22,1913,3,2,6,0,33,88,53
jeanphilippe mateta,Crystal Palace,Premier-League,2024-2025,1997.0,37,33,2648,14,2,2,0,45,52,122
stephy mavididi,Leicester City,Premier-League,2024-2025,1998.0,30,16,1615,4,1,2,0,91,57,138
konstantinos mavropanos,West Ham,Premier-League,2024-2025,1997.0,33,21,2045,0,0,6,1,17,61,2
noussair mazraoui,Manchester Utd,Premier-League,2024-2025,1997.0,37,34,2838,0,1,3,0,42,115,58
bryan mbeumo,Brentford,Premier-League,2024-2025,1999.0,38,38,3414,20,7,3,0,130,141,351
james mcatee,Manchester City,Premier-League,2024-2025,2002.0,15,3,349,3,0,1,0,7,7,32
kasey mcateer,Leicester City,Premier-League,2024-2025,2001.0,18,9,852,1,1,3,0,19,14,71
alex mccarthy,Southampton,Premier-League,2024-2025,1989.0,5,5,450,0,0,0,0,0,0,0
john mcginn,Aston Villa,Premier-League,2024-2025,1994.0,34,27,2223,1,4,7,0,32,103,87
dwight mcneil,Everton,Premier-League,2024-2025,1999.0,21,15,1371,4,6,1,0,38,69,80
scott mctominay,Manchester Utd,Premier-League,2024-2025,1996.0,2,0,19,0,0,0,0,0,1,2
ben mee,Brentford,Premier-League,2024-2025,1989.0,7,2,183,0,0,2,0,3,11,2
jayden meghoma,Brentford,Premier-League,2024-2025,2006.0,1,0,5,0,0,0,0,0,0,0
mikel merino,Arsenal,Premier-League,2024-2025,1996.0,28,17,1586,7,2,4,1,11,69,94
shumaira mheuka,Chelsea,Premier-League,2024-2025,2007.0,1,0,1,0,0,0,0,0,0,0
nikola milenkovic,Nott'ham Forest,Premier-League,2024-2025,1997.0,37,37,3330,5,2,4,0,3,51,6
lewis miley,Newcastle Utd,Premier-League,2024-2025,2006.0,14,1,313,1,0,0,0,2,17,8
james milner,Brighton,Premier-League,2024-2025,1986.0,4,3,170,0,0,1,0,1,10,10
tyrone mings,Aston Villa,Premier-League,2024-2025,1993.0,14,12,1120,0,0,1,0,7,40,1
yankuba minteh,Brighton,Premier-League,2024-2025,2004.0,32,20,1838,6,4,6,0,90,48,201
tyrick mitchell,Crystal Palace,Premier-League,2024-2025,1999.0,37,37,3092,0,5,2,0,63,70,171
kaoru mitoma,Brighton,Premier-League,2024-2025,1997.0,36,28,2603,10,4,1,0,146,89,291
jakub moder,Brighton,Premier-League,2024-2025,1999.0,4,0,11,0,0,0,0,2,4,0
jeremy monga,Leicester City,Premier-League,2024-2025,,7,0,112,0,0,0,0,6,3,10
mikey moore,Tottenham,Premier-League,2024-2025,2007.0,10,3,366,0,1,0,0,12,9,40
morato,Nott'ham Forest,Premier-League,2024-2025,2001.0,26,6,907,0,0,5,0,1,19,1
alex moreno,Nott'ham Forest,Premier-League,2024-2025,1993.0,15,11,955,0,1,2,0,26,34,34
sam morsy,Ipswich Town,Premier-League,2024-2025,1991.0,33,31,2751,1,1,10,0,22,120,13
yerson mosquera,Wolves,Premier-League,2024-2025,2001.0,5,5,441,0,0,2,0,0,7,0
mason mount,Manchester Utd,Premier-League,2024-2025,1999.0,17,8,622,1,0,3,0,15,33,41
divin mubama,Manchester City,Premier-League,2024-2025,2004.0,1,0,28,0,0,0,0,0,1,0
mykhailo mudryk,Chelsea,Premier-League,2024-2025,2001.0,7,1,151,0,0,0,0,7,5,12
marshall munetsi,Wolves,Premier-League,2024-2025,1996.0,14,12,1078,2,1,0,0,9,10,35
rodrigo muniz,Fulham,Premier-League,2024-2025,2001.0,31,8,964,8,1,1,0,6,27,31
