Player,Squad,Liga,Season,Tack_Def_3rd,Tack_Mid_3rd,Tack_Att_3rd,Tkl%,Tkl,TklW,Int,Blocks,Block_Shots,Block_Pass,Clearences,Err
manuel neuer,Bayern Munich,Bundesliga,2024-2025,1,0,0,1.0,1,0,0,0,0,0,9,1
florian neuhaus,Gladbach,Bundesliga,2024-2025,7,3,0,0.41200000000000003,7,3,6,9,2,7,5,1
moritz nicolas,Gladbach,Bundesliga,2024-2025,0,0,0,,0,0,1,1,0,1,8,1
julian niehues,Heidenheim,Bundesliga,2024-2025,3,0,0,0.2,1,1,0,1,0,1,8,0
justin njinmah,Werder Bremen,Bundesliga,2024-2025,1,4,1,0.6,3,2,3,5,0,5,1,0
niels nkounkou,Eint Frankfurt,Bundesliga,2024-2025,7,3,3,0.5710000000000001,4,10,7,5,2,3,15,0
felix nmecha,Dortmund,Bundesliga,2024-2025,6,19,9,0.545,12,22,23,20,5,15,30,1
lukas nmecha,Wolfsburg,Bundesliga,2024-2025,1,1,0,0.0,0,0,2,3,0,3,4,0
arnaud nordin,Mainz 05,Bundesliga,2024-2025,0,2,0,1.0,1,0,0,2,1,1,2,0
alexander nubel,Stuttgart,Bundesliga,2024-2025,0,0,0,0.0,0,0,0,0,0,0,18,3
antonio nusa,RB Leipzig,Bundesliga,2024-2025,16,9,5,0.5,18,17,8,22,2,20,11,0
david odogu,Wolfsburg,Bundesliga,2024-2025,4,2,0,0.6,3,4,2,2,2,0,25,1
tim oermann,Bochum,Bundesliga,2024-2025,25,21,4,0.605,26,31,22,32,16,16,64,0
ifechukwu ogbus,Freiburg,Bundesliga,2024-2025,0,0,1,0.0,0,1,1,0,0,0,2,0
finn ole becker,Hoffenheim,Bundesliga,2024-2025,4,6,1,0.25,1,5,10,7,3,4,20,0
michael olise,Bayern Munich,Bundesliga,2024-2025,10,21,5,0.447,17,23,8,23,1,22,16,2
jonas omlin,Gladbach,Bundesliga,2024-2025,0,0,0,0.0,0,0,0,0,0,0,5,1
karim onisiwo,Mainz 05,Bundesliga,2024-2025,0,0,1,,0,1,0,0,0,0,0,0
frank onyeka,Augsburg,Bundesliga,2024-2025,22,28,8,0.55,22,45,36,36,9,27,36,2
lois openda,RB Leipzig,Bundesliga,2024-2025,3,4,2,0.273,3,4,5,19,1,18,12,0
gift orban,Hoffenheim,Bundesliga,2024-2025,2,1,0,0.16699999999999998,1,1,0,7,0,7,3,0
willi orban,RB Leipzig,Bundesliga,2024-2025,23,14,1,0.7190000000000001,23,21,21,45,31,14,169,4
ivan ordets,Bochum,Bundesliga,2024-2025,13,5,0,0.769,10,8,41,29,16,13,139,3
patrick osterhage,Freiburg,Bundesliga,2024-2025,16,27,2,0.467,14,29,18,27,3,24,37,0
assan ouedraogo,RB Leipzig,Bundesliga,2024-2025,0,0,0,,0,0,0,1,0,1,0,0
salih ozcan,Wolfsburg,Bundesliga,2024-2025,1,0,1,0.2,1,2,7,5,1,4,5,0
salih ozcan,Dortmund,Bundesliga,2024-2025,6,4,1,0.5379999999999999,7,7,11,7,0,7,10,0
exequiel palacios,Leverkusen,Bundesliga,2024-2025,8,10,4,0.556,10,15,13,14,1,13,15,1
joao palhinha,Bayern Munich,Bundesliga,2024-2025,6,11,3,0.688,11,14,4,13,1,12,9,1
mats pannewig,Bochum,Bundesliga,2024-2025,7,3,0,0.25,3,6,2,8,1,7,8,0
kevin paredes,Wolfsburg,Bundesliga,2024-2025,3,0,0,0.667,2,1,1,2,2,0,0,0
felix passlack,Bochum,Bundesliga,2024-2025,32,13,8,0.545,30,23,18,42,11,31,63,1
aleksandar pavlovic,Bayern Munich,Bundesliga,2024-2025,13,15,10,0.688,22,21,5,18,3,15,14,0
mads pedersen,Augsburg,Bundesliga,2024-2025,5,2,1,0.8,4,7,2,4,0,4,6,0
jordan pefok,Union Berlin,Bundesliga,2024-2025,6,0,5,0.429,3,6,4,9,2,7,18,0
daniel peretz,Bayern Munich,Bundesliga,2024-2025,0,0,0,0.0,0,0,0,0,0,0,2,0
noah pesch,Gladbach,Bundesliga,2024-2025,0,0,1,,0,0,0,0,0,0,0,0
luca philipp,Hoffenheim,Bundesliga,2024-2025,1,0,0,1.0,1,0,0,0,0,0,1,0
maximilian philipp,Freiburg,Bundesliga,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
benedikt pichler,Holstein Kiel,Bundesliga,2024-2025,1,0,4,0.5,2,2,2,4,2,2,11,0
amos pieper,Werder Bremen,Bundesliga,2024-2025,16,11,5,0.636,21,17,24,28,17,11,98,1
marvin pieringer,Heidenheim,Bundesliga,2024-2025,5,12,6,0.5,5,13,8,21,2,19,32,0
alassane plea,Gladbach,Bundesliga,2024-2025,0,2,5,0.308,4,3,2,11,0,11,7,1
finn porath,Holstein Kiel,Bundesliga,2024-2025,24,14,7,0.491,26,26,21,27,9,18,67,0
yussuf poulsen,RB Leipzig,Bundesliga,2024-2025,2,6,2,0.5,4,5,0,7,2,5,14,0
alexander prass,Hoffenheim,Bundesliga,2024-2025,24,15,3,0.40700000000000003,24,23,9,33,6,27,53,4
david preu,Union Berlin,Bundesliga,2024-2025,0,1,0,0.0,0,1,0,4,2,2,2,0
grischa promel,Hoffenheim,Bundesliga,2024-2025,0,0,0,0.0,0,0,2,1,1,0,4,0
ivan prtajin,Union Berlin,Bundesliga,2024-2025,0,1,2,,0,2,0,2,0,2,3,0
tymoteusz puchacz,Holstein Kiel,Bundesliga,2024-2025,6,3,0,0.7140000000000001,5,4,3,4,1,3,11,0
leopold querfeld,Union Berlin,Bundesliga,2024-2025,21,4,0,0.722,13,12,19,25,10,15,144,2
grant ranos,Gladbach,Bundesliga,2024-2025,0,1,0,0.0,0,0,0,2,0,2,0,0
david raum,RB Leipzig,Bundesliga,2024-2025,16,14,8,0.5710000000000001,20,28,9,25,8,17,47,4
rocco reitz,Gladbach,Bundesliga,2024-2025,24,24,4,0.5579999999999999,24,24,53,39,16,23,59,2
nicolai remberg,Holstein Kiel,Bundesliga,2024-2025,24,17,4,0.46299999999999997,19,25,29,46,20,26,100,0
elvis rexhbecaj,Augsburg,Bundesliga,2024-2025,9,14,4,0.429,15,19,16,40,9,31,22,1
gio reyna,Dortmund,Bundesliga,2024-2025,3,0,4,0.8,4,0,0,3,1,2,9,0
fabian rieder,Stuttgart,Bundesliga,2024-2025,4,9,4,0.304,7,14,10,10,1,9,7,1
lasse rie,Mainz 05,Bundesliga,2024-2025,0,0,0,,0,0,0,0,0,0,5,0
lars ritzka,St. Pauli,Bundesliga,2024-2025,28,16,5,0.61,25,29,11,16,2,14,41,0
mads roerslev,Wolfsburg,Bundesliga,2024-2025,8,1,1,0.667,6,9,5,2,2,0,16,0
merlin rohl,Freiburg,Bundesliga,2024-2025,4,10,2,0.818,9,10,6,9,1,8,2,0
lasse rosenboom,Holstein Kiel,Bundesliga,2024-2025,25,16,6,0.6809999999999999,32,35,19,28,9,19,71,3
max rosenfelder,Freiburg,Bundesliga,2024-2025,17,10,0,0.737,14,17,7,17,9,8,65,0
tom rothe,Union Berlin,Bundesliga,2024-2025,27,15,3,0.569,29,28,18,41,5,36,57,1
anthony rouault,Stuttgart,Bundesliga,2024-2025,10,3,2,0.667,10,11,19,18,9,9,63,1
jerome roussillon,Union Berlin,Bundesliga,2024-2025,0,0,0,0.0,0,0,2,0,0,0,7,0
julian ryerson,Dortmund,Bundesliga,2024-2025,26,13,7,0.568,25,30,22,29,2,27,26,1
frederik rnnow,Union Berlin,Bundesliga,2024-2025,0,0,0,0.0,0,0,0,0,0,0,22,2
elias saad,St. Pauli,Bundesliga,2024-2025,7,8,5,0.5,10,13,3,14,0,14,1,0
marcel sabitzer,Dortmund,Bundesliga,2024-2025,7,15,7,0.593,16,19,10,19,6,13,29,1
faik sakar,RB Leipzig,Bundesliga,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
manolis saliakas,St. Pauli,Bundesliga,2024-2025,24,18,4,0.51,25,22,20,38,8,30,62,0
roland sallai,Freiburg,Bundesliga,2024-2025,1,1,0,,0,1,1,0,0,0,0,0
diadie samassekou,Hoffenheim,Bundesliga,2024-2025,1,2,2,0.5,2,5,5,4,2,2,5,0
philipp sander,Gladbach,Bundesliga,2024-2025,16,15,2,0.435,10,17,23,16,7,9,44,3
james sands,St. Pauli,Bundesliga,2024-2025,5,8,2,1.0,4,6,5,5,1,4,8,0
leroy sane,Bayern Munich,Bundesliga,2024-2025,4,8,11,0.522,12,15,7,8,0,8,3,0
kaishu sano,Mainz 05,Bundesliga,2024-2025,22,31,8,0.48100000000000004,25,36,65,66,14,52,56,1
kaua santos,Eint Frankfurt,Bundesliga,2024-2025,0,0,0,,0,0,0,0,0,0,10,2
joe scally,Gladbach,Bundesliga,2024-2025,25,18,2,0.5870000000000001,27,32,16,35,11,24,86,2
andras schafer,Union Berlin,Bundesliga,2024-2025,23,24,5,0.61,25,26,22,33,6,27,36,0
patrik schick,Leverkusen,Bundesliga,2024-2025,1,3,2,0.2,1,5,4,9,1,8,17,1
stefan schimmer,Heidenheim,Bundesliga,2024-2025,1,1,0,0.5,1,0,0,1,0,1,4,0
xaver schlager,RB Leipzig,Bundesliga,2024-2025,2,1,1,0.429,3,2,0,7,0,7,3,0
keven schlotterbeck,Augsburg,Bundesliga,2024-2025,9,9,1,0.75,12,17,15,13,6,7,73,1
nico schlotterbeck,Dortmund,Bundesliga,2024-2025,21,16,1,0.6,27,24,22,31,15,16,79,1
romano schmid,Werder Bremen,Bundesliga,2024-2025,10,22,11,0.47100000000000003,24,25,11,42,3,39,9,2
jan schoppner,Heidenheim,Bundesliga,2024-2025,19,27,10,0.345,20,30,43,38,6,32,95,1
marvin schulz,Holstein Kiel,Bundesliga,2024-2025,2,2,2,0.25,2,5,0,12,8,4,17,0
alexander schwolow,Union Berlin,Bundesliga,2024-2025,0,0,0,,0,0,0,0,0,0,2,1
leo scienza,Heidenheim,Bundesliga,2024-2025,10,5,2,0.389,7,12,5,13,1,12,9,1
nicolas seiwald,RB Leipzig,Bundesliga,2024-2025,19,29,5,0.5,25,31,31,43,10,33,76,2
benjamin sesko,RB Leipzig,Bundesliga,2024-2025,0,4,3,0.273,3,3,5,15,4,11,20,0
armindo sieb,Mainz 05,Bundesliga,2024-2025,4,5,1,0.3,3,4,1,4,0,4,7,0
tim siersleben,Heidenheim,Bundesliga,2024-2025,12,8,1,0.41200000000000003,7,14,20,19,6,13,66,0
kiliann sildillia,Freiburg,Bundesliga,2024-2025,8,6,3,0.5379999999999999,7,10,11,16,5,11,38,0
andre silva,Werder Bremen,Bundesliga,2024-2025,1,1,0,0.0,0,2,0,3,1,2,3,0
andre silva,RB Leipzig,Bundesliga,2024-2025,1,0,0,0.0,0,1,1,1,0,1,2,0
mohamed simakan,RB Leipzig,Bundesliga,2024-2025,0,0,0,,0,0,2,0,0,0,0,0
xavi simons,RB Leipzig,Bundesliga,2024-2025,5,15,8,0.462,12,21,12,19,3,16,19,1
danel sinani,St. Pauli,Bundesliga,2024-2025,2,7,5,0.429,6,11,1,12,1,11,13,0
tobias sippel,Gladbach,Bundesliga,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
ibrahima sissoko,Bochum,Bundesliga,2024-2025,30,31,5,0.5329999999999999,24,44,36,39,11,28,61,0
tim skarke,Union Berlin,Bundesliga,2024-2025,5,8,1,0.526,10,11,5,7,0,7,17,0
ellyes skhiri,Eint Frankfurt,Bundesliga,2024-2025,15,21,4,0.409,18,22,31,30,7,23,45,4
leo skiri stigard,Hoffenheim,Bundesliga,2024-2025,5,4,0,0.667,4,7,9,17,9,8,111,0
andreas skov olsen,Wolfsburg,Bundesliga,2024-2025,5,3,0,1.0,4,6,2,4,0,4,12,0
robert skov,Union Berlin,Bundesliga,2024-2025,8,7,0,0.5,10,11,8,8,1,7,9,0
steven skrzybski,Holstein Kiel,Bundesliga,2024-2025,7,6,6,0.292,7,6,11,16,0,16,11,0
eric smith,St. Pauli,Bundesliga,2024-2025,26,17,3,0.575,23,29,37,37,10,27,104,4
anton stach,Hoffenheim,Bundesliga,2024-2025,25,37,4,0.6809999999999999,32,46,46,47,13,34,101,2
jens stage,Werder Bremen,Bundesliga,2024-2025,22,24,3,0.5429999999999999,25,30,18,44,10,34,42,2
josip stanisic,Bayern Munich,Bundesliga,2024-2025,6,4,3,0.467,7,11,6,10,6,4,29,1
niklas stark,Werder Bremen,Bundesliga,2024-2025,20,11,2,0.667,14,21,36,41,27,14,129,1
pascal stenzel,Stuttgart,Bundesliga,2024-2025,1,0,2,0.4,2,2,2,5,1,4,6,0
leonidas stergiou,Stuttgart,Bundesliga,2024-2025,9,11,4,0.8420000000000001,16,13,14,16,5,11,39,0
finley stevens,St. Pauli,Bundesliga,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
angelo stiller,Stuttgart,Bundesliga,2024-2025,18,25,6,0.467,14,27,26,29,9,20,50,4
kevin stoger,Gladbach,Bundesliga,2024-2025,23,10,4,0.41,16,21,16,24,3,21,26,3
niklas sule,Dortmund,Bundesliga,2024-2025,9,5,0,0.7140000000000001,10,12,4,11,6,5,46,1
mattias svanberg,Wolfsburg,Bundesliga,2024-2025,6,11,3,0.474,9,10,15,11,4,7,26,0
daniel svensson,Dortmund,Bundesliga,2024-2025,5,6,4,0.636,7,11,5,10,4,6,30,0
haris tabakovic,Hoffenheim,Bundesliga,2024-2025,1,0,2,0.0,0,1,1,4,2,2,16,0
jonathan tah,Leverkusen,Bundesliga,2024-2025,12,6,1,0.625,10,12,36,22,16,6,157,2
edmond tapsoba,Leverkusen,Bundesliga,2024-2025,19,16,4,0.564,22,24,24,21,14,7,89,3
mathys tel,Bayern Munich,Bundesliga,2024-2025,0,2,0,,0,2,1,0,0,0,1,0
nathan tella,Leverkusen,Bundesliga,2024-2025,4,7,5,0.385,5,11,4,15,1,14,10,0
martin terrier,Leverkusen,Bundesliga,2024-2025,1,0,3,0.25,1,2,1,3,0,3,1,0
arthur theate,Eint Frankfurt,Bundesliga,2024-2025,19,16,1,0.5,22,25,39,42,19,23,170,3
norman theuerkauf,Heidenheim,Bundesliga,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
denis thomalla,Heidenheim,Bundesliga,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
phillip tietz,Augsburg,Bundesliga,2024-2025,2,7,2,0.625,5,6,5,10,1,9,26,1
umut tohumcu,Hoffenheim,Bundesliga,2024-2025,3,5,1,0.7140000000000001,5,5,3,5,0,5,6,0
john tolkin,Holstein Kiel,Bundesliga,2024-2025,11,7,0,0.857,12,11,8,10,2,8,54,0
tiago tomas,Wolfsburg,Bundesliga,2024-2025,15,11,7,0.429,15,19,9,17,4,13,19,0
bazoumana toure,Hoffenheim,Bundesliga,2024-2025,2,7,3,0.25,2,10,3,4,0,4,2,0
lucas tousart,Union Berlin,Bundesliga,2024-2025,6,9,2,0.41700000000000004,5,9,7,11,4,7,27,0
omar traore,Heidenheim,Bundesliga,2024-2025,31,16,3,0.61,25,26,21,35,6,29,66,0
kevin trapp,Eint Frankfurt,Bundesliga,2024-2025,0,0,0,,0,0,0,0,0,0,13,3
philipp treu,St. Pauli,Bundesliga,2024-2025,35,17,9,0.574,39,42,19,52,12,40,87,2
christopher trimmel,Union Berlin,Bundesliga,2024-2025,23,14,1,0.667,28,25,18,14,6,8,92,0
tuta,Eint Frankfurt,Bundesliga,2024-2025,25,17,2,0.7,28,27,40,42,21,21,135,1
lukas ullrich,Gladbach,Bundesliga,2024-2025,18,6,1,0.35700000000000004,15,16,23,26,9,17,74,1
sven ulreich,Bayern Munich,Bundesliga,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
deniz undav,Stuttgart,Bundesliga,2024-2025,2,3,6,0.059000000000000004,1,10,3,15,2,13,10,0
dayot upamecano,Bayern Munich,Bundesliga,2024-2025,18,16,2,0.552,16,22,34,17,7,10,45,1
jonas urbig,Bayern Munich,Bundesliga,2024-2025,0,0,0,,0,0,0,0,0,0,9,2
can uzun,Eint Frankfurt,Bundesliga,2024-2025,1,4,5,0.5,5,4,1,9,0,9,3,0
josha vagnoman,Stuttgart,Bundesliga,2024-2025,11,13,2,0.5,17,14,14,16,2,14,57,1
siebe van der heyden,St. Pauli,Bundesliga,2024-2025,10,7,0,0.444,8,10,17,8,4,4,43,2
maarten vandevoordt,RB Leipzig,Bundesliga,2024-2025,1,0,0,1.0,1,0,0,0,0,0,4,0
ruben vargas,Augsburg,Bundesliga,2024-2025,1,1,0,0.25,1,1,2,1,0,1,1,1
nikola vasilj,St. Pauli,Bundesliga,2024-2025,0,0,0,0.0,0,0,0,0,0,0,22,3
denis vavro,Wolfsburg,Bundesliga,2024-2025,16,5,0,0.478,11,13,37,48,32,16,234,3
milos veljkovic,Werder Bremen,Bundesliga,2024-2025,6,3,1,0.467,7,5,2,14,9,5,47,1
nikolas veratschnig,Mainz 05,Bundesliga,2024-2025,1,4,4,0.667,2,6,5,4,0,4,8,0
arthur vermeeren,RB Leipzig,Bundesliga,2024-2025,14,13,5,0.298,14,19,23,34,12,22,25,2
yorbe vertessen,Union Berlin,Bundesliga,2024-2025,3,2,1,0.25,2,3,3,6,0,6,6,0
gabriel vidovic,Bayern Munich,Bundesliga,2024-2025,0,0,0,,0,0,0,2,0,2,0,0
gabriel vidovic,Mainz 05,Bundesliga,2024-2025,0,0,0,,0,0,0,0,0,0,0,0
kevin vogt,Union Berlin,Bundesliga,2024-2025,7,5,0,0.615,8,8,9,16,8,8,75,1
kevin volland,Union Berlin,Bundesliga,2024-2025,0,0,0,,0,0,0,1,0,1,1,0
aster vranckx,Wolfsburg,Bundesliga,2024-2025,3,8,0,0.33299999999999996,3,6,10,14,3,11,13,0
robert wagner,St. Pauli,Bundesliga,2024-2025,2,6,0,0.308,4,3,2,8,0,8,12,0
elye wahi,Eint Frankfurt,Bundesliga,2024-2025,0,0,0,0.0,0,0,0,1,0,1,1,0
hauke wahl,St. Pauli,Bundesliga,2024-2025,21,13,2,0.605,23,27,31,44,25,19,170,4
paul wanner,Heidenheim,Bundesliga,2024-2025,16,21,3,0.469,15,27,4,15,0,15,20,0
kjellarik watjen,Dortmund,Bundesliga,2024-2025,0,0,0,,0,0,0,0,0,0,2,0
julian weigl,Gladbach,Bundesliga,2024-2025,24,24,5,0.609,28,25,48,54,27,27,86,3
timon weiner,Holstein Kiel,Bundesliga,2024-2025,0,0,0,0.0,0,0,0,0,0,0,17,3
nelson weiper,Mainz 05,Bundesliga,2024-2025,2,3,0,0.5,2,4,2,5,0,5,5,1
mitchell weiser,Werder Bremen,Bundesliga,2024-2025,19,34,8,0.5,28,40,22,33,3,30,61,3
noah weihaupt,St. Pauli,Bundesliga,2024-2025,3,0,3,0.375,3,4,2,7,0,7,8,1
noah weihaupt,Freiburg,Bundesliga,2024-2025,0,0,0,0.0,0,0,0,0,0,0,1,0
silvan widmer,Mainz 05,Bundesliga,2024-2025,3,6,2,0.667,8,5,5,7,1,6,27,0
patrick wimmer,Wolfsburg,Bundesliga,2024-2025,19,21,7,0.326,15,35,32,31,4,27,15,2
jonas wind,Wolfsburg,Bundesliga,2024-2025,1,8,1,0.5,4,6,6,17,3,14,15,0
florian wirtz,Leverkusen,Bundesliga,2024-2025,10,12,10,0.409,9,20,10,32,3,29,6,1
dani de wit,Bochum,Bundesliga,2024-2025,11,15,3,0.581,18,17,12,17,4,13,23,1
maximilian wittek,Bochum,Bundesliga,2024-2025,40,19,6,0.7040000000000001,38,42,27,54,8,46,89,3
marius wolf,Augsburg,Bundesliga,2024-2025,13,11,3,0.37200000000000005,16,16,24,29,5,24,51,1
nick woltemade,Stuttgart,Bundesliga,2024-2025,2,4,4,0.6,6,7,1,23,2,21,15,1
jeong wooyeong,Union Berlin,Bundesliga,2024-2025,5,5,0,0.273,3,7,11,10,1,9,11,0
granit xhaka,Leverkusen,Bundesliga,2024-2025,15,27,6,0.5710000000000001,24,26,12,30,7,23,52,6
erencan yardimci,Hoffenheim,Bundesliga,2024-2025,1,3,0,0.5,1,3,1,2,0,2,2,0
danaxel zagadou,Stuttgart,Bundesliga,2024-2025,0,0,0,,0,0,1,0,0,0,1,0
david zec,Holstein Kiel,Bundesliga,2024-2025,17,6,0,0.65,13,10,17,32,18,14,93,3
robin zentner,Mainz 05,Bundesliga,2024-2025,2,0,0,0.5,1,1,0,0,0,0,31,4
cedric zesiger,Augsburg,Bundesliga,2024-2025,7,6,0,0.615,8,7,21,17,10,7,96,1
cedric zesiger,Wolfsburg,Bundesliga,2024-2025,6,5,2,0.5,6,8,3,6,5,1,28,0
michael zetterer,Werder Bremen,Bundesliga,2024-2025,0,0,0,0.0,0,0,1,1,0,1,10,7
budu zivzivadze,Heidenheim,Bundesliga,2024-2025,1,9,7,0.5,4,11,3,9,0,9,7,0
keyliane abdallah,Marseille,Ligue-1,2024-2025,1,0,0,1.0,1,1,0,0,0,0,0,0
yunis abdelhamid,Saint-Étienne,Ligue-1,2024-2025,15,2,0,0.625,10,11,14,26,18,8,57,1
himad abdelli,Angers,Ligue-1,2024-2025,13,20,15,0.313,15,32,26,24,1,23,28,2
mohamed abdelmoneim,Nice,Ligue-1,2024-2025,12,6,3,0.591,13,14,15,11,5,6,56,1
ali abdi,Nice,Ligue-1,2024-2025,18,14,11,0.6509999999999999,28,25,20,20,6,14,37,0
matthis abline,Nantes,Ligue-1,2024-2025,2,4,5,0.33299999999999996,3,5,4,15,1,14,36,1
abner,Lyon,Ligue-1,2024-2025,12,10,7,0.6559999999999999,21,20,5,15,2,13,41,0
zakaria aboukhlal,Toulouse,Ligue-1,2024-2025,7,8,7,0.174,4,13,6,16,1,15,9,0
akor adams,Montpellier,Ligue-1,2024-2025,1,2,1,0.75,3,3,1,2,1,1,5,1
martin adeline,Reims,Ligue-1,2024-2025,0,1,0,0.5,1,1,0,0,0,0,2,0
adryelson,Lyon,Ligue-1,2024-2025,0,0,0,,0,0,1,0,0,0,1,0
emmanuel agbadou,Reims,Ligue-1,2024-2025,19,3,3,0.731,19,17,19,22,13,9,64,1
jeremy agbonifo,Lens,Ligue-1,2024-2025,6,0,1,0.429,3,6,1,2,1,1,0,1
ruben aguilar,Lens,Ligue-1,2024-2025,17,12,5,0.615,24,18,13,25,3,22,23,0
naouirou ahamada,Rennes,Ligue-1,2024-2025,0,0,0,,0,0,2,0,0,0,2,0
jeaneudes aholou,Angers,Ligue-1,2024-2025,26,20,10,0.45799999999999996,22,36,33,34,14,20,32,0
ayman aiki,Saint-Étienne,Ligue-1,2024-2025,1,2,0,1.0,1,3,1,1,0,1,0,0
ludovic ajorque,Brest,Ligue-1,2024-2025,3,12,11,0.313,10,19,6,20,5,15,26,0
umit akdag,Toulouse,Ligue-1,2024-2025,3,4,1,0.41700000000000004,5,4,11,10,8,2,19,0
sergio akieme,Reims,Ligue-1,2024-2025,30,3,1,0.611,22,23,17,26,9,17,97,4
maghnes akliouche,Monaco,Ligue-1,2024-2025,12,24,15,0.46299999999999997,19,31,15,21,0,21,13,0
paul akouokou,Lyon,Ligue-1,2024-2025,0,1,0,,0,0,1,0,0,0,0,1
clement akpa,Auxerre,Ligue-1,2024-2025,36,12,7,0.674,31,34,42,38,14,24,141,2
chuba akpom,Lille,Ligue-1,2024-2025,0,4,4,0.33299999999999996,2,5,0,9,0,9,3,0
mohamed ali cho,Nice,Ligue-1,2024-2025,4,5,4,0.33299999999999996,4,9,5,17,1,16,8,0
jim allevinah,Angers,Ligue-1,2024-2025,6,9,4,0.179,5,11,12,10,0,10,17,0
thiago almada,Lyon,Ligue-1,2024-2025,7,5,2,0.33299999999999996,7,8,7,2,0,2,6,3
jordan amavi,Brest,Ligue-1,2024-2025,10,11,3,0.7140000000000001,15,17,7,10,2,8,18,0
kelvin amian,Nantes,Ligue-1,2024-2025,40,14,1,0.8290000000000001,29,31,13,18,11,7,85,0
michael amir murillo,Marseille,Ligue-1,2024-2025,30,13,6,0.696,32,31,18,21,8,13,70,4
samuel amoameyaw,Strasbourg,Ligue-1,2024-2025,3,2,0,0.222,2,3,3,3,0,3,2,0
mathis amougou,Saint-Étienne,Ligue-1,2024-2025,15,5,1,0.526,10,15,12,10,0,10,4,0
benjamin andre,Lille,Ligue-1,2024-2025,31,60,12,0.563,54,57,48,42,6,36,56,0
kyllian antonio,Lens,Ligue-1,2024-2025,2,0,1,0.33299999999999996,1,2,3,3,0,3,3,1
dennis appiah,Saint-Étienne,Ligue-1,2024-2025,42,22,7,0.5770000000000001,41,43,29,36,8,28,89,2
carlens arcus,Angers,Ligue-1,2024-2025,32,15,5,0.607,34,35,27,24,4,20,83,3
hakon arnar haraldsson,Lille,Ligue-1,2024-2025,9,17,10,0.485,16,16,8,10,2,8,6,0
marco asensio,Paris S-G,Ligue-1,2024-2025,1,3,0,0.0,0,3,0,1,0,1,1,0
lorenz assignon,Rennes,Ligue-1,2024-2025,25,22,2,0.442,19,27,25,20,3,17,74,0
dehmaine assoumani,Nantes,Ligue-1,2024-2025,0,4,2,0.8,4,3,1,1,0,1,4,0
valentin atangana edoa,Reims,Ligue-1,2024-2025,32,30,7,0.737,28,50,37,31,15,16,64,0
florian aye,Auxerre,Ligue-1,2024-2025,0,0,2,0.0,0,2,7,7,0,7,6,0
andre ayew,Le Havre,Ligue-1,2024-2025,3,7,8,0.5379999999999999,7,10,3,9,2,7,21,1
neil el aynaoui,Lens,Ligue-1,2024-2025,18,15,6,0.353,12,21,30,34,8,26,29,0
shavy babicka,Toulouse,Ligue-1,2024-2025,6,11,4,0.47600000000000003,10,12,3,14,0,14,4,3
juma bah,Lens,Ligue-1,2024-2025,6,10,0,0.7140000000000001,5,10,17,10,7,3,47,1
theo bair,Auxerre,Ligue-1,2024-2025,1,2,1,0.0,0,3,3,6,2,4,10,0
mitchel bakker,Lille,Ligue-1,2024-2025,6,11,6,0.526,10,13,12,10,1,9,15,0
darryl bakola,Marseille,Ligue-1,2024-2025,0,1,0,,0,1,0,0,0,0,0,0
dilane bakwa,Strasbourg,Ligue-1,2024-2025,11,8,7,0.5,12,14,15,21,1,20,27,0
leonardo balerdi,Marseille,Ligue-1,2024-2025,32,17,5,0.574,27,39,38,25,14,11,72,4
fode ballotoure,Le Havre,Ligue-1,2024-2025,3,4,1,0.556,5,7,4,8,3,5,27,0
folarin balogun,Monaco,Ligue-1,2024-2025,0,0,1,0.0,0,1,1,0,0,0,0,0
abdoulaye bamba,Angers,Ligue-1,2024-2025,17,4,1,0.737,14,12,19,14,8,6,79,0
mohamed bamba,Reims,Ligue-1,2024-2025,0,0,0,0.0,0,0,0,2,1,1,1,0
valentin barco,Strasbourg,Ligue-1,2024-2025,24,10,2,0.733,22,22,13,8,3,5,28,1
bradley barcola,Paris S-G,Ligue-1,2024-2025,10,8,9,0.258,8,17,19,25,2,23,12,0
melvin bard,Nice,Ligue-1,2024-2025,35,13,5,0.5710000000000001,24,36,29,38,13,25,60,3
gabriel bares,Montpellier,Ligue-1,2024-2025,2,0,0,0.5,1,2,1,0,0,0,3,0
teo barisic,Lyon,Ligue-1,2024-2025,0,0,0,,0,0,0,0,0,0,1,0
dylan batubinsika,Saint-Étienne,Ligue-1,2024-2025,19,6,1,0.591,13,13,39,23,14,9,140,3
haris belkebla,Angers,Ligue-1,2024-2025,38,15,3,0.578,26,38,35,30,9,21,46,1
yassin belkhdim,Angers,Ligue-1,2024-2025,26,21,6,0.466,27,27,21,23,6,17,41,1
eliesse ben seghir,Monaco,Ligue-1,2024-2025,12,12,7,0.563,18,22,13,20,0,20,4,0
ismael bennacer,Marseille,Ligue-1,2024-2025,8,12,1,0.667,12,10,10,6,0,6,2,1
said benrahma,Lyon,Ligue-1,2024-2025,4,4,1,0.3,3,5,3,6,0,6,2,0
