Player,Pos,Squad,Height,Value,Season,Competition
mario rivas,Centre-Back,Real Madrid,,300000.0,2024-2025,laliga
fran garcia,Left-Back,Real Madrid,1.69,18000000.0,2024-2025,laliga
ferland mendy,Left-Back,Real Madrid,1.8,14000000.0,2024-2025,laliga
youssef enriquez,Left-Back,Real Madrid,1.7,500000.0,2024-2025,laliga
trent alexanderarnold,Right-Back,Real Madrid,1.8,75000000.0,2024-2025,laliga
dani carvajal,Right-Back,Real Madrid,1.73,8000000.0,2024-2025,laliga
lucas vazquez,Right-Back,Real Madrid,1.73,3000000.0,2024-2025,laliga
david jimenez,Right-Back,Real Madrid,1.7,400000.0,2024-2025,laliga
jesus fortea,Right-Back,Real Madrid,1.79,200000.0,2024-2025,laliga
lorenzo aguado,Right-Back,Real Madrid,1.8,100000.0,2024-2025,laliga
aurelien tchouameni,Defensive Midfield,Real Madrid,1.88,75000000.0,2024-2025,laliga
mario martin,Defensive Midfield,Real Madrid,1.77,1500000.0,2024-2025,laliga
federico valverde,Central Midfield,Real Madrid,1.82,130000000.0,2024-2025,laliga
eduardo camavinga,Central Midfield,Real Madrid,1.82,60000000.0,2024-2025,laliga
dani ceballos,Central Midfield,Real Madrid,1.79,10000000.0,2024-2025,laliga
luka modric,Central Midfield,Real Madrid,1.72,4000000.0,2024-2025,laliga
chema,Central Midfield,Real Madrid,1.9,800000.0,2024-2025,laliga
jude bellingham,Attacking Midfield,Real Madrid,1.86,180000000.0,2024-2025,laliga
pol fortuny,Attacking Midfield,Real Madrid,1.75,400000.0,2024-2025,laliga
vinicius junior,Left Winger,Real Madrid,1.76,170000000.0,2024-2025,laliga
victor munoz,Left Winger,Real Madrid,1.73,1000000.0,2024-2025,laliga
hugo duro,Left Winger,Real Madrid,1.75,200000.0,2024-2025,laliga
rodrygo,Right Winger,Real Madrid,1.74,90000000.0,2024-2025,laliga
arda guler,Right Winger,Real Madrid,1.75,45000000.0,2024-2025,laliga
brahim diaz,Right Winger,Real Madrid,1.7,40000000.0,2024-2025,laliga
daniel yanez,Right Winger,Real Madrid,1.77,150000.0,2024-2025,laliga
kylian mbappe,Centre-Forward,Real Madrid,1.78,180000000.0,2024-2025,laliga
endrick,Centre-Forward,Real Madrid,1.73,35000000.0,2024-2025,laliga
gonzalo garcia,Centre-Forward,Real Madrid,1.82,8000000.0,2024-2025,laliga
marcandre ter stegen,Goalkeeper,Barcelona,1.87,12000000.0,2024-2025,laliga
inaki pena,Goalkeeper,Barcelona,1.84,8000000.0,2024-2025,laliga
wojciech szczesny,Goalkeeper,Barcelona,1.95,1000000.0,2024-2025,laliga
ander capa,Goalkeeper,Barcelona,1.9,800000.0,2024-2025,laliga
diego,Goalkeeper,Barcelona,1.9,500000.0,2024-2025,laliga
antal yaakobishvili,Goalkeeper,Barcelona,1.85,300000.0,2024-2025,laliga
pau cubarsi,Centre-Back,Barcelona,1.84,80000000.0,2024-2025,laliga
ronald araujo,Centre-Back,Barcelona,1.92,35000000.0,2024-2025,laliga
eric garcia,Centre-Back,Barcelona,1.82,18000000.0,2024-2025,laliga
andreas christensen,Centre-Back,Barcelona,1.87,12000000.0,2024-2025,laliga
inigo martinez,Centre-Back,Barcelona,1.82,5000000.0,2024-2025,laliga
sergi dominguez,Centre-Back,Barcelona,1.91,1000000.0,2024-2025,laliga
alexis claudemaurice,Centre-Back,Barcelona,1.87,200000.0,2024-2025,laliga
andre,Centre-Back,Barcelona,1.81,200000.0,2024-2025,laliga
alvaro cortes,Centre-Back,Barcelona,1.89,150000.0,2024-2025,laliga
alejandro balde,Left-Back,Barcelona,1.75,60000000.0,2024-2025,laliga
gerard martin,Left-Back,Barcelona,1.86,12000000.0,2024-2025,laliga
alex valle,Left-Back,Barcelona,1.78,6000000.0,2024-2025,laliga
jules kounde,Right-Back,Barcelona,1.8,65000000.0,2024-2025,laliga
hector fort,Right-Back,Barcelona,1.85,10000000.0,2024-2025,laliga
landry farre,Right-Back,Barcelona,1.78,300000.0,2024-2025,laliga
marc casado,Defensive Midfield,Barcelona,1.72,30000000.0,2024-2025,laliga
marc bernal,Defensive Midfield,Barcelona,1.93,5000000.0,2024-2025,laliga
pedri,Central Midfield,Barcelona,1.74,140000000.0,2024-2025,laliga
gavi,Central Midfield,Barcelona,1.73,60000000.0,2024-2025,laliga
frenkie de jong,Central Midfield,Barcelona,1.81,45000000.0,2024-2025,laliga
nicolas ezequiel fernandez,Central Midfield,Barcelona,1.81,3000000.0,2024-2025,laliga
dani olmo,Attacking Midfield,Barcelona,1.79,60000000.0,2024-2025,laliga
fermin lopez,Attacking Midfield,Barcelona,1.74,50000000.0,2024-2025,laliga
pablo torre,Attacking Midfield,Barcelona,1.73,6000000.0,2024-2025,laliga
noah joel sarenren bazee,Attacking Midfield,Barcelona,1.84,2000000.0,2024-2025,laliga
raphinha,Left Winger,Barcelona,1.76,90000000.0,2024-2025,laliga
ansu fati,Left Winger,Barcelona,1.78,5000000.0,2024-2025,laliga
dani rodriguez,Left Winger,Barcelona,1.7,200000.0,2024-2025,laliga
lamine yamal,Right Winger,Barcelona,1.8,200000000.0,2024-2025,laliga
nicolas ezequiel fernandez,Right Winger,Barcelona,1.75,3000000.0,2024-2025,laliga
ferran torres,Centre-Forward,Barcelona,1.84,40000000.0,2024-2025,laliga
robert lewandowski,Centre-Forward,Barcelona,1.85,12000000.0,2024-2025,laliga
pau victor,Centre-Forward,Barcelona,1.84,4000000.0,2024-2025,laliga
jan oblak,Goalkeeper,Atlético Madrid,1.88,20000000.0,2024-2025,laliga
juan musso,Goalkeeper,Atlético Madrid,1.91,3500000.0,2024-2025,laliga
horatiu moldovan,Goalkeeper,Atlético Madrid,1.86,2200000.0,2024-2025,laliga
alejandro revuelta montero,Goalkeeper,Atlético Madrid,1.86,2000000.0,2024-2025,laliga
antonio gomis,Goalkeeper,Atlético Madrid,1.91,150000.0,2024-2025,laliga
robin le normand,Centre-Back,Atlético Madrid,1.87,40000000.0,2024-2025,laliga
jose maria gimenez,Centre-Back,Atlético Madrid,1.85,20000000.0,2024-2025,laliga
clement lenglet,Centre-Back,Atlético Madrid,1.86,7500000.0,2024-2025,laliga
santiago mourino,Centre-Back,Atlético Madrid,1.86,3000000.0,2024-2025,laliga
axel witsel,Centre-Back,Atlético Madrid,1.86,2000000.0,2024-2025,laliga
cesar azpilicueta,Centre-Back,Atlético Madrid,1.78,1500000.0,2024-2025,laliga
ilias kostis,Centre-Back,Atlético Madrid,1.88,500000.0,2024-2025,laliga
geronimo spina,Centre-Back,Atlético Madrid,1.87,200000.0,2024-2025,laliga
reinildo mandava,Left-Back,Atlético Madrid,1.8,5000000.0,2024-2025,laliga
javi galan,Left-Back,Atlético Madrid,1.72,4000000.0,2024-2025,laliga
nahuel molina,Right-Back,Atlético Madrid,1.75,20000000.0,2024-2025,laliga
carlos gimenez,Right-Back,Atlético Madrid,1.8,250000.0,2024-2025,laliga
arthur vermeeren,Defensive Midfield,Atlético Madrid,1.8,22000000.0,2024-2025,laliga
pablo barrios,Central Midfield,Atlético Madrid,1.81,55000000.0,2024-2025,laliga
conor gallagher,Central Midfield,Atlético Madrid,1.82,40000000.0,2024-2025,laliga
rodrigo de paul,Central Midfield,Atlético Madrid,1.8,25000000.0,2024-2025,laliga
koke,Central Midfield,Atlético Madrid,1.76,8000000.0,2024-2025,laliga
javi serrano,Central Midfield,Atlético Madrid,1.78,700000.0,2024-2025,laliga
aitor gismera,Central Midfield,Atlético Madrid,1.82,250000.0,2024-2025,laliga
marcos llorente,Right Midfield,Atlético Madrid,1.84,25000000.0,2024-2025,laliga
thomas lemar,Attacking Midfield,Atlético Madrid,1.71,5000000.0,2024-2025,laliga
samuel lino,Left Winger,Atlético Madrid,1.77,22000000.0,2024-2025,laliga
rodrigo riquelme,Left Winger,Atlético Madrid,1.74,12000000.0,2024-2025,laliga
rayane belaid,Left Winger,Atlético Madrid,1.75,600000.0,2024-2025,laliga
marcos paulo,Left Winger,Atlético Madrid,1.86,450000.0,2024-2025,laliga
giuliano simeone,Right Winger,Atlético Madrid,1.73,35000000.0,2024-2025,laliga
angel correa,Right Winger,Atlético Madrid,1.71,10000000.0,2024-2025,laliga
german valera,Right Winger,Atlético Madrid,1.7,1500000.0,2024-2025,laliga
victor bernth kristiansen,Right Winger,Atlético Madrid,1.77,300000.0,2024-2025,laliga
julian alvarez,Centre-Forward,Atlético Madrid,1.7,100000000.0,2024-2025,laliga
alexander srloth,Centre-Forward,Atlético Madrid,1.95,25000000.0,2024-2025,laliga
antoine griezmann,Centre-Forward,Atlético Madrid,1.76,18000000.0,2024-2025,laliga
carlos martin,Centre-Forward,Atlético Madrid,1.8,2800000.0,2024-2025,laliga
omar janneh,Centre-Forward,Atlético Madrid,1.88,1000000.0,2024-2025,laliga
adrian nino,Centre-Forward,Atlético Madrid,1.84,800000.0,2024-2025,laliga
borja garces,Centre-Forward,Atlético Madrid,1.83,300000.0,2024-2025,laliga
unai simon,Goalkeeper,Athletic Bilbao,1.9,28000000.0,2024-2025,laliga
julen agirrezabala,Goalkeeper,Athletic Bilbao,1.87,15000000.0,2024-2025,laliga
alex padilla,Goalkeeper,Athletic Bilbao,1.9,3000000.0,2024-2025,laliga
oier gastesi,Goalkeeper,Athletic Bilbao,1.9,150000.0,2024-2025,laliga
daniel vivian,Centre-Back,Athletic Bilbao,1.84,40000000.0,2024-2025,laliga
aitor paredes,Centre-Back,Athletic Bilbao,1.85,22000000.0,2024-2025,laliga
yeray alvarez,Centre-Back,Athletic Bilbao,1.82,7000000.0,2024-2025,laliga
unai nunez,Centre-Back,Athletic Bilbao,1.86,3000000.0,2024-2025,laliga
unai vencedor paris,Centre-Back,Athletic Bilbao,1.86,600000.0,2024-2025,laliga
aimar oroz,Centre-Back,Athletic Bilbao,1.84,150000.0,2024-2025,laliga
ander izagirre,Centre-Back,Athletic Bilbao,,50000.0,2024-2025,laliga
adama boiro,Left-Back,Athletic Bilbao,1.83,2500000.0,2024-2025,laliga
yuri berchiche,Left-Back,Athletic Bilbao,1.81,1400000.0,2024-2025,laliga
andoni gorosabel,Right-Back,Athletic Bilbao,1.74,5000000.0,2024-2025,laliga
inigo lekue,Right-Back,Athletic Bilbao,1.8,2000000.0,2024-2025,laliga
oscar de marcos,Right-Back,Athletic Bilbao,1.82,1500000.0,2024-2025,laliga
mikel vesga,Defensive Midfield,Athletic Bilbao,1.91,2500000.0,2024-2025,laliga
mikel jauregizar,Central Midfield,Athletic Bilbao,1.77,30000000.0,2024-2025,laliga
benat prados,Central Midfield,Athletic Bilbao,1.8,18000000.0,2024-2025,laliga
inigo ruiz de galarreta,Central Midfield,Athletic Bilbao,1.75,3000000.0,2024-2025,laliga
ander herrera,Central Midfield,Athletic Bilbao,1.82,800000.0,2024-2025,laliga
alejandro revuelta montero,Central Midfield,Athletic Bilbao,1.92,300000.0,2024-2025,laliga
oihan sancet,Attacking Midfield,Athletic Bilbao,1.88,60000000.0,2024-2025,laliga
unai gomez,Attacking Midfield,Athletic Bilbao,1.83,6000000.0,2024-2025,laliga
peio canales,Attacking Midfield,Athletic Bilbao,1.75,1000000.0,2024-2025,laliga
nico williams,Left Winger,Athletic Bilbao,1.81,70000000.0,2024-2025,laliga
alex berenguer,Left Winger,Athletic Bilbao,1.75,9000000.0,2024-2025,laliga
alvaro djalo,Left Winger,Athletic Bilbao,1.75,5000000.0,2024-2025,laliga
nicolas serrano,Left Winger,Athletic Bilbao,1.76,1200000.0,2024-2025,laliga
iker varela,Left Winger,Athletic Bilbao,1.88,300000.0,2024-2025,laliga
inaki williams,Right Winger,Athletic Bilbao,1.86,15000000.0,2024-2025,laliga
adu ares,Right Winger,Athletic Bilbao,1.83,1600000.0,2024-2025,laliga
aingeru olabarrieta,Right Winger,Athletic Bilbao,1.82,500000.0,2024-2025,laliga
endika bujan,Right Winger,Athletic Bilbao,1.7,300000.0,2024-2025,laliga
maroan sannadi,Centre-Forward,Athletic Bilbao,1.92,10000000.0,2024-2025,laliga
gorka guruzeta,Centre-Forward,Athletic Bilbao,1.88,9000000.0,2024-2025,laliga
javi marton,Centre-Forward,Athletic Bilbao,1.81,500000.0,2024-2025,laliga
alex remiro,Goalkeeper,Real Sociedad,1.91,18000000.0,2024-2025,laliga
unai marrero,Goalkeeper,Real Sociedad,1.89,600000.0,2024-2025,laliga
aitor fraga,Goalkeeper,Real Sociedad,,500000.0,2024-2025,laliga
egoitz arana,Goalkeeper,Real Sociedad,1.97,50000.0,2024-2025,laliga
nayef aguerd,Centre-Back,Real Sociedad,1.9,18000000.0,2024-2025,laliga
igor zubeldia,Centre-Back,Real Sociedad,1.81,12000000.0,2024-2025,laliga
jon martin,Centre-Back,Real Sociedad,1.87,8000000.0,2024-2025,laliga
jon pacheco,Centre-Back,Real Sociedad,1.84,6000000.0,2024-2025,laliga
aritz elustondo,Centre-Back,Real Sociedad,1.8,3000000.0,2024-2025,laliga
luken beitia,Centre-Back,Real Sociedad,,300000.0,2024-2025,laliga
javi lopez,Left-Back,Real Sociedad,1.83,7500000.0,2024-2025,laliga
aihen munoz,Left-Back,Real Sociedad,1.75,4000000.0,2024-2025,laliga
jon karrikaburu,Left-Back,Real Sociedad,1.74,300000.0,2024-2025,laliga
jon aramburu,Right-Back,Real Sociedad,1.76,15000000.0,2024-2025,laliga
hamari traore,Right-Back,Real Sociedad,1.75,2000000.0,2024-2025,laliga
alvaro odriozola,Right-Back,Real Sociedad,1.76,1000000.0,2024-2025,laliga
inaki ruperez,Right-Back,Real Sociedad,,300000.0,2024-2025,laliga
martin zubimendi,Defensive Midfield,Real Sociedad,1.81,60000000.0,2024-2025,laliga
urko gonzalez,Defensive Midfield,Real Sociedad,1.89,5000000.0,2024-2025,laliga
luka sucic,Central Midfield,Real Sociedad,1.85,15000000.0,2024-2025,laliga
benat turrientes,Central Midfield,Real Sociedad,1.81,10000000.0,2024-2025,laliga
olasagasti,Central Midfield,Real Sociedad,1.76,4000000.0,2024-2025,laliga
miguel rodriguez,Central Midfield,Real Sociedad,,250000.0,2024-2025,laliga
brais mendez,Attacking Midfield,Real Sociedad,1.84,22000000.0,2024-2025,laliga
arsen zakharyan,Attacking Midfield,Real Sociedad,1.83,9000000.0,2024-2025,laliga
pablo marin,Attacking Midfield,Real Sociedad,1.78,8000000.0,2024-2025,laliga
jon magunazelaia,Attacking Midfield,Real Sociedad,1.8,600000.0,2024-2025,laliga
mikel balenziaga,Attacking Midfield,Real Sociedad,1.85,400000.0,2024-2025,laliga
sergio gomez,Left Winger,Real Sociedad,1.71,20000000.0,2024-2025,laliga
ander barrenetxea,Left Winger,Real Sociedad,1.75,15000000.0,2024-2025,laliga
sheraldo becker,Left Winger,Real Sociedad,1.8,2500000.0,2024-2025,laliga
arkaitz mariezkurrena,Left Winger,Real Sociedad,,700000.0,2024-2025,laliga
alex oxladechamberlain,Left Winger,Real Sociedad,,500000.0,2024-2025,laliga
takefusa kubo,Right Winger,Real Sociedad,1.73,30000000.0,2024-2025,laliga
daniel diaz,Right Winger,Real Sociedad,1.67,300000.0,2024-2025,laliga
mikel oyarzabal,Centre-Forward,Real Sociedad,1.81,25000000.0,2024-2025,laliga
orri steinn oskarsson,Centre-Forward,Real Sociedad,1.86,15000000.0,2024-2025,laliga
umar sadiq,Centre-Forward,Real Sociedad,1.91,5000000.0,2024-2025,laliga
ekain orobengoa,Centre-Forward,Real Sociedad,,250000.0,2024-2025,laliga
rui silva,Goalkeeper,Betis,1.91,7000000.0,2024-2025,laliga
fran vieites,Goalkeeper,Betis,1.96,2000000.0,2024-2025,laliga
adrian,Goalkeeper,Betis,1.9,500000.0,2024-2025,laliga
guilherme fernandes,Goalkeeper,Betis,1.91,150000.0,2024-2025,laliga
jose luis garcia vaya,Goalkeeper,Betis,,50000.0,2024-2025,laliga
jose carlos gonzalez,Goalkeeper,Betis,,,2024-2025,laliga
natan,Centre-Back,Betis,1.88,9000000.0,2024-2025,laliga
diego llorente,Centre-Back,Betis,1.86,6000000.0,2024-2025,laliga
nobel mendy,Centre-Back,Betis,1.87,4000000.0,2024-2025,laliga
marc bartra,Centre-Back,Betis,1.84,1000000.0,2024-2025,laliga
sergio arribas,Centre-Back,Betis,1.85,400000.0,2024-2025,laliga
rudy kohon,Centre-Back,Betis,1.87,400000.0,2024-2025,laliga
romain perraud,Left-Back,Betis,1.73,5000000.0,2024-2025,laliga
ricardo rodriguez,Left-Back,Betis,1.82,2000000.0,2024-2025,laliga
lucas,Left-Back,Betis,1.82,300000.0,2024-2025,laliga
xavi pleguezuelo,Left-Back,Betis,1.78,100000.0,2024-2025,laliga
aitor ruibal,Right-Back,Betis,1.76,3500000.0,2024-2025,laliga
angel ortiz,Right-Back,Betis,1.67,2500000.0,2024-2025,laliga
hector bellerin,Right-Back,Betis,1.78,2000000.0,2024-2025,laliga
youssouf sabaly,Right-Back,Betis,1.73,1800000.0,2024-2025,laliga
pablo busto,Right-Back,Betis,1.8,300000.0,2024-2025,laliga
marc roca,Defensive Midfield,Betis,1.84,6000000.0,2024-2025,laliga
william carvalho,Defensive Midfield,Betis,1.87,1500000.0,2024-2025,laliga
carlos guirao,Defensive Midfield,Betis,,300000.0,2024-2025,laliga
johnny cardoso,Central Midfield,Betis,1.86,25000000.0,2024-2025,laliga
sergi altimira,Central Midfield,Betis,1.88,15000000.0,2024-2025,laliga
pablo fornals,Central Midfield,Betis,1.78,6000000.0,2024-2025,laliga
mateo flores,Central Midfield,Betis,1.78,1000000.0,2024-2025,laliga
giovani lo celso,Attacking Midfield,Betis,1.77,15000000.0,2024-2025,laliga
nabil fekir,Attacking Midfield,Betis,1.73,7000000.0,2024-2025,laliga
isco,Attacking Midfield,Betis,1.76,6000000.0,2024-2025,laliga
daniel peretz,Attacking Midfield,Betis,1.73,500000.0,2024-2025,laliga
jose carlos gonzalez,Attacking Midfield,Betis,1.76,300000.0,2024-2025,laliga
assane diao,Left Winger,Betis,1.85,30000000.0,2024-2025,laliga
jesus rodriguez,Left Winger,Betis,1.85,30000000.0,2024-2025,laliga
abde ezzalzouli,Left Winger,Betis,1.77,12000000.0,2024-2025,laliga
juanmi,Left Winger,Betis,1.72,2000000.0,2024-2025,laliga
antony,Right Winger,Betis,1.72,35000000.0,2024-2025,laliga
pablo garcia,Right Winger,Betis,,5000000.0,2024-2025,laliga
rodri,Right Winger,Betis,1.75,2700000.0,2024-2025,laliga
iker losada,Second Striker,Betis,1.75,1500000.0,2024-2025,laliga
vitor roque,Centre-Forward,Betis,1.74,20000000.0,2024-2025,laliga
cucho,Centre-Forward,Betis,1.76,18000000.0,2024-2025,laliga
chimy avila,Centre-Forward,Betis,1.72,2000000.0,2024-2025,laliga
cedric bakambu,Centre-Forward,Betis,1.82,1500000.0,2024-2025,laliga
carlos fernandez,Centre-Forward,Betis,1.76,400000.0,2024-2025,laliga
junior dina ebimbe,Goalkeeper,Villarreal,1.92,10000000.0,2024-2025,laliga
diego conde,Goalkeeper,Villarreal,1.88,7500000.0,2024-2025,laliga
eder alvarez balanta,Goalkeeper,Villarreal,1.9,800000.0,2024-2025,laliga
ruben,Goalkeeper,Villarreal,1.85,100000.0,2024-2025,laliga
logan costa,Centre-Back,Villarreal,1.9,18000000.0,2024-2025,laliga
willy kambwala,Centre-Back,Villarreal,1.92,4000000.0,2024-2025,laliga
pau navarro,Centre-Back,Villarreal,1.85,3000000.0,2024-2025,laliga
eric bailly,Centre-Back,Villarreal,1.87,2000000.0,2024-2025,laliga
raul albiol,Centre-Back,Villarreal,1.9,1000000.0,2024-2025,laliga
antonio espigares,Centre-Back,Villarreal,1.87,500000.0,2024-2025,laliga
dany jean,Centre-Back,Villarreal,1.88,200000.0,2024-2025,laliga
sergi cardona,Left-Back,Villarreal,1.86,10000000.0,2024-2025,laliga
alfonso pedraza,Left-Back,Villarreal,1.84,2500000.0,2024-2025,laliga
juan bernat,Left-Back,Villarreal,1.7,2000000.0,2024-2025,laliga
arnau sola,Left-Back,Villarreal,1.79,400000.0,2024-2025,laliga
juan foyth,Right-Back,Villarreal,1.87,15000000.0,2024-2025,laliga
kiko femenia,Right-Back,Villarreal,1.74,900000.0,2024-2025,laliga
pape gueye,Defensive Midfield,Villarreal,1.89,15000000.0,2024-2025,laliga
santi comesana,Central Midfield,Villarreal,1.88,8000000.0,2024-2025,laliga
ramon terrats,Central Midfield,Villarreal,1.81,4000000.0,2024-2025,laliga
daniel parejo,Central Midfield,Villarreal,1.82,1500000.0,2024-2025,laliga
daniel requena,Central Midfield,Villarreal,1.86,400000.0,2024-2025,laliga
thiago ojeda,Central Midfield,Villarreal,1.87,250000.0,2024-2025,laliga
alassane diatta,Central Midfield,Villarreal,1.9,200000.0,2024-2025,laliga
tajon buchanan,Right Midfield,Villarreal,1.83,6000000.0,2024-2025,laliga
denis suarez,Attacking Midfield,Villarreal,1.76,1200000.0,2024-2025,laliga
alex baena,Left Winger,Villarreal,1.74,55000000.0,2024-2025,laliga
arnaut danjuma,Left Winger,Villarreal,1.78,4000000.0,2024-2025,laliga
yeremi pino,Right Winger,Villarreal,1.72,30000000.0,2024-2025,laliga
ilias akhomach,Right Winger,Villarreal,1.75,15000000.0,2024-2025,laliga
nicolas pepe,Right Winger,Villarreal,1.83,6000000.0,2024-2025,laliga
thierno barry,Centre-Forward,Villarreal,1.95,20000000.0,2024-2025,laliga
ayoze perez,Centre-Forward,Villarreal,1.78,10000000.0,2024-2025,laliga
etta eyong,Centre-Forward,Villarreal,1.81,5000000.0,2024-2025,laliga
gerard moreno,Centre-Forward,Villarreal,1.8,4000000.0,2024-2025,laliga
pau cabanes,Centre-Forward,Villarreal,1.79,800000.0,2024-2025,laliga
giorgi mamardashvili,Goalkeeper,Valencia,1.97,30000000.0,2024-2025,laliga
stole dimitrievski,Goalkeeper,Valencia,1.88,2500000.0,2024-2025,laliga
jaume domenech,Goalkeeper,Valencia,1.85,400000.0,2024-2025,laliga
vicent abril,Goalkeeper,Valencia,1.87,200000.0,2024-2025,laliga
raul jimenez,Goalkeeper,Valencia,1.88,,2024-2025,laliga
cristhian mosquera,Centre-Back,Valencia,1.91,30000000.0,2024-2025,laliga
cesar tarrega,Centre-Back,Valencia,1.94,10000000.0,2024-2025,laliga
yarek gasiorowski,Centre-Back,Valencia,1.91,7500000.0,2024-2025,laliga
mouctar diakhaby,Centre-Back,Valencia,1.92,2000000.0,2024-2025,laliga
cenk ozkacar,Centre-Back,Valencia,1.9,1200000.0,2024-2025,laliga
maximiliano caufriez,Centre-Back,Valencia,1.89,1000000.0,2024-2025,laliga
ruben,Centre-Back,Valencia,1.82,300000.0,2024-2025,laliga
alex kral,Centre-Back,Valencia,1.89,150000.0,2024-2025,laliga
iker cordoba,Centre-Back,Valencia,1.9,100000.0,2024-2025,laliga
josep antoni gaya,Left-Back,Valencia,1.72,9000000.0,2024-2025,laliga
jesus vazquez,Left-Back,Valencia,1.82,3000000.0,2024-2025,laliga
rodrigo abajas,Left-Back,Valencia,1.86,100000.0,2024-2025,laliga
max aarons,Right-Back,Valencia,1.77,6000000.0,2024-2025,laliga
thierry correia,Right-Back,Valencia,1.76,3000000.0,2024-2025,laliga
dimitri foulquier,Right-Back,Valencia,1.83,1500000.0,2024-2025,laliga
enzo barrenechea,Defensive Midfield,Valencia,1.86,10000000.0,2024-2025,laliga
pepelu,Defensive Midfield,Valencia,1.86,9000000.0,2024-2025,laliga
hugo guillamon,Defensive Midfield,Valencia,1.78,2500000.0,2024-2025,laliga
javier guerra,Central Midfield,Valencia,1.87,25000000.0,2024-2025,laliga
lucas,Central Midfield,Valencia,1.83,25000.0,2024-2025,laliga
andre,Attacking Midfield,Valencia,1.76,10000000.0,2024-2025,laliga
ivan jaime pajuelo,Attacking Midfield,Valencia,1.8,5000000.0,2024-2025,laliga
martin tejon,Attacking Midfield,Valencia,1.65,500000.0,2024-2025,laliga
pedro,Attacking Midfield,Valencia,1.82,200000.0,2024-2025,laliga
luis rioja,Left Winger,Valencia,1.76,2000000.0,2024-2025,laliga
sergi canos,Left Winger,Valencia,1.77,1000000.0,2024-2025,laliga
pablo galdames millan,Left Winger,Valencia,1.75,50000.0,2024-2025,laliga
diego lopez,Right Winger,Valencia,1.72,15000000.0,2024-2025,laliga
fran,Right Winger,Valencia,1.76,3000000.0,2024-2025,laliga
german valera,Right Winger,Valencia,1.7,1500000.0,2024-2025,laliga
david otorbi,Right Winger,Valencia,1.8,500000.0,2024-2025,laliga
hamza bellari,Right Winger,Valencia,,100000.0,2024-2025,laliga
ismael santana,Right Winger,Valencia,,25000.0,2024-2025,laliga
hugo duro,Centre-Forward,Valencia,1.77,14000000.0,2024-2025,laliga
umar sadiq,Centre-Forward,Valencia,1.91,5000000.0,2024-2025,laliga
dani gomez,Centre-Forward,Valencia,1.78,1000000.0,2024-2025,laliga
alberto mari,Centre-Forward,Valencia,1.83,1000000.0,2024-2025,laliga
rafa mir,Centre-Forward,Valencia,1.91,800000.0,2024-2025,laliga
warren madrigal,Centre-Forward,Valencia,1.85,400000.0,2024-2025,laliga
alvaro fernandez,Goalkeeper,Sevilla,1.85,2000000.0,2024-2025,laliga
rjan nyland,Goalkeeper,Sevilla,1.92,900000.0,2024-2025,laliga
alberto flores,Goalkeeper,Sevilla,1.87,300000.0,2024-2025,laliga
matias fernandezpardo,Goalkeeper,Sevilla,1.84,100000.0,2024-2025,laliga
rafael romero,Goalkeeper,Sevilla,1.9,,2024-2025,laliga
loic bade,Centre-Back,Sevilla,1.91,25000000.0,2024-2025,laliga
kike salas,Centre-Back,Sevilla,1.88,8000000.0,2024-2025,laliga
marcao,Centre-Back,Sevilla,1.85,2000000.0,2024-2025,laliga
tanguy nianzou,Centre-Back,Sevilla,1.91,1500000.0,2024-2025,laliga
ramon martinez,Centre-Back,Sevilla,1.85,1000000.0,2024-2025,laliga
andre,Centre-Back,Sevilla,1.88,250000.0,2024-2025,laliga
adria pedrosa,Left-Back,Sevilla,1.72,7000000.0,2024-2025,laliga
diego,Left-Back,Sevilla,1.82,300000.0,2024-2025,laliga
tiago cardoso,Left-Back,Sevilla,1.83,200000.0,2024-2025,laliga
carmona,Right-Back,Sevilla,1.84,12000000.0,2024-2025,laliga
juanlu sanchez,Right-Back,Sevilla,1.86,12000000.0,2024-2025,laliga
gonzalo montiel,Right-Back,Sevilla,1.75,5000000.0,2024-2025,laliga
dario benavides,Right-Back,Sevilla,1.78,300000.0,2024-2025,laliga
jesus navas,Right-Back,Sevilla,1.7,,2024-2025,laliga
lucien agoume,Defensive Midfield,Sevilla,1.85,8000000.0,2024-2025,laliga
nemanja gudelj,Defensive Midfield,Sevilla,1.87,3000000.0,2024-2025,laliga
valentin barco,Central Midfield,Sevilla,1.7,12000000.0,2024-2025,laliga
albert sambi lokonga,Central Midfield,Sevilla,1.83,8000000.0,2024-2025,laliga
djibril sow,Central Midfield,Sevilla,1.84,7500000.0,2024-2025,laliga
saul niguez,Central Midfield,Sevilla,1.84,3000000.0,2024-2025,laliga
manu bueno,Central Midfield,Sevilla,1.78,1500000.0,2024-2025,laliga
pedro ortiz,Central Midfield,Sevilla,1.84,600000.0,2024-2025,laliga
gorka rivera alonso,Central Midfield,Sevilla,1.78,200000.0,2024-2025,laliga
alberto collado,Central Midfield,Sevilla,,200000.0,2024-2025,laliga
lulo dasilva,Central Midfield,Sevilla,1.89,150000.0,2024-2025,laliga
stanis idumbo,Attacking Midfield,Sevilla,1.71,2500000.0,2024-2025,laliga
ruben vargas,Left Winger,Sevilla,1.79,7000000.0,2024-2025,laliga
lucas ocampos,Left Winger,Sevilla,1.87,6000000.0,2024-2025,laliga
chidera ejuke,Left Winger,Sevilla,1.76,4000000.0,2024-2025,laliga
israel dominguez,Left Winger,Sevilla,1.75,200000.0,2024-2025,laliga
