Player,Squad,Liga,Season,Touch_Def_3rd,Touch_Mid_3rd,Touch_Att_3rd,Touch_Att_Pen,Touch_Live,drib_Att,drib_Succ%,Tckl_Drib,Tckl_Drib%,PrgDist,Carries_Att_3rd,Carries_Att_Pen,fail_To_Gain_Control,Loss_Control_Tackle
leandro chichizola,parma,Serie-A,2024-2025,53,1,0,0,54,0,,0,,107,0,0,0,0
samuel chukwueze,milan,Serie-A,2024-2025,62,195,307,54,556,47,0.5529999999999999,20,0.426,1494,37,20,23,11
aaron ciammaglichella,torino,Serie-A,2024-2025,0,0,0,0,0,0,,0,,0,0,0,0,0
giuseppe ciocci,cagliari,Serie-A,2024-2025,1,0,0,0,1,0,,0,,2,0,0,0,0
alessandro circati,parma,Serie-A,2024-2025,176,119,7,3,301,0,,0,,262,0,0,4,2
alphadjo cisse,hellas verona,Serie-A,2024-2025,1,6,4,0,11,0,,0,,3,0,0,0,0
patrick ciurria,monza,Serie-A,2024-2025,103,241,202,17,542,12,0.41700000000000004,7,0.583,649,10,3,18,14
saul coco,torino,Serie-A,2024-2025,863,961,65,17,1879,9,0.778,2,0.222,3043,8,0,13,2
lorenzo colombo,empoli,Serie-A,2024-2025,77,417,355,83,836,50,0.48,25,0.5,856,28,10,88,52
andrea colpani,fiorentina,Serie-A,2024-2025,62,251,299,49,609,27,0.444,13,0.48100000000000004,1094,35,13,26,22
florinel coman,cagliari,Serie-A,2024-2025,23,50,50,8,121,5,0.4,2,0.4,178,8,2,12,6
pietro comuzzo,fiorentina,Serie-A,2024-2025,730,744,63,9,1533,2,0.0,2,1.0,1815,11,1,15,4
francisco conceicao,juventus,Serie-A,2024-2025,87,244,425,92,739,79,0.44299999999999995,37,0.46799999999999997,2292,32,59,35,22
diego coppola,hellas verona,Serie-A,2024-2025,839,708,40,23,1576,5,0.2,4,0.8,1419,4,0,10,5
maxwel cornet,genoa,Serie-A,2024-2025,11,42,45,13,97,9,0.33299999999999996,5,0.556,154,7,5,5,3
joaquin correa,inter,Serie-A,2024-2025,40,216,188,39,438,10,0.6,4,0.4,680,17,4,13,5
alberto costa,juventus,Serie-A,2024-2025,81,113,85,14,276,11,0.364,6,0.545,407,6,3,9,0
lassana coulibaly,lecce,Serie-A,2024-2025,311,748,185,19,1229,38,0.474,13,0.342,1229,18,3,33,19
woyo coulibaly,parma,Serie-A,2024-2025,213,388,110,12,706,17,0.47100000000000003,8,0.47100000000000003,1389,15,9,19,11
bryan cristante,roma,Serie-A,2024-2025,261,981,263,41,1497,14,0.429,6,0.429,2060,30,2,23,13
domen crnigoj,venezia,Serie-A,2024-2025,13,40,23,3,76,1,0.0,1,1.0,116,2,0,7,1
juan cuadrado,atalanta,Serie-A,2024-2025,117,277,332,40,722,40,0.425,12,0.3,1511,43,15,14,10
patrick cutrone,como,Serie-A,2024-2025,28,281,388,119,691,24,0.375,12,0.5,1067,16,26,62,26
wylan cyprien,parma,Serie-A,2024-2025,8,11,9,1,28,0,,0,,33,1,1,0,0
danilo dambrosio,monza,Serie-A,2024-2025,400,296,84,19,776,7,0.28600000000000003,5,0.7140000000000001,803,6,1,15,1
lucas da cunha,como,Serie-A,2024-2025,377,1031,528,40,1929,30,0.4,17,0.5670000000000001,3078,52,13,20,16
samuel dahl,roma,Serie-A,2024-2025,3,16,18,0,37,1,0.0,1,1.0,35,2,0,1,0
thijs dallinga,bologna,Serie-A,2024-2025,28,199,214,65,439,11,0.182,9,0.818,213,6,8,42,22
maat daniel caprini,fiorentina,Serie-A,2024-2025,1,6,6,0,13,2,0.0,1,0.5,6,0,0,3,1
flavius daniliuc,hellas verona,Serie-A,2024-2025,211,278,56,10,538,7,0.5710000000000001,3,0.429,671,4,0,7,4
danilo,juventus,Serie-A,2024-2025,209,350,70,4,625,0,,0,,1136,9,2,4,2
matteo darmian,inter,Serie-A,2024-2025,361,501,286,33,1144,9,0.444,4,0.444,864,11,9,15,6
juan david cabal,juventus,Serie-A,2024-2025,135,220,52,3,401,7,0.5710000000000001,0,0.0,774,11,0,6,4
keinan davis,udinese,Serie-A,2024-2025,19,195,194,67,404,35,0.486,18,0.514,605,12,16,33,25
pawe dawidowicz,hellas verona,Serie-A,2024-2025,398,528,59,10,982,4,0.5,1,0.25,1229,7,0,7,3
charles de ketelaere,atalanta,Serie-A,2024-2025,75,530,657,135,1238,95,0.45299999999999996,45,0.474,3023,75,41,52,50
mattia de sciglio,empoli,Serie-A,2024-2025,165,187,44,9,394,4,0.25,2,0.5,257,3,0,5,4
lorenzo de silvestri,bologna,Serie-A,2024-2025,198,318,142,11,657,5,0.2,4,0.8,444,7,0,7,2
koni de winter,genoa,Serie-A,2024-2025,801,659,105,34,1551,17,0.353,11,0.647,1986,6,0,17,8
alessandro deiola,cagliari,Serie-A,2024-2025,189,352,152,20,686,4,0.75,1,0.25,553,4,1,15,11
enrico del prato,parma,Serie-A,2024-2025,826,785,225,32,1830,4,0.5,1,0.25,1880,10,3,12,3
fisayo delebashiru,lazio,Serie-A,2024-2025,60,229,151,29,436,22,0.636,6,0.273,704,11,11,16,17
ali dembele,torino,Serie-A,2024-2025,71,88,64,11,222,6,0.33299999999999996,3,0.5,226,3,3,9,5
michele di gregorio,juventus,Serie-A,2024-2025,1036,11,0,0,1046,0,,0,,2211,0,0,0,0
giovanni di lorenzo,napoli,Serie-A,2024-2025,681,1222,647,67,2541,31,0.129,19,0.613,2675,31,6,28,14
boulaye dia,lazio,Serie-A,2024-2025,85,436,293,94,802,42,0.405,22,0.524,820,14,9,33,34
assane diao,como,Serie-A,2024-2025,65,191,273,58,523,72,0.264,35,0.486,1349,33,27,50,38
federico dimarco,inter,Serie-A,2024-2025,270,546,675,90,1475,10,0.4,6,0.6,1822,35,13,18,10
berat djimsiti,atalanta,Serie-A,2024-2025,844,961,224,45,2023,4,0.25,1,0.25,3235,34,2,10,1
dodo,fiorentina,Serie-A,2024-2025,579,929,606,66,2083,113,0.46,46,0.40700000000000003,4996,84,34,73,26
benjamin dominguez,bologna,Serie-A,2024-2025,34,200,335,55,555,74,0.37799999999999995,41,0.5539999999999999,1263,26,23,45,33
patrick dorgu,lecce,Serie-A,2024-2025,255,445,332,50,1011,44,0.295,25,0.568,1871,40,20,37,37
alberto dossena,como,Serie-A,2024-2025,677,517,31,20,1220,6,0.667,2,0.33299999999999996,1465,1,0,8,3
issa doumbia,venezia,Serie-A,2024-2025,87,202,120,16,401,16,0.688,3,0.188,584,11,3,25,18
anastasios douvikas,como,Serie-A,2024-2025,13,73,99,34,182,9,0.556,4,0.444,174,8,8,25,12
artem dovbyk,roma,Serie-A,2024-2025,29,261,365,145,652,18,0.389,11,0.611,447,10,14,79,33
ondrej duda,hellas verona,Serie-A,2024-2025,302,876,309,5,1467,42,0.595,12,0.28600000000000003,1424,26,2,53,22
denzel dumfries,inter,Serie-A,2024-2025,182,423,457,95,1047,45,0.289,28,0.622,1311,27,15,27,14
alfred duncan,venezia,Serie-A,2024-2025,93,360,142,6,587,22,0.591,8,0.364,676,14,0,14,14
paulo dybala,roma,Serie-A,2024-2025,67,415,439,75,906,43,0.256,17,0.395,1472,42,17,40,28
enzo ebosse,udinese,Serie-A,2024-2025,18,38,5,0,61,1,1.0,0,0.0,48,0,0,1,0
tyronne ebuehi,empoli,Serie-A,2024-2025,5,30,24,3,59,1,1.0,0,0.0,45,0,2,3,2
ederson,atalanta,Serie-A,2024-2025,490,1273,572,56,2308,52,0.442,26,0.5,3366,57,12,44,41
kingsley ehizibue,udinese,Serie-A,2024-2025,381,520,386,35,1272,30,0.4,15,0.5,1506,36,9,29,21
jeff ekhator,genoa,Serie-A,2024-2025,34,96,130,26,254,13,0.308,6,0.462,163,5,5,34,9
jurgen ekkelenkamp,udinese,Serie-A,2024-2025,148,445,287,39,868,30,0.33299999999999996,17,0.5670000000000001,1209,28,5,23,7
emmanuel ekong,empoli,Serie-A,2024-2025,11,29,46,6,84,20,0.35,11,0.55,215,2,5,8,9
caleb ekuban,genoa,Serie-A,2024-2025,18,70,89,26,174,10,0.3,7,0.7,217,4,4,17,12
mikael ellertsson,venezia,Serie-A,2024-2025,263,365,323,51,938,42,0.381,21,0.5,1153,21,10,48,19
elif elmas,torino,Serie-A,2024-2025,44,187,220,38,444,38,0.342,20,0.526,1175,28,14,22,10
emerson,milan,Serie-A,2024-2025,312,526,271,22,1102,18,0.389,9,0.5,1228,19,3,18,10
yannik engelhardt,como,Serie-A,2024-2025,204,510,130,16,836,15,0.6,3,0.2,1250,13,2,22,7
martin erlic,bologna,Serie-A,2024-2025,102,153,13,7,268,1,0.0,0,0.0,465,1,0,2,0
sebastiano esposito,empoli,Serie-A,2024-2025,85,532,480,95,1079,67,0.433,31,0.46299999999999997,1092,26,11,88,50
estanis,bologna,Serie-A,2024-2025,0,1,12,6,13,3,0.667,1,0.33299999999999996,20,0,1,0,0
nahuel estevez,parma,Serie-A,2024-2025,107,208,66,2,379,3,1.0,0,0.0,188,0,0,3,4
giovanni fabbian,bologna,Serie-A,2024-2025,41,153,142,47,328,16,0.125,9,0.563,356,6,5,30,18
alieu fadera,como,Serie-A,2024-2025,148,326,391,60,844,68,0.382,34,0.5,2239,34,32,41,33
nicolo fagioli,fiorentina,Serie-A,2024-2025,146,391,185,8,713,22,0.455,9,0.409,1004,27,0,17,12
nicolo fagioli,juventus,Serie-A,2024-2025,77,283,112,10,470,3,0.667,1,0.33299999999999996,1035,22,2,11,2
wladimiro falcone,lecce,Serie-A,2024-2025,1315,6,0,0,1321,0,,0,,2291,0,0,1,0
davide faraoni,hellas verona,Serie-A,2024-2025,47,47,43,4,136,1,0.0,1,1.0,106,1,0,3,0
jacopo fazzini,empoli,Serie-A,2024-2025,93,298,260,43,639,48,0.479,19,0.396,1117,25,15,39,33
mattia felici,cagliari,Serie-A,2024-2025,76,151,202,37,422,57,0.33299999999999996,30,0.526,962,18,19,26,10
joao felix,milan,Serie-A,2024-2025,52,191,169,43,408,35,0.429,15,0.429,716,24,12,16,9
lewis ferguson,bologna,Serie-A,2024-2025,91,469,193,18,747,9,0.556,2,0.222,1173,21,2,13,10
daniel fila,venezia,Serie-A,2024-2025,12,68,68,19,147,4,0.5,1,0.25,121,6,1,16,14
alessandro florenzi,milan,Serie-A,2024-2025,1,1,2,0,4,0,,0,,2,0,0,0,0
youssouf fofana,milan,Serie-A,2024-2025,328,1093,258,21,1655,31,0.452,17,0.5479999999999999,3150,49,5,30,20
michael folorunsho,fiorentina,Serie-A,2024-2025,71,164,113,16,342,18,0.5,6,0.33299999999999996,429,5,5,12,9
michael folorunsho,napoli,Serie-A,2024-2025,3,17,7,1,26,3,0.0,3,1.0,10,0,0,2,0
omari forson,monza,Serie-A,2024-2025,15,57,69,2,140,9,0.667,2,0.222,426,14,1,8,6
davide frattesi,inter,Serie-A,2024-2025,96,261,152,44,499,18,0.389,7,0.389,858,15,7,20,4
morten frendrup,genoa,Serie-A,2024-2025,424,939,303,22,1647,24,0.41700000000000004,11,0.45799999999999996,1548,20,5,41,24
martin frese,hellas verona,Serie-A,2024-2025,104,158,59,4,320,2,0.0,0,0.0,390,6,0,4,0
remo freuler,bologna,Serie-A,2024-2025,394,1419,448,32,2245,13,0.385,7,0.5379999999999999,2556,44,1,32,14
matteo gabbia,milan,Serie-A,2024-2025,837,759,41,21,1635,1,1.0,0,0.0,2481,5,0,5,1
tommaso gabellini,torino,Serie-A,2024-2025,0,1,3,0,4,0,,0,,37,1,0,0,0
tiago gabriel,lecce,Serie-A,2024-2025,33,23,0,0,56,0,,0,,56,0,0,0,0
alessandro gabrielloni,como,Serie-A,2024-2025,5,25,36,7,64,0,,0,,128,2,1,2,3
gianluca gaetano,cagliari,Serie-A,2024-2025,44,225,224,43,490,27,0.519,13,0.48100000000000004,435,15,7,31,16
roberto gagliardini,monza,Serie-A,2024-2025,30,102,10,1,141,2,0.5,1,0.5,280,1,0,4,4
antonino gallo,lecce,Serie-A,2024-2025,577,638,386,15,1587,29,0.44799999999999995,11,0.379,1973,39,5,37,14
silvere ganvoula mboussy,monza,Serie-A,2024-2025,7,61,36,11,103,8,0.25,5,0.625,84,4,3,18,8
federico gatti,juventus,Serie-A,2024-2025,788,851,63,27,1687,13,0.5379999999999999,5,0.385,4081,14,1,12,8
david de gea,fiorentina,Serie-A,2024-2025,1204,3,0,0,1207,0,,0,,1943,0,0,0,0
valentin gendrey,lecce,Serie-A,2024-2025,16,38,15,3,69,0,,0,,144,4,0,1,0
daniele ghilardi,hellas verona,Serie-A,2024-2025,479,529,67,18,1070,9,0.222,2,0.222,1318,16,1,9,2
lautaro gianetti,udinese,Serie-A,2024-2025,288,195,18,8,499,2,0.0,2,1.0,266,1,1,2,0
samuel gigot,lazio,Serie-A,2024-2025,186,185,22,8,391,2,0.5,1,0.5,467,3,0,4,1
mario gila,lazio,Serie-A,2024-2025,976,1249,133,28,2339,15,0.267,8,0.5329999999999999,4757,37,0,17,7
billy gilmour,napoli,Serie-A,2024-2025,263,587,157,5,1006,10,0.5,4,0.4,991,12,0,11,5
santiago gimenez,milan,Serie-A,2024-2025,24,71,97,37,188,19,0.368,12,0.632,282,5,5,22,2
gvidas gineitis,torino,Serie-A,2024-2025,145,327,250,24,715,17,0.47100000000000003,6,0.353,826,10,4,25,10
ben godfrey,atalanta,Serie-A,2024-2025,2,9,1,1,12,0,,0,,2,0,0,1,0
saba goglichidze,empoli,Serie-A,2024-2025,607,550,59,13,1200,10,0.4,4,0.4,1198,13,2,19,5
edoardo goldaniga,como,Serie-A,2024-2025,848,800,117,25,1757,7,0.429,4,0.5710000000000001,2711,16,0,10,8
pierluigi gollini,genoa,Serie-A,2024-2025,268,1,0,0,269,0,,0,,467,0,0,0,0
nicolas gonzalez,juventus,Serie-A,2024-2025,158,363,376,65,883,53,0.321,30,0.5660000000000001,1271,40,10,38,15
robin gosens,fiorentina,Serie-A,2024-2025,515,702,400,56,1606,10,0.4,5,0.5,1641,21,1,31,5
lucas gournadouath,roma,Serie-A,2024-2025,26,90,33,3,147,5,0.4,2,0.4,166,2,1,1,5
alberto grassi,empoli,Serie-A,2024-2025,290,615,166,26,1058,12,0.41700000000000004,6,0.5,847,12,1,26,18
matteo guendouzi,lazio,Serie-A,2024-2025,395,1531,538,39,2437,25,0.6,10,0.4,5432,81,9,28,18
frederic guilbert,lecce,Serie-A,2024-2025,557,766,315,8,1610,37,0.486,13,0.35100000000000003,2008,34,3,25,7
albert gumundsson,fiorentina,Serie-A,2024-2025,79,332,220,32,622,27,0.556,6,0.222,1090,27,11,29,14
emmanuel gyasi,empoli,Serie-A,2024-2025,334,676,391,51,1390,35,0.5710000000000001,13,0.371,864,18,9,54,24
christian gytkjr,venezia,Serie-A,2024-2025,17,119,100,27,234,5,0.2,4,0.8,113,3,2,18,9
nicolas haas,empoli,Serie-A,2024-2025,45,86,25,1,155,1,0.0,0,0.0,105,1,0,3,3
saad el haddad,venezia,Serie-A,2024-2025,0,14,8,1,22,0,,0,,35,0,0,4,2
antoine hainaut,parma,Serie-A,2024-2025,197,293,194,14,676,27,0.48100000000000004,12,0.444,841,14,3,22,9
mohamed haj,parma,Serie-A,2024-2025,30,86,95,18,207,14,0.28600000000000003,10,0.7140000000000001,192,3,4,10,1
ridgeciano haps,venezia,Serie-A,2024-2025,250,328,169,26,738,15,0.33299999999999996,6,0.4,1161,12,7,13,6
abdou harroui,hellas verona,Serie-A,2024-2025,41,144,105,17,283,20,0.3,13,0.65,631,20,4,12,10
liam henderson,empoli,Serie-A,2024-2025,229,697,279,16,1197,11,0.545,3,0.273,909,17,4,22,9
mario hermoso,roma,Serie-A,2024-2025,97,113,18,1,227,3,0.667,1,0.33299999999999996,250,1,0,0,1
theo hernandez,milan,Serie-A,2024-2025,510,850,565,59,1900,55,0.436,23,0.418,3910,58,25,32,20
hernani,parma,Serie-A,2024-2025,160,409,231,16,779,24,0.33299999999999996,7,0.292,1237,35,3,23,12
isak hien,atalanta,Serie-A,2024-2025,766,752,40,15,1546,11,0.545,3,0.273,1781,8,1,23,9
emil holm,bologna,Serie-A,2024-2025,269,384,266,26,909,25,0.4,10,0.4,1188,18,5,26,14
mats hummels,roma,Serie-A,2024-2025,222,313,29,10,560,6,0.667,2,0.33299999999999996,637,9,0,0,1
elseid hysaj,lazio,Serie-A,2024-2025,85,149,89,10,318,6,0.5,3,0.5,262,6,1,5,0
arijon ibrahimovic,lazio,Serie-A,2024-2025,0,3,3,0,6,0,,0,,0,0,0,0,0
jay idzes,venezia,Serie-A,2024-2025,1067,890,128,33,2078,7,0.14300000000000002,5,0.7140000000000001,2738,12,0,31,7
jonathan ikone,como,Serie-A,2024-2025,26,110,125,31,257,29,0.276,20,0.69,612,11,12,9,14
jonathan ikone,fiorentina,Serie-A,2024-2025,21,52,79,19,148,17,0.41200000000000003,9,0.529,399,9,4,4,7
ivan ilic,torino,Serie-A,2024-2025,73,373,177,11,619,15,0.4,4,0.267,997,18,1,19,9
samuel ilingjunior,bologna,Serie-A,2024-2025,7,31,73,6,110,7,0.429,4,0.5710000000000001,190,4,1,3,1
alessio iovine,como,Serie-A,2024-2025,86,120,62,4,266,1,1.0,0,0.0,339,8,2,1,0
gustav isaksen,lazio,Serie-A,2024-2025,105,393,609,120,1084,105,0.419,46,0.43799999999999994,2521,56,53,46,31
ardian ismajli,empoli,Serie-A,2024-2025,881,531,8,7,1410,0,,0,,1078,2,0,8,3
armando izzo,monza,Serie-A,2024-2025,1037,652,93,14,1768,9,0.667,2,0.222,2241,14,0,21,6
fellipe jack,como,Serie-A,2024-2025,74,48,5,1,127,1,0.0,1,1.0,188,1,0,5,0
ali jasim,como,Serie-A,2024-2025,6,4,1,0,11,0,,0,,36,0,0,0,0
gaby jean,lecce,Serie-A,2024-2025,580,396,22,3,992,3,0.667,1,0.33299999999999996,1296,1,0,5,5
juan jesus,napoli,Serie-A,2024-2025,392,555,8,3,952,0,,0,,1243,2,0,4,1
alex jimenez,milan,Serie-A,2024-2025,184,305,253,37,729,47,0.5529999999999999,20,0.426,1649,26,17,27,13
orir johann helgason,lecce,Serie-A,2024-2025,59,215,225,24,491,14,0.5710000000000001,6,0.429,625,7,2,26,10
jesse joronen,venezia,Serie-A,2024-2025,327,0,0,0,327,0,,0,,567,0,0,0,0
luka jovic,milan,Serie-A,2024-2025,13,106,56,18,171,7,0.5710000000000001,2,0.28600000000000003,193,3,1,9,6
mohamed kaba,lecce,Serie-A,2024-2025,63,139,39,6,240,6,0.33299999999999996,3,0.5,243,4,0,13,5
christian kabasele,udinese,Serie-A,2024-2025,337,328,51,23,715,1,1.0,0,0.0,1020,7,0,9,3
pierre kalulu,juventus,Serie-A,2024-2025,924,1197,165,17,2275,11,0.364,5,0.455,5089,36,2,19,7
hassane kamara,udinese,Serie-A,2024-2025,363,509,384,24,1241,46,0.391,21,0.457,1617,37,5,24,10
yann karamoh,torino,Serie-A,2024-2025,49,161,205,49,412,38,0.316,22,0.579,1023,27,21,26,26
jesper karlsson,bologna,Serie-A,2024-2025,14,48,68,6,128,6,0.33299999999999996,3,0.5,207,8,0,6,9
jesper karlsson,lecce,Serie-A,2024-2025,25,77,101,9,201,9,0.667,3,0.33299999999999996,290,10,1,10,6
jesper karlstrom,udinese,Serie-A,2024-2025,534,1134,232,24,1882,15,0.4,9,0.6,2204,26,4,34,18
lior kasa,genoa,Serie-A,2024-2025,26,54,33,6,111,5,0.2,2,0.4,124,3,0,6,1
grigoris kastanos,hellas verona,Serie-A,2024-2025,69,218,156,14,438,15,0.0,14,0.9329999999999999,499,10,1,8,10
michael kayode,fiorentina,Serie-A,2024-2025,30,34,24,2,88,6,0.5,0,0.0,96,1,1,1,3
moise kean,fiorentina,Serie-A,2024-2025,49,306,366,132,698,101,0.436,49,0.485,1078,28,32,97,53
mandela keita,parma,Serie-A,2024-2025,252,546,126,0,907,31,0.5479999999999999,9,0.29,1136,18,0,30,18
lloyd kelly,juventus,Serie-A,2024-2025,323,383,95,18,797,1,0.0,1,1.0,1160,9,0,9,3
marcoliver kempf,como,Serie-A,2024-2025,1004,932,85,26,2010,5,0.8,1,0.2,2703,8,1,12,5
kialonda,lecce,Serie-A,2024-2025,772,412,54,32,1229,10,0.8,2,0.2,1043,3,1,14,1
magnus kofod andersen,venezia,Serie-A,2024-2025,82,205,90,8,370,4,0.5,1,0.25,496,6,0,8,6
sead kolasinac,atalanta,Serie-A,2024-2025,483,761,230,27,1458,15,0.2,12,0.8,2812,52,2,17,16
randal kolo muani,juventus,Serie-A,2024-2025,27,147,193,71,363,44,0.409,24,0.545,468,10,14,41,23
ismael konate,empoli,Serie-A,2024-2025,10,20,22,4,51,2,1.0,0,0.0,74,2,2,5,1
manu kone,roma,Serie-A,2024-2025,244,969,374,40,1555,72,0.41700000000000004,27,0.375,2923,66,13,54,45
teun koopmeiners,juventus,Serie-A,2024-2025,180,529,468,50,1170,22,0.455,11,0.5,1266,28,5,40,16
odilon kossounou,atalanta,Serie-A,2024-2025,274,426,93,15,790,12,0.41700000000000004,7,0.583,1135,7,4,12,3
christian kouame,fiorentina,Serie-A,2024-2025,28,127,132,35,286,20,0.35,11,0.55,288,6,3,17,13
christian kouame,empoli,Serie-A,2024-2025,10,104,105,22,217,13,0.385,7,0.5379999999999999,245,4,1,13,7
viktor kovalenko,empoli,Serie-A,2024-2025,8,24,12,3,44,1,1.0,0,0.0,43,0,0,1,2
mateusz kowalski,parma,Serie-A,2024-2025,2,10,6,2,18,0,,0,,10,0,0,2,2
thomas kristensen,udinese,Serie-A,2024-2025,464,612,79,14,1144,13,0.769,3,0.231,1772,13,1,16,9
nikola krstovic,lecce,Serie-A,2024-2025,63,476,526,152,1048,65,0.262,43,0.662,1162,22,24,86,40
khvicha kvaratskhelia,napoli,Serie-A,2024-2025,55,275,342,74,658,72,0.264,42,0.583,1912,51,37,25,21
giorgos kyriakopoulos,monza,Serie-A,2024-2025,494,655,559,33,1692,43,0.37200000000000005,16,0.37200000000000005,2772,52,11,27,17
mathis lambourde,hellas verona,Serie-A,2024-2025,9,12,17,4,38,3,0.33299999999999996,2,0.667,19,1,1,3,6
gianluca lapadula,cagliari,Serie-A,2024-2025,6,32,58,22,96,2,1.0,0,0.0,112,2,5,6,1
valentino lazaro,torino,Serie-A,2024-2025,237,616,528,27,1368,37,0.37799999999999995,20,0.541,1385,36,7,33,12
darko lazovic,hellas verona,Serie-A,2024-2025,146,250,269,29,658,22,0.318,13,0.591,776,14,7,13,10
manuel lazzari,lazio,Serie-A,2024-2025,179,409,319,17,896,24,0.625,6,0.25,2123,61,6,27,7
enzo le fee,roma,Serie-A,2024-2025,46,189,66,6,297,8,0.5,2,0.25,684,12,1,4,4
nicola leali,genoa,Serie-A,2024-2025,985,14,0,0,999,0,,0,,1480,0,0,0,0
rafael leao,milan,Serie-A,2024-2025,71,455,636,152,1135,129,0.457,59,0.457,3058,71,67,53,36
stefan lekovic,monza,Serie-A,2024-2025,108,101,17,2,225,3,0.667,1,0.33299999999999996,237,0,0,3,0
nunzio lella,venezia,Serie-A,2024-2025,0,1,0,0,1,0,,0,,0,0,0,0,0
giovanni leoni,parma,Serie-A,2024-2025,412,338,27,5,774,3,1.0,0,0.0,802,2,0,6,2
ben lhassine kone,como,Serie-A,2024-2025,8,22,6,0,35,1,1.0,0,0.0,17,0,0,5,5
mattia liberali,milan,Serie-A,2024-2025,1,21,16,2,38,1,0.0,0,0.0,71,0,0,1,2
karol linetty,torino,Serie-A,2024-2025,188,429,127,13,732,21,0.33299999999999996,12,0.5710000000000001,872,21,2,17,9
dailon livramento,hellas verona,Serie-A,2024-2025,29,109,177,39,307,25,0.24,17,0.68,524,11,9,30,12
stanislav lobotka,napoli,Serie-A,2024-2025,546,1144,294,9,1967,11,0.727,3,0.273,2074,24,2,13,12
manuel locatelli,juventus,Serie-A,2024-2025,711,1654,408,18,2751,22,0.364,13,0.591,3661,40,1,25,8
ruben loftuscheek,milan,Serie-A,2024-2025,110,346,146,25,593,23,0.478,8,0.348,1205,20,9,20,7
ademola lookman,atalanta,Serie-A,2024-2025,68,400,824,199,1273,104,0.35600000000000004,64,0.615,3170,70,81,72,51
sandi lovric,udinese,Serie-A,2024-2025,237,640,406,38,1258,48,0.43799999999999994,25,0.521,1969,45,7,53,28
lorenzo lucca,udinese,Serie-A,2024-2025,57,335,259,109,640,25,0.48,11,0.44,483,18,9,73,29
jhon lucumi,bologna,Serie-A,2024-2025,886,1330,97,22,2294,14,0.7140000000000001,2,0.14300000000000002,4142,23,0,13,4
jose luis palomino,cagliari,Serie-A,2024-2025,417,265,31,5,707,1,0.0,1,1.0,735,4,0,3,1
douglas luiz,juventus,Serie-A,2024-2025,95,261,135,8,487,14,0.7859999999999999,3,0.214,916,10,0,8,7
romelu lukaku,napoli,Serie-A,2024-2025,34,306,388,143,721,26,0.231,18,0.6920000000000001,677,13,23,55,53
sebastiano luperto,cagliari,Serie-A,2024-2025,1065,777,81,29,1913,6,0.16699999999999998,4,0.667,2539,15,2,12,3
zito luvumbo,cagliari,Serie-A,2024-2025,44,166,277,67,477,63,0.397,25,0.397,1426,21,35,67,29
charalampos lykogiannis,bologna,Serie-A,2024-2025,216,362,237,11,810,8,0.5,2,0.25,611,8,1,7,3
mathias lvik,parma,Serie-A,2024-2025,19,33,19,2,70,4,0.5,2,0.5,56,1,0,6,1
giangiacomo magnani,hellas verona,Serie-A,2024-2025,276,240,30,14,540,4,0.25,3,0.75,516,6,0,4,1
mike maignan,milan,Serie-A,2024-2025,1606,30,0,0,1635,1,1.0,0,0.0,3456,0,0,1,0
antoine makoumbou,cagliari,Serie-A,2024-2025,452,714,210,4,1367,19,0.526,8,0.42100000000000004,1324,18,0,17,24
daniel maldini,monza,Serie-A,2024-2025,70,287,242,41,584,72,0.41700000000000004,37,0.514,1287,31,10,36,31
daniel maldini,atalanta,Serie-A,2024-2025,10,63,68,24,140,18,0.33299999999999996,10,0.556,301,8,10,8,5
youssef maleh,empoli,Serie-A,2024-2025,167,432,158,15,744,13,0.308,6,0.462,557,11,1,25,10
ruslan malinovskyi,genoa,Serie-A,2024-2025,43,134,66,0,242,4,0.75,1,0.25,244,9,0,7,5
dennis man,parma,Serie-A,2024-2025,100,426,517,87,1027,75,0.33299999999999996,45,0.6,1914,40,31,44,31
gianluca mancini,roma,Serie-A,2024-2025,906,1133,208,42,2240,9,0.111,4,0.444,3350,44,3,10,8
christos mandas,lazio,Serie-A,2024-2025,339,13,0,0,351,0,,0,,754,0,0,0,1
rolando mandragora,fiorentina,Serie-A,2024-2025,249,637,246,24,1118,14,0.5,6,0.429,964,16,0,11,4
alberto manzoni,atalanta,Serie-A,2024-2025,3,10,1,0,14,0,,0,,12,0,0,0,0
alessandro marcandalli,genoa,Serie-A,2024-2025,17,6,1,0,24,0,,0,,4,1,0,0,0
alessandro marcandalli,venezia,Serie-A,2024-2025,84,105,12,4,200,1,0.0,1,1.0,156,2,0,4,0
filip marchwinski,lecce,Serie-A,2024-2025,0,2,3,0,5,0,,0,,1,0,0,0,0
pablo mari,monza,Serie-A,2024-2025,753,534,12,5,1296,6,1.0,0,0.0,1700,4,0,4,5
pablo mari,fiorentina,Serie-A,2024-2025,447,319,21,5,784,1,0.0,1,1.0,596,4,0,0,2
luca marianucci,empoli,Serie-A,2024-2025,290,286,35,5,609,10,0.5,3,0.3,722,5,0,7,3
mirko maric,monza,Serie-A,2024-2025,9,26,19,6,54,1,1.0,0,0.0,51,0,0,3,1
mirko maric,venezia,Serie-A,2024-2025,24,79,60,12,161,6,0.33299999999999996,4,0.667,136,5,0,12,5
rafa marin,napoli,Serie-A,2024-2025,56,72,4,2,131,0,,0,,188,2,0,1,0
