Player,Squad,Liga,Season,Fls,Off,Crosses,Recov,Aerialwon%
carlos vinicius,fulham,Premier-League,2024-2025,0,0,0,0,
kyle walker,manchester city,Premier-League,2024-2025,6,1,14,46,0.563
kyle walkerpeters,southampton,Premier-League,2024-2025,28,2,51,135,0.344
christian walton,ipswich town,Premier-League,2024-2025,0,0,0,6,1.0
aaron wanbissaka,west ham,Premier-League,2024-2025,25,5,76,174,0.4
danny ward,leicester city,Premier-League,2024-2025,0,0,0,1,
joel ward,crystal palace,Premier-League,2024-2025,4,0,0,7,1.0
james wardprowse,west ham,Premier-League,2024-2025,10,0,49,52,0.667
james wardprowse,nottham forest,Premier-League,2024-2025,7,0,19,19,0.375
ollie watkins,aston villa,Premier-League,2024-2025,29,16,7,43,0.423
adam webster,brighton,Premier-League,2024-2025,7,1,2,35,0.8
danny welbeck,brighton,Premier-League,2024-2025,11,4,3,46,0.34700000000000003
welington,southampton,Premier-League,2024-2025,6,1,17,21,0.556
timo werner,tottenham,Premier-League,2024-2025,3,5,28,18,0.0
adam wharton,crystal palace,Premier-League,2024-2025,12,0,39,102,0.304
ben white,arsenal,Premier-League,2024-2025,10,1,17,37,0.667
mats wieffer,brighton,Premier-League,2024-2025,23,1,13,68,0.561
neco williams,nottham forest,Premier-League,2024-2025,24,2,59,110,0.5710000000000001
willian,fulham,Premier-League,2024-2025,1,0,16,14,0.25
joe willock,newcastle utd,Premier-League,2024-2025,23,3,18,40,0.263
callum wilson,newcastle utd,Premier-League,2024-2025,4,3,2,11,0.111
harry wilson,fulham,Premier-League,2024-2025,12,1,41,55,0.2
harry winks,leicester city,Premier-League,2024-2025,9,0,34,106,0.5710000000000001
ben winterburn,bournemouth,Premier-League,2024-2025,0,0,0,2,1.0
yoane wissa,brentford,Premier-League,2024-2025,34,14,20,81,0.455
chris wood,nottham forest,Premier-League,2024-2025,25,28,1,50,0.397
nathan woodgordon,southampton,Premier-League,2024-2025,9,0,3,20,0.652
luke woolfenden,ipswich town,Premier-League,2024-2025,5,1,0,38,0.5
yehor yarmoliuk,brentford,Premier-League,2024-2025,19,2,16,113,0.444
ryan yates,nottham forest,Premier-League,2024-2025,53,7,8,104,0.6
leny yoro,manchester utd,Premier-League,2024-2025,9,1,1,46,0.5
ashley young,everton,Premier-League,2024-2025,30,0,75,75,0.47600000000000003
illia zabarnyi,bournemouth,Premier-League,2024-2025,20,0,6,157,0.636
oleksandr zinchenko,arsenal,Premier-League,2024-2025,8,1,13,19,0.522
joshua zirkzee,manchester utd,Premier-League,2024-2025,9,3,4,57,0.28
martin degaard,arsenal,Premier-League,2024-2025,12,1,86,97,0.5329999999999999
james abankwah,udinese,Serie-A,2024-2025,4,0,0,7,0.5
saud abdulhamid,roma,Serie-A,2024-2025,2,0,7,3,0.0
oliver abildgaard,como,Serie-A,2024-2025,0,0,0,0,
tammy abraham,roma,Serie-A,2024-2025,0,0,0,0,1.0
tammy abraham,milan,Serie-A,2024-2025,23,7,3,12,0.522
federico accornero,genoa,Serie-A,2024-2025,0,0,1,1,0.0
francesco acerbi,inter,Serie-A,2024-2025,11,2,10,62,0.67
che adams,torino,Serie-A,2024-2025,29,23,10,50,0.36700000000000005
yacine adli,fiorentina,Serie-A,2024-2025,9,0,63,77,0.23800000000000002
vasilije adzic,juventus,Serie-A,2024-2025,1,0,0,3,0.4
michel aebischer,bologna,Serie-A,2024-2025,16,0,14,35,0.35700000000000004
honest ahanor,genoa,Serie-A,2024-2025,2,0,4,14,0.625
junior ajayi,hellas verona,Serie-A,2024-2025,1,0,0,1,
jeandaniel akpaakpro,monza,Serie-A,2024-2025,24,0,6,54,0.423
david akpan ankeye,genoa,Serie-A,2024-2025,3,0,0,0,0.0
faride alidou,hellas verona,Serie-A,2024-2025,1,0,3,0,1.0
dele alli,como,Serie-A,2024-2025,1,0,0,0,
pontus almqvist,parma,Serie-A,2024-2025,15,2,11,40,0.375
giorgio altare,venezia,Serie-A,2024-2025,10,0,7,27,0.528
sofyan amrabat,fiorentina,Serie-A,2024-2025,4,0,3,7,0.5
angelino,roma,Serie-A,2024-2025,32,5,116,101,0.526
lorenzo anghele,juventus,Serie-A,2024-2025,0,0,0,0,0.0
faustino anjorin,empoli,Serie-A,2024-2025,24,0,17,65,0.375
marko arnautovic,inter,Serie-A,2024-2025,4,8,5,10,0.632
kristjan asllani,inter,Serie-A,2024-2025,9,0,43,49,0.5710000000000001
arthur atta,udinese,Serie-A,2024-2025,16,1,24,57,0.41200000000000003
emil audero,como,Serie-A,2024-2025,0,0,0,12,0.667
tommaso augello,cagliari,Serie-A,2024-2025,15,3,207,135,0.69
carlos augusto,inter,Serie-A,2024-2025,10,3,20,70,0.62
yann aurel bisseck,inter,Serie-A,2024-2025,16,1,8,66,0.758
paulo azzi,cagliari,Serie-A,2024-2025,5,0,22,24,0.545
oussama el azzouzi,bologna,Serie-A,2024-2025,0,0,0,1,
jacopo bacci,empoli,Serie-A,2024-2025,0,0,0,0,1.0
milan badelj,genoa,Serie-A,2024-2025,18,0,5,74,0.625
mitchel bakker,atalanta,Serie-A,2024-2025,1,0,1,2,0.5
tommaso baldanzi,roma,Serie-A,2024-2025,7,0,7,48,0.25
keita balde,monza,Serie-A,2024-2025,7,3,6,12,0.313
botond balogh,parma,Serie-A,2024-2025,17,0,1,64,0.54
mario balotelli,genoa,Serie-A,2024-2025,2,0,3,1,0.5
lameck banda,lecce,Serie-A,2024-2025,10,2,26,30,0.133
daniel bandeira,hellas verona,Serie-A,2024-2025,4,0,8,36,0.7
mattia bani,genoa,Serie-A,2024-2025,7,1,4,60,0.489
antonin barak,fiorentina,Serie-A,2024-2025,0,0,1,2,0.0
federico barba,como,Serie-A,2024-2025,3,0,3,19,0.385
nicolo barella,inter,Serie-A,2024-2025,25,4,68,165,0.51
davide bartesaghi,milan,Serie-A,2024-2025,1,1,10,2,1.0
federico baschirotto,lecce,Serie-A,2024-2025,31,0,5,93,0.654
daniele baselli,como,Serie-A,2024-2025,0,0,0,0,0.0
alessandro bastoni,inter,Serie-A,2024-2025,44,1,64,96,0.647
reda belahyane,hellas verona,Serie-A,2024-2025,31,0,3,109,0.25
reda belahyane,lazio,Serie-A,2024-2025,4,0,0,13,1.0
raoul bellanova,torino,Serie-A,2024-2025,1,0,5,4,1.0
raoul bellanova,atalanta,Serie-A,2024-2025,15,0,156,117,0.5
andrea belotti,como,Serie-A,2024-2025,9,5,5,17,0.409
lucas beltran,fiorentina,Serie-A,2024-2025,32,4,7,59,0.376
adrian benedyczak,parma,Serie-A,2024-2025,4,1,1,3,0.429
ismael bennacer,milan,Serie-A,2024-2025,5,0,6,17,0.75
medon berisha,lecce,Serie-A,2024-2025,16,0,29,36,0.5
adrian bernabe,parma,Serie-A,2024-2025,9,0,29,72,0.5
antoine bernede,hellas verona,Serie-A,2024-2025,16,0,13,38,0.429
sam beukema,bologna,Serie-A,2024-2025,28,2,8,135,0.5670000000000001
alessandro bianco,monza,Serie-A,2024-2025,43,3,23,122,0.364
alessandro bianco,fiorentina,Serie-A,2024-2025,0,0,0,3,
jaka bijol,udinese,Serie-A,2024-2025,49,2,3,101,0.677
philip billing,napoli,Serie-A,2024-2025,10,0,2,8,0.524
cristiano biraghi,torino,Serie-A,2024-2025,9,2,107,39,0.42100000000000004
cristiano biraghi,fiorentina,Serie-A,2024-2025,4,0,30,10,0.4
samuele birindelli,monza,Serie-A,2024-2025,16,5,64,47,0.25
bjarki bjarkason,venezia,Serie-A,2024-2025,2,0,7,9,
emil bohinen,genoa,Serie-A,2024-2025,3,0,0,9,0.667
warren bondo,monza,Serie-A,2024-2025,31,1,7,91,0.385
warren bondo,milan,Serie-A,2024-2025,1,0,1,12,0.5
kevin bonifazi,lecce,Serie-A,2024-2025,0,0,0,7,0.5
angeyoan bonny,parma,Serie-A,2024-2025,21,14,14,64,0.247
edoardo bove,fiorentina,Serie-A,2024-2025,16,0,2,45,0.423
domagoj bradaric,hellas verona,Serie-A,2024-2025,21,3,78,80,0.43200000000000005
matthias braunoder,como,Serie-A,2024-2025,10,0,0,8,0.2
iker bravo,udinese,Serie-A,2024-2025,12,2,8,30,0.3
gleison bremer,juventus,Serie-A,2024-2025,9,0,0,23,0.611
brenner,udinese,Serie-A,2024-2025,0,0,11,16,0.4
marco brescianini,atalanta,Serie-A,2024-2025,22,2,18,50,0.545
arvid brorsson,monza,Serie-A,2024-2025,1,0,0,14,0.5379999999999999
tajon buchanan,inter,Serie-A,2024-2025,2,0,3,6,1.0
alessandro buongiorno,napoli,Serie-A,2024-2025,17,1,1,84,0.672
rarescatalin burnete,lecce,Serie-A,2024-2025,2,0,0,3,0.0
gianluca busio,venezia,Serie-A,2024-2025,26,4,29,107,0.485
jean butez,como,Serie-A,2024-2025,1,0,0,43,1.0
liberato cacace,empoli,Serie-A,2024-2025,27,5,102,98,0.446
alessio cacciamani,torino,Serie-A,2024-2025,0,0,3,1,0.5
davide calabria,bologna,Serie-A,2024-2025,7,0,17,30,0.5
davide calabria,milan,Serie-A,2024-2025,3,0,16,16,1.0
luca caldirola,monza,Serie-A,2024-2025,18,1,1,19,0.5
hakan calhanoglu,inter,Serie-A,2024-2025,22,0,122,110,0.47100000000000003
drissa camara,parma,Serie-A,2024-2025,17,1,5,29,0.25
francesco camarda,milan,Serie-A,2024-2025,8,2,1,6,0.5
nicolo cambiaghi,bologna,Serie-A,2024-2025,9,0,47,29,0.273
andrea cambiaso,juventus,Serie-A,2024-2025,28,6,66,116,0.353
thomas campaniello,empoli,Serie-A,2024-2025,0,0,0,0,0.25
matteo cancellieri,parma,Serie-A,2024-2025,26,2,21,55,0.509
fali cande,venezia,Serie-A,2024-2025,24,0,7,79,0.474
antonio candela,venezia,Serie-A,2024-2025,14,0,22,38,0.519
gianluca caprari,monza,Serie-A,2024-2025,18,5,80,57,0.222
elia caprile,cagliari,Serie-A,2024-2025,0,0,0,16,1.0
elia caprile,napoli,Serie-A,2024-2025,0,0,0,3,1.0
francesco caputo,empoli,Serie-A,2024-2025,0,0,0,1,
maxence caqueret,como,Serie-A,2024-2025,17,1,16,69,0.231
andrea carboni,monza,Serie-A,2024-2025,29,0,15,62,0.475
franco carboni,venezia,Serie-A,2024-2025,3,0,8,13,0.4
marco carnesecchi,atalanta,Serie-A,2024-2025,0,0,0,57,1.0
cesare casadei,torino,Serie-A,2024-2025,16,0,2,41,0.7190000000000001
nicolo casale,bologna,Serie-A,2024-2025,23,0,0,43,0.5820000000000001
nicolo casale,lazio,Serie-A,2024-2025,2,0,0,1,1.0
federico cassa,atalanta,Serie-A,2024-2025,2,0,0,1,
valentin castellanos,lazio,Serie-A,2024-2025,38,17,25,51,0.531
santiago castro,bologna,Serie-A,2024-2025,49,9,8,69,0.35200000000000004
gaetano castrovilli,monza,Serie-A,2024-2025,8,2,14,27,0.14300000000000002
gaetano castrovilli,lazio,Serie-A,2024-2025,4,0,0,8,
danilo cataldi,fiorentina,Serie-A,2024-2025,15,0,21,114,0.545
zeki celik,roma,Serie-A,2024-2025,31,0,42,75,0.536
alberto cerri,como,Serie-A,2024-2025,3,2,0,3,0.5
gabriel charpentier,parma,Serie-A,2024-2025,13,0,2,12,0.391
walid cheddira,napoli,Serie-A,2024-2025,0,0,0,0,0.0
leandro chichizola,parma,Serie-A,2024-2025,0,0,0,0,1.0
samuel chukwueze,milan,Serie-A,2024-2025,3,3,50,38,0.375
aaron ciammaglichella,torino,Serie-A,2024-2025,0,0,0,0,
giuseppe ciocci,cagliari,Serie-A,2024-2025,0,0,0,0,
alessandro circati,parma,Serie-A,2024-2025,4,0,0,11,0.81
alphadjo cisse,hellas verona,Serie-A,2024-2025,1,0,0,0,1.0
patrick ciurria,monza,Serie-A,2024-2025,17,1,61,32,0.25
saul coco,torino,Serie-A,2024-2025,53,0,2,87,0.517
lorenzo colombo,empoli,Serie-A,2024-2025,46,6,10,73,0.305
andrea colpani,fiorentina,Serie-A,2024-2025,22,1,33,46,0.4
florinel coman,cagliari,Serie-A,2024-2025,8,0,2,12,0.667
pietro comuzzo,fiorentina,Serie-A,2024-2025,25,0,3,86,0.594
francisco conceicao,juventus,Serie-A,2024-2025,24,4,62,55,0.182
diego coppola,hellas verona,Serie-A,2024-2025,44,0,0,89,0.649
maxwel cornet,genoa,Serie-A,2024-2025,0,1,8,14,0.1
joaquin correa,inter,Serie-A,2024-2025,8,2,8,31,0.25
alberto costa,juventus,Serie-A,2024-2025,8,0,2,23,0.625
lassana coulibaly,lecce,Serie-A,2024-2025,39,0,13,146,0.431
woyo coulibaly,parma,Serie-A,2024-2025,12,1,5,60,0.5
bryan cristante,roma,Serie-A,2024-2025,37,0,15,109,0.513
domen crnigoj,venezia,Serie-A,2024-2025,2,0,2,8,0.28600000000000003
juan cuadrado,atalanta,Serie-A,2024-2025,9,0,56,31,0.75
patrick cutrone,como,Serie-A,2024-2025,23,20,30,54,0.258
wylan cyprien,parma,Serie-A,2024-2025,0,0,0,6,
danilo dambrosio,monza,Serie-A,2024-2025,18,3,9,46,0.41
lucas da cunha,como,Serie-A,2024-2025,21,1,102,157,0.39
samuel dahl,roma,Serie-A,2024-2025,2,0,1,1,0.0
thijs dallinga,bologna,Serie-A,2024-2025,24,8,3,35,0.532
maat daniel caprini,fiorentina,Serie-A,2024-2025,0,1,0,2,0.0
flavius daniliuc,hellas verona,Serie-A,2024-2025,12,0,6,44,0.514
danilo,juventus,Serie-A,2024-2025,11,0,3,24,0.696
matteo darmian,inter,Serie-A,2024-2025,26,5,32,39,0.46399999999999997
juan david cabal,juventus,Serie-A,2024-2025,7,1,7,20,0.727
keinan davis,udinese,Serie-A,2024-2025,24,8,3,34,0.48100000000000004
pawe dawidowicz,hellas verona,Serie-A,2024-2025,36,0,1,54,0.55
charles de ketelaere,atalanta,Serie-A,2024-2025,22,2,56,78,0.486
mattia de sciglio,empoli,Serie-A,2024-2025,8,0,7,27,0.75
lorenzo de silvestri,bologna,Serie-A,2024-2025,17,1,23,26,0.429
koni de winter,genoa,Serie-A,2024-2025,43,1,4,114,0.685
alessandro deiola,cagliari,Serie-A,2024-2025,32,0,14,68,0.561
enrico del prato,parma,Serie-A,2024-2025,20,0,16,120,0.469
fisayo delebashiru,lazio,Serie-A,2024-2025,8,0,7,48,0.188
ali dembele,torino,Serie-A,2024-2025,9,0,7,15,0.313
michele di gregorio,juventus,Serie-A,2024-2025,0,0,0,36,0.875
giovanni di lorenzo,napoli,Serie-A,2024-2025,46,5,63,94,0.495
boulaye dia,lazio,Serie-A,2024-2025,23,4,2,55,0.273
assane diao,como,Serie-A,2024-2025,20,6,12,41,0.32
federico dimarco,inter,Serie-A,2024-2025,19,8,190,76,0.35
berat djimsiti,atalanta,Serie-A,2024-2025,23,0,11,102,0.608
dodo,fiorentina,Serie-A,2024-2025,24,3,144,183,0.429
benjamin dominguez,bologna,Serie-A,2024-2025,10,4,11,62,0.087
patrick dorgu,lecce,Serie-A,2024-2025,24,4,40,99,0.596
alberto dossena,como,Serie-A,2024-2025,22,0,1,68,0.711
issa doumbia,venezia,Serie-A,2024-2025,18,0,10,45,0.462
anastasios douvikas,como,Serie-A,2024-2025,13,1,2,11,0.29600000000000004
artem dovbyk,roma,Serie-A,2024-2025,30,22,1,26,0.41200000000000003
ondrej duda,hellas verona,Serie-A,2024-2025,51,0,89,188,0.483
denzel dumfries,inter,Serie-A,2024-2025,54,6,57,65,0.76
alfred duncan,venezia,Serie-A,2024-2025,22,0,17,52,0.556
paulo dybala,roma,Serie-A,2024-2025,6,6,62,63,0.32
enzo ebosse,udinese,Serie-A,2024-2025,1,0,0,5,1.0
tyronne ebuehi,empoli,Serie-A,2024-2025,0,0,2,6,0.6
ederson,atalanta,Serie-A,2024-2025,31,0,23,186,0.596
kingsley ehizibue,udinese,Serie-A,2024-2025,33,5,61,110,0.46799999999999997
jeff ekhator,genoa,Serie-A,2024-2025,15,3,10,32,0.319
jurgen ekkelenkamp,udinese,Serie-A,2024-2025,29,2,12,82,0.581
emmanuel ekong,empoli,Serie-A,2024-2025,3,1,0,10,0.222
caleb ekuban,genoa,Serie-A,2024-2025,15,5,3,20,0.387
mikael ellertsson,venezia,Serie-A,2024-2025,22,2,28,74,0.5
elif elmas,torino,Serie-A,2024-2025,13,2,23,33,0.4
emerson,milan,Serie-A,2024-2025,34,0,45,59,0.632
yannik engelhardt,como,Serie-A,2024-2025,21,1,1,62,0.55
martin erlic,bologna,Serie-A,2024-2025,7,0,0,11,0.526
sebastiano esposito,empoli,Serie-A,2024-2025,47,10,55,106,0.317
estanis,bologna,Serie-A,2024-2025,1,0,0,0,
nahuel estevez,parma,Serie-A,2024-2025,9,0,16,28,0.8240000000000001
giovanni fabbian,bologna,Serie-A,2024-2025,21,1,9,31,0.35200000000000004
alieu fadera,como,Serie-A,2024-2025,40,14,39,95,0.423
nicolo fagioli,fiorentina,Serie-A,2024-2025,8,0,27,46,0.2
nicolo fagioli,juventus,Serie-A,2024-2025,11,0,13,33,0.5
wladimiro falcone,lecce,Serie-A,2024-2025,1,0,0,32,1.0
davide faraoni,hellas verona,Serie-A,2024-2025,7,2,12,9,0.1
jacopo fazzini,empoli,Serie-A,2024-2025,23,4,32,70,0.442
mattia felici,cagliari,Serie-A,2024-2025,18,4,25,51,0.41200000000000003
joao felix,milan,Serie-A,2024-2025,12,2,5,30,0.5
lewis ferguson,bologna,Serie-A,2024-2025,27,1,18,28,0.5329999999999999
daniel fila,venezia,Serie-A,2024-2025,13,3,0,9,0.259
alessandro florenzi,milan,Serie-A,2024-2025,0,0,1,0,
youssouf fofana,milan,Serie-A,2024-2025,28,0,10,151,0.344
michael folorunsho,fiorentina,Serie-A,2024-2025,15,0,21,29,0.593
michael folorunsho,napoli,Serie-A,2024-2025,2,0,0,2,0.5
omari forson,monza,Serie-A,2024-2025,2,1,9,11,0.0
davide frattesi,inter,Serie-A,2024-2025,11,2,8,48,0.435
morten frendrup,genoa,Serie-A,2024-2025,51,1,3,184,0.44799999999999995
martin frese,hellas verona,Serie-A,2024-2025,9,0,10,14,0.5
remo freuler,bologna,Serie-A,2024-2025,47,1,19,146,0.5
matteo gabbia,milan,Serie-A,2024-2025,20,1,2,69,0.5660000000000001
tommaso gabellini,torino,Serie-A,2024-2025,0,0,0,1,
tiago gabriel,lecce,Serie-A,2024-2025,0,0,0,2,0.833
alessandro gabrielloni,como,Serie-A,2024-2025,6,1,1,12,0.214
gianluca gaetano,cagliari,Serie-A,2024-2025,16,4,24,34,0.33299999999999996
roberto gagliardini,monza,Serie-A,2024-2025,6,0,1,6,0.4
antonino gallo,lecce,Serie-A,2024-2025,12,3,116,116,0.413
silvere ganvoula mboussy,monza,Serie-A,2024-2025,4,1,0,6,0.556
federico gatti,juventus,Serie-A,2024-2025,20,1,1,110,0.5870000000000001
david de gea,fiorentina,Serie-A,2024-2025,0,0,0,26,1.0
valentin gendrey,lecce,Serie-A,2024-2025,1,0,3,3,0.25
daniele ghilardi,hellas verona,Serie-A,2024-2025,33,0,10,55,0.5
lautaro gianetti,udinese,Serie-A,2024-2025,7,0,0,28,0.7140000000000001
samuel gigot,lazio,Serie-A,2024-2025,8,1,0,15,0.7829999999999999
mario gila,lazio,Serie-A,2024-2025,32,0,6,153,0.516
billy gilmour,napoli,Serie-A,2024-2025,14,0,18,64,0.474
santiago gimenez,milan,Serie-A,2024-2025,11,7,2,14,0.389
gvidas gineitis,torino,Serie-A,2024-2025,23,2,51,57,0.43799999999999994
ben godfrey,atalanta,Serie-A,2024-2025,1,0,0,2,
saba goglichidze,empoli,Serie-A,2024-2025,26,1,5,108,0.341
edoardo goldaniga,como,Serie-A,2024-2025,44,4,9,74,0.598
pierluigi gollini,genoa,Serie-A,2024-2025,0,0,0,5,
nicolas gonzalez,juventus,Serie-A,2024-2025,30,6,15,69,0.557
robin gosens,fiorentina,Serie-A,2024-2025,24,9,64,69,0.623
lucas gournadouath,roma,Serie-A,2024-2025,9,1,2,8,0.0
alberto grassi,empoli,Serie-A,2024-2025,28,1,10,124,0.58
matteo guendouzi,lazio,Serie-A,2024-2025,28,1,21,173,0.45
frederic guilbert,lecce,Serie-A,2024-2025,33,1,54,84,0.58
albert gumundsson,fiorentina,Serie-A,2024-2025,13,3,24,53,0.25
emmanuel gyasi,empoli,Serie-A,2024-2025,56,14,37,135,0.387
christian gytkjr,venezia,Serie-A,2024-2025,11,7,1,15,0.28800000000000003
nicolas haas,empoli,Serie-A,2024-2025,11,0,0,19,0.375
saad el haddad,venezia,Serie-A,2024-2025,1,0,0,1,0.0
antoine hainaut,parma,Serie-A,2024-2025,13,1,26,58,0.6729999999999999
mohamed haj,parma,Serie-A,2024-2025,6,0,7,15,0.5
ridgeciano haps,venezia,Serie-A,2024-2025,14,1,26,54,0.43799999999999994
abdou harroui,hellas verona,Serie-A,2024-2025,10,0,9,22,0.5329999999999999
liam henderson,empoli,Serie-A,2024-2025,83,2,98,89,0.39399999999999996
mario hermoso,roma,Serie-A,2024-2025,7,0,3,11,0.375
theo hernandez,milan,Serie-A,2024-2025,17,3,111,129,0.698
hernani,parma,Serie-A,2024-2025,33,1,33,68,0.486
isak hien,atalanta,Serie-A,2024-2025,36,0,1,141,0.5479999999999999
emil holm,bologna,Serie-A,2024-2025,16,1,40,47,0.608
mats hummels,roma,Serie-A,2024-2025,9,0,2,41,0.605
elseid hysaj,lazio,Serie-A,2024-2025,5,0,18,20,0.5710000000000001
arijon ibrahimovic,lazio,Serie-A,2024-2025,0,0,0,0,
jay idzes,venezia,Serie-A,2024-2025,50,3,6,113,0.413
jonathan ikone,como,Serie-A,2024-2025,3,2,1,18,0.8
jonathan ikone,fiorentina,Serie-A,2024-2025,3,0,1,19,0.0
ivan ilic,torino,Serie-A,2024-2025,11,1,27,28,0.222
samuel ilingjunior,bologna,Serie-A,2024-2025,2,0,9,8,0.0
alessio iovine,como,Serie-A,2024-2025,5,0,17,16,0.222
gustav isaksen,lazio,Serie-A,2024-2025,23,3,110,68,0.35100000000000003
ardian ismajli,empoli,Serie-A,2024-2025,21,0,0,83,0.588
armando izzo,monza,Serie-A,2024-2025,65,0,8,90,0.44799999999999995
fellipe jack,como,Serie-A,2024-2025,5,0,0,4,0.5710000000000001
ali jasim,como,Serie-A,2024-2025,1,0,1,1,1.0
gaby jean,lecce,Serie-A,2024-2025,15,0,1,55,0.631
juan jesus,napoli,Serie-A,2024-2025,14,0,0,30,0.6
alex jimenez,milan,Serie-A,2024-2025,12,5,37,69,0.409
orir johann helgason,lecce,Serie-A,2024-2025,10,2,71,46,0.5
jesse joronen,venezia,Serie-A,2024-2025,1,0,0,11,1.0
luka jovic,milan,Serie-A,2024-2025,4,0,2,9,0.5
mohamed kaba,lecce,Serie-A,2024-2025,6,0,1,19,0.4
christian kabasele,udinese,Serie-A,2024-2025,20,0,2,33,0.636
pierre kalulu,juventus,Serie-A,2024-2025,26,2,22,95,0.365
hassane kamara,udinese,Serie-A,2024-2025,25,1,106,92,0.6559999999999999
yann karamoh,torino,Serie-A,2024-2025,12,4,23,42,0.35700000000000004
jesper karlsson,bologna,Serie-A,2024-2025,6,1,4,8,0.33299999999999996
jesper karlsson,lecce,Serie-A,2024-2025,4,0,28,12,0.14300000000000002
jesper karlstrom,udinese,Serie-A,2024-2025,42,1,15,146,0.5
lior kasa,genoa,Serie-A,2024-2025,4,0,2,14,0.25
grigoris kastanos,hellas verona,Serie-A,2024-2025,15,1,23,48,0.469
michael kayode,fiorentina,Serie-A,2024-2025,1,0,6,6,1.0
moise kean,fiorentina,Serie-A,2024-2025,41,57,9,52,0.515
mandela keita,parma,Serie-A,2024-2025,28,1,0,94,0.5
lloyd kelly,juventus,Serie-A,2024-2025,14,0,14,55,0.59
marcoliver kempf,como,Serie-A,2024-2025,21,0,4,106,0.735
kialonda,lecce,Serie-A,2024-2025,9,0,3,58,0.672
magnus kofod andersen,venezia,Serie-A,2024-2025,7,0,16,31,0.5329999999999999
sead kolasinac,atalanta,Serie-A,2024-2025,38,3,10,135,0.5670000000000001
randal kolo muani,juventus,Serie-A,2024-2025,27,6,8,33,0.27
ismael konate,empoli,Serie-A,2024-2025,5,0,1,3,0.385
manu kone,roma,Serie-A,2024-2025,28,2,2,131,0.377
teun koopmeiners,juventus,Serie-A,2024-2025,32,3,113,51,0.5
odilon kossounou,atalanta,Serie-A,2024-2025,15,1,3,62,0.575
christian kouame,fiorentina,Serie-A,2024-2025,13,2,6,20,0.604
christian kouame,empoli,Serie-A,2024-2025,7,2,2,18,0.667
viktor kovalenko,empoli,Serie-A,2024-2025,2,0,1,3,0.5
mateusz kowalski,parma,Serie-A,2024-2025,1,0,0,0,0.0
thomas kristensen,udinese,Serie-A,2024-2025,31,1,10,63,0.6559999999999999
nikola krstovic,lecce,Serie-A,2024-2025,57,20,8,72,0.41600000000000004
khvicha kvaratskhelia,napoli,Serie-A,2024-2025,12,0,51,45,0.444
giorgos kyriakopoulos,monza,Serie-A,2024-2025,24,6,170,94,0.441
mathis lambourde,hellas verona,Serie-A,2024-2025,4,0,1,3,0.33299999999999996
gianluca lapadula,cagliari,Serie-A,2024-2025,9,1,3,5,0.579
valentino lazaro,torino,Serie-A,2024-2025,30,2,145,94,0.39
darko lazovic,hellas verona,Serie-A,2024-2025,9,4,70,59,0.409
manuel lazzari,lazio,Serie-A,2024-2025,12,1,97,50,0.278
enzo le fee,roma,Serie-A,2024-2025,6,0,7,22,0.33299999999999996
nicola leali,genoa,Serie-A,2024-2025,1,0,0,30,1.0
rafael leao,milan,Serie-A,2024-2025,19,7,55,66,0.565
stefan lekovic,monza,Serie-A,2024-2025,5,0,0,18,0.5
nunzio lella,venezia,Serie-A,2024-2025,1,0,0,0,
giovanni leoni,parma,Serie-A,2024-2025,11,0,3,34,0.63
ben lhassine kone,como,Serie-A,2024-2025,1,0,0,7,0.0
mattia liberali,milan,Serie-A,2024-2025,1,0,2,4,1.0
karol linetty,torino,Serie-A,2024-2025,39,0,4,63,0.364
dailon livramento,hellas verona,Serie-A,2024-2025,21,8,18,21,0.386
stanislav lobotka,napoli,Serie-A,2024-2025,24,0,2,166,0.5
manuel locatelli,juventus,Serie-A,2024-2025,46,1,24,141,0.614
ruben loftuscheek,milan,Serie-A,2024-2025,23,0,7,48,0.621
ademola lookman,atalanta,Serie-A,2024-2025,31,26,124,69,0.5670000000000001
sandi lovric,udinese,Serie-A,2024-2025,54,0,90,118,0.055999999999999994
lorenzo lucca,udinese,Serie-A,2024-2025,65,16,5,44,0.465
jhon lucumi,bologna,Serie-A,2024-2025,22,0,4,176,0.5
jose luis palomino,cagliari,Serie-A,2024-2025,11,0,0,50,0.5710000000000001
douglas luiz,juventus,Serie-A,2024-2025,14,0,26,31,0.556
romelu lukaku,napoli,Serie-A,2024-2025,47,24,4,34,0.429
sebastiano luperto,cagliari,Serie-A,2024-2025,23,1,8,139,0.53
zito luvumbo,cagliari,Serie-A,2024-2025,38,11,65,50,0.261
charalampos lykogiannis,bologna,Serie-A,2024-2025,10,2,106,35,0.667
mathias lvik,parma,Serie-A,2024-2025,2,0,3,2,0.5
giangiacomo magnani,hellas verona,Serie-A,2024-2025,8,0,2,38,0.617
mike maignan,milan,Serie-A,2024-2025,1,0,0,67,1.0
antoine makoumbou,cagliari,Serie-A,2024-2025,27,0,7,109,0.182
daniel maldini,monza,Serie-A,2024-2025,15,2,38,52,0.449
daniel maldini,atalanta,Serie-A,2024-2025,3,1,5,8,0.615
youssef maleh,empoli,Serie-A,2024-2025,32,1,16,96,0.33299999999999996
ruslan malinovskyi,genoa,Serie-A,2024-2025,9,0,3,16,0.5379999999999999
dennis man,parma,Serie-A,2024-2025,8,4,33,72,0.34600000000000003
gianluca mancini,roma,Serie-A,2024-2025,49,6,33,99,0.638
