Player,Squad,Liga,Season,Born,MP,Starts,Min,Gls,Ast,YellowC,RedC,PrgC,PrgP,PrgR
salih ozcan,wolfsburg,Bundesliga,2024-2025,1998,11,3,353,0,0,0,0,6,22,5
salih ozcan,dortmund,Bundesliga,2024-2025,1998,11,3,391,0,0,0,0,4,31,4
exequiel palacios,leverkusen,Bundesliga,2024-2025,1998,24,11,1155,1,6,2,0,15,97,40
joao palhinha,bayern munich,Bundesliga,2024-2025,1995,17,6,673,0,0,2,1,3,32,7
mats pannewig,bochum,Bundesliga,2024-2025,2004,14,2,267,0,0,1,0,3,10,16
kevin paredes,wolfsburg,Bundesliga,2024-2025,2003,2,2,123,0,1,1,0,1,7,12
felix passlack,bochum,Bundesliga,2024-2025,1998,31,30,2334,1,6,4,0,43,65,118
aleksandar pavlovic,bayern munich,Bundesliga,2024-2025,2004,21,18,1451,1,0,2,0,15,128,33
mads pedersen,augsburg,Bundesliga,2024-2025,1996,7,2,235,0,0,0,0,1,11,10
jordan pefok,union berlin,Bundesliga,2024-2025,1996,18,10,908,0,1,2,0,3,12,40
daniel peretz,bayern munich,Bundesliga,2024-2025,2000,3,3,270,0,0,1,0,0,1,0
noah pesch,gladbach,Bundesliga,2024-2025,2005,1,0,6,0,0,0,0,0,1,1
luca philipp,hoffenheim,Bundesliga,2024-2025,2000,6,6,540,0,0,0,0,0,0,0
maximilian philipp,freiburg,Bundesliga,2024-2025,1994,2,0,17,0,0,0,0,0,0,0
benedikt pichler,holstein kiel,Bundesliga,2024-2025,1997,18,7,785,1,2,1,0,18,19,58
amos pieper,werder bremen,Bundesliga,2024-2025,1998,23,16,1498,0,0,3,0,11,62,3
marvin pieringer,heidenheim,Bundesliga,2024-2025,1999,31,26,2206,7,4,7,0,23,59,115
alassane plea,gladbach,Bundesliga,2024-2025,1993,30,24,1902,11,4,3,0,51,116,141
finn porath,holstein kiel,Bundesliga,2024-2025,1997,31,20,1970,2,3,3,0,42,58,69
yussuf poulsen,rb leipzig,Bundesliga,2024-2025,1994,22,2,378,2,0,1,0,2,12,30
alexander prass,hoffenheim,Bundesliga,2024-2025,2001,23,19,1566,0,1,1,0,28,63,66
david preu,union berlin,Bundesliga,2024-2025,2004,5,1,121,0,0,1,0,1,3,9
grischa promel,hoffenheim,Bundesliga,2024-2025,1995,2,2,174,0,0,0,0,2,5,3
ivan prtajin,union berlin,Bundesliga,2024-2025,1996,5,2,161,0,0,0,0,1,1,17
tymoteusz puchacz,holstein kiel,Bundesliga,2024-2025,1999,10,5,396,0,1,0,0,13,8,30
leopold querfeld,union berlin,Bundesliga,2024-2025,2003,27,17,1747,2,2,8,0,3,49,5
grant ranos,gladbach,Bundesliga,2024-2025,2003,2,0,20,0,0,1,0,1,1,2
david raum,rb leipzig,Bundesliga,2024-2025,1998,22,21,1783,1,5,5,0,36,71,127
rocco reitz,gladbach,Bundesliga,2024-2025,2002,27,21,1830,2,1,1,0,18,91,30
nicolai remberg,holstein kiel,Bundesliga,2024-2025,2000,32,26,2417,0,1,11,0,25,80,31
elvis rexhbecaj,augsburg,Bundesliga,2024-2025,1997,27,22,1785,1,1,8,0,31,94,82
gio reyna,dortmund,Bundesliga,2024-2025,2002,16,3,350,2,0,3,0,5,22,19
fabian rieder,stuttgart,Bundesliga,2024-2025,2002,21,8,867,1,3,1,0,20,38,61
lasse rie,mainz,Bundesliga,2024-2025,2001,2,2,180,0,0,0,0,0,0,0
lars ritzka,st pauli,Bundesliga,2024-2025,1998,21,11,922,1,0,1,0,8,21,34
mads roerslev,wolfsburg,Bundesliga,2024-2025,1999,7,2,298,0,0,0,0,7,13,18
merlin rohl,freiburg,Bundesliga,2024-2025,2002,19,11,965,0,1,2,0,20,22,60
lasse rosenboom,holstein kiel,Bundesliga,2024-2025,2002,26,21,1734,2,2,3,0,19,34,50
max rosenfelder,freiburg,Bundesliga,2024-2025,2003,25,13,1249,1,0,2,0,24,29,18
tom rothe,union berlin,Bundesliga,2024-2025,2004,26,19,1670,3,3,4,1,25,50,91
anthony rouault,stuttgart,Bundesliga,2024-2025,2001,18,14,1212,1,0,1,0,6,52,4
jerome roussillon,union berlin,Bundesliga,2024-2025,1993,7,1,136,0,0,0,0,2,11,7
julian ryerson,dortmund,Bundesliga,2024-2025,1997,29,27,2259,2,3,6,1,66,92,136
frederik rnnow,union berlin,Bundesliga,2024-2025,1992,28,28,2520,0,0,2,0,0,1,0
elias saad,st pauli,Bundesliga,2024-2025,1999,18,10,900,3,2,1,0,29,27,76
marcel sabitzer,dortmund,Bundesliga,2024-2025,1994,26,18,1616,1,0,3,0,24,97,70
faik sakar,rb leipzig,Bundesliga,2024-2025,2008,1,0,1,0,0,0,0,0,0,0
manolis saliakas,st pauli,Bundesliga,2024-2025,1996,30,26,2314,2,1,4,0,28,93,80
roland sallai,freiburg,Bundesliga,2024-2025,1997,2,0,46,0,0,0,0,4,3,2
diadie samassekou,hoffenheim,Bundesliga,2024-2025,1996,8,6,290,0,0,0,0,3,11,2
philipp sander,gladbach,Bundesliga,2024-2025,1998,27,16,1400,1,0,2,0,16,60,29
james sands,st pauli,Bundesliga,2024-2025,2000,7,5,453,0,0,1,0,0,16,6
leroy sane,bayern munich,Bundesliga,2024-2025,1996,30,17,1637,11,5,2,0,75,64,266
kaishu sano,mainz,Bundesliga,2024-2025,2000,34,34,3043,0,0,3,0,53,159,46
kaua santos,eint frankfurt,Bundesliga,2024-2025,2003,9,8,765,0,0,0,0,0,1,0
joe scally,gladbach,Bundesliga,2024-2025,2002,32,30,2578,0,0,6,0,52,68,69
andras schafer,union berlin,Bundesliga,2024-2025,1999,26,17,1534,1,1,3,0,23,55,42
patrik schick,leverkusen,Bundesliga,2024-2025,1996,31,19,1684,21,0,4,0,7,21,107
stefan schimmer,heidenheim,Bundesliga,2024-2025,1994,13,0,247,0,0,1,0,0,3,15
xaver schlager,rb leipzig,Bundesliga,2024-2025,1997,4,2,181,0,0,1,0,5,6,2
keven schlotterbeck,augsburg,Bundesliga,2024-2025,1997,18,15,1297,3,1,4,1,3,59,2
nico schlotterbeck,dortmund,Bundesliga,2024-2025,1999,23,23,1982,0,4,7,2,37,195,14
romano schmid,werder bremen,Bundesliga,2024-2025,2000,32,32,2834,5,4,4,0,107,279,201
jan schoppner,heidenheim,Bundesliga,2024-2025,1999,33,32,2681,4,3,8,0,35,107,48
marvin schulz,holstein kiel,Bundesliga,2024-2025,1995,12,3,306,0,0,3,0,5,11,2
alexander schwolow,union berlin,Bundesliga,2024-2025,1992,6,6,540,0,0,0,0,0,0,0
leo scienza,heidenheim,Bundesliga,2024-2025,1998,25,13,1153,3,3,1,0,70,30,90
nicolas seiwald,rb leipzig,Bundesliga,2024-2025,2001,30,20,2084,0,0,2,0,17,140,30
benjamin sesko,rb leipzig,Bundesliga,2024-2025,2003,33,30,2380,13,5,2,1,47,46,141
armindo sieb,mainz,Bundesliga,2024-2025,2003,27,5,762,2,2,2,0,28,18,64
tim siersleben,heidenheim,Bundesliga,2024-2025,2000,16,14,1182,0,0,4,0,8,31,12
kiliann sildillia,freiburg,Bundesliga,2024-2025,2002,21,8,801,2,0,2,0,11,29,34
andre silva,werder bremen,Bundesliga,2024-2025,1995,7,4,375,1,0,1,0,6,10,28
andre silva,rb leipzig,Bundesliga,2024-2025,1995,8,0,132,1,2,0,0,6,4,11
mohamed simakan,rb leipzig,Bundesliga,2024-2025,2000,1,1,54,0,0,0,0,3,7,4
xavi simons,rb leipzig,Bundesliga,2024-2025,2003,25,25,2150,10,6,5,0,85,140,185
danel sinani,st pauli,Bundesliga,2024-2025,1997,26,14,1250,2,2,3,0,16,60,64
tobias sippel,gladbach,Bundesliga,2024-2025,1988,1,0,59,0,0,0,0,0,0,0
ibrahima sissoko,bochum,Bundesliga,2024-2025,1997,32,30,2610,2,1,11,1,35,105,69
tim skarke,union berlin,Bundesliga,2024-2025,1996,33,11,1164,0,2,1,0,26,25,96
ellyes skhiri,eint frankfurt,Bundesliga,2024-2025,1995,30,26,2231,1,2,6,0,17,105,27
leo skiri stigard,hoffenheim,Bundesliga,2024-2025,1999,11,11,927,0,0,0,1,0,51,1
andreas skov olsen,wolfsburg,Bundesliga,2024-2025,1999,12,4,535,1,1,0,0,22,22,48
robert skov,union berlin,Bundesliga,2024-2025,1996,15,11,852,2,2,1,0,25,36,45
steven skrzybski,holstein kiel,Bundesliga,2024-2025,1992,24,15,1323,6,3,0,0,17,64,71
eric smith,st pauli,Bundesliga,2024-2025,1997,32,32,2827,1,1,7,0,16,118,11
anton stach,hoffenheim,Bundesliga,2024-2025,1998,30,29,2585,1,2,8,0,33,152,36
jens stage,werder bremen,Bundesliga,2024-2025,1996,28,26,2204,10,5,10,0,28,104,89
josip stanisic,bayern munich,Bundesliga,2024-2025,2000,14,9,876,0,2,0,0,20,76,30
niklas stark,werder bremen,Bundesliga,2024-2025,1995,26,25,2106,0,1,6,1,7,62,3
pascal stenzel,stuttgart,Bundesliga,2024-2025,1996,10,4,290,0,0,0,0,2,12,16
leonidas stergiou,stuttgart,Bundesliga,2024-2025,2002,12,11,852,1,2,0,1,11,39,32
finley stevens,st pauli,Bundesliga,2024-2025,2003,1,0,1,0,0,0,0,0,0,0
angelo stiller,stuttgart,Bundesliga,2024-2025,2001,32,31,2741,1,8,6,0,39,289,69
kevin stoger,gladbach,Bundesliga,2024-2025,1993,31,16,1551,3,3,3,0,40,121,95
niklas sule,dortmund,Bundesliga,2024-2025,1995,15,12,1053,0,0,1,0,15,47,10
mattias svanberg,wolfsburg,Bundesliga,2024-2025,1999,20,14,1219,3,1,4,0,11,36,39
daniel svensson,dortmund,Bundesliga,2024-2025,2002,12,8,781,1,3,0,0,11,41,51
haris tabakovic,hoffenheim,Bundesliga,2024-2025,1994,22,6,821,3,1,0,0,4,7,45
jonathan tah,leverkusen,Bundesliga,2024-2025,1996,33,33,2970,3,0,3,0,15,169,9
edmond tapsoba,leverkusen,Bundesliga,2024-2025,1999,29,29,2507,0,0,4,0,52,164,17
mathys tel,bayern munich,Bundesliga,2024-2025,2005,8,2,256,0,1,0,0,6,9,34
nathan tella,leverkusen,Bundesliga,2024-2025,1999,27,17,1359,2,4,1,0,38,22,130
martin terrier,leverkusen,Bundesliga,2024-2025,1997,15,7,584,2,1,1,0,11,14,35
arthur theate,eint frankfurt,Bundesliga,2024-2025,2000,31,31,2704,0,0,6,1,50,171,24
norman theuerkauf,heidenheim,Bundesliga,2024-2025,1987,1,0,22,0,0,0,0,0,2,0
denis thomalla,heidenheim,Bundesliga,2024-2025,1992,1,0,4,0,0,0,0,0,0,0
phillip tietz,augsburg,Bundesliga,2024-2025,1997,34,19,1686,7,2,4,0,8,29,113
umut tohumcu,hoffenheim,Bundesliga,2024-2025,2004,12,3,375,0,1,3,0,3,13,5
john tolkin,holstein kiel,Bundesliga,2024-2025,2002,11,9,737,0,2,0,0,6,17,12
tiago tomas,wolfsburg,Bundesliga,2024-2025,2002,32,23,1884,6,1,7,0,31,50,125
bazoumana toure,hoffenheim,Bundesliga,2024-2025,2006,13,7,609,0,3,1,0,24,14,56
lucas tousart,union berlin,Bundesliga,2024-2025,1997,15,6,561,0,1,2,0,4,18,13
omar traore,heidenheim,Bundesliga,2024-2025,1998,30,30,2616,0,1,7,0,103,117,115
kevin trapp,eint frankfurt,Bundesliga,2024-2025,1990,26,26,2295,0,0,0,0,0,1,0
philipp treu,st pauli,Bundesliga,2024-2025,2000,33,33,2881,0,2,2,0,58,105,117
christopher trimmel,union berlin,Bundesliga,2024-2025,1987,26,20,1740,0,3,5,0,18,73,45
tuta,eint frankfurt,Bundesliga,2024-2025,1999,30,26,2274,2,1,8,0,11,78,12
lukas ullrich,gladbach,Bundesliga,2024-2025,2004,26,24,1903,1,2,4,0,31,39,71
sven ulreich,bayern munich,Bundesliga,2024-2025,1988,1,1,90,0,0,0,0,0,0,0
deniz undav,stuttgart,Bundesliga,2024-2025,1996,27,20,1726,9,3,4,0,31,70,141
dayot upamecano,bayern munich,Bundesliga,2024-2025,1998,20,20,1759,2,0,6,0,17,137,4
jonas urbig,bayern munich,Bundesliga,2024-2025,2003,8,8,720,0,0,0,0,0,3,0
can uzun,eint frankfurt,Bundesliga,2024-2025,2005,20,6,675,4,1,1,0,11,42,45
josha vagnoman,stuttgart,Bundesliga,2024-2025,2000,26,19,1834,1,1,4,0,24,47,96
siebe van der heyden,st pauli,Bundesliga,2024-2025,1998,13,11,872,1,0,4,1,10,28,26
maarten vandevoordt,rb leipzig,Bundesliga,2024-2025,2002,6,4,429,0,0,0,0,0,4,0
ruben vargas,augsburg,Bundesliga,2024-2025,1998,8,3,305,0,0,3,0,9,13,24
nikola vasilj,st pauli,Bundesliga,2024-2025,1995,33,33,2969,0,0,2,1,0,0,0
denis vavro,wolfsburg,Bundesliga,2024-2025,1996,29,27,2461,2,0,4,0,9,96,3
milos veljkovic,werder bremen,Bundesliga,2024-2025,1995,14,11,1029,0,1,1,0,9,64,2
nikolas veratschnig,mainz,Bundesliga,2024-2025,2003,15,2,364,0,0,1,0,7,7,30
arthur vermeeren,rb leipzig,Bundesliga,2024-2025,2005,28,18,1572,0,2,7,0,14,77,20
yorbe vertessen,union berlin,Bundesliga,2024-2025,2001,17,7,718,1,0,2,0,18,16,42
gabriel vidovic,bayern munich,Bundesliga,2024-2025,2003,4,0,24,0,0,0,0,0,0,3
gabriel vidovic,mainz,Bundesliga,2024-2025,2003,1,0,4,0,0,0,0,0,0,2
kevin vogt,union berlin,Bundesliga,2024-2025,1991,18,16,1367,1,0,6,0,11,70,2
kevin volland,union berlin,Bundesliga,2024-2025,1992,4,0,61,0,0,1,0,0,2,4
aster vranckx,wolfsburg,Bundesliga,2024-2025,2002,14,6,556,0,0,1,0,5,20,6
robert wagner,st pauli,Bundesliga,2024-2025,2003,12,5,407,0,0,1,0,1,10,9
elye wahi,eint frankfurt,Bundesliga,2024-2025,2003,8,1,196,0,0,1,0,6,5,19
hauke wahl,st pauli,Bundesliga,2024-2025,1994,33,33,2970,0,0,1,0,30,142,10
paul wanner,heidenheim,Bundesliga,2024-2025,2005,29,20,1771,3,2,2,0,28,64,65
kjellarik watjen,dortmund,Bundesliga,2024-2025,2006,2,0,16,0,0,0,0,0,0,0
julian weigl,gladbach,Bundesliga,2024-2025,1995,33,33,2881,0,2,8,0,11,122,9
timon weiner,holstein kiel,Bundesliga,2024-2025,1999,25,25,2250,0,0,4,0,0,0,0
nelson weiper,mainz,Bundesliga,2024-2025,2005,23,7,704,3,2,2,0,12,13,62
mitchell weiser,werder bremen,Bundesliga,2024-2025,1994,32,32,2868,5,9,9,1,65,125,200
noah weihaupt,st pauli,Bundesliga,2024-2025,2001,19,13,1160,1,0,0,0,42,33,94
noah weihaupt,freiburg,Bundesliga,2024-2025,2001,3,0,80,0,0,0,0,8,6,10
silvan widmer,mainz,Bundesliga,2024-2025,1993,27,3,504,0,1,3,0,3,23,36
patrick wimmer,wolfsburg,Bundesliga,2024-2025,2001,29,22,1770,3,4,5,1,46,91,75
jonas wind,wolfsburg,Bundesliga,2024-2025,1999,31,21,1966,9,3,2,0,17,100,94
florian wirtz,leverkusen,Bundesliga,2024-2025,2003,31,25,2351,10,12,3,0,131,176,309
dani de wit,bochum,Bundesliga,2024-2025,1998,28,11,1153,2,1,1,0,5,33,37
maximilian wittek,bochum,Bundesliga,2024-2025,1995,33,32,2706,0,0,8,0,47,141,83
marius wolf,augsburg,Bundesliga,2024-2025,1995,32,28,2144,1,3,2,0,36,117,95
nick woltemade,stuttgart,Bundesliga,2024-2025,2002,28,17,1622,12,2,5,1,31,52,141
jeong wooyeong,union berlin,Bundesliga,2024-2025,1999,23,17,1263,3,2,2,0,32,63,93
granit xhaka,leverkusen,Bundesliga,2024-2025,1992,33,33,2888,2,7,3,0,42,318,72
erencan yardimci,hoffenheim,Bundesliga,2024-2025,2002,8,3,313,0,0,2,0,4,4,12
danaxel zagadou,stuttgart,Bundesliga,2024-2025,1999,2,0,29,0,0,1,0,0,0,0
david zec,holstein kiel,Bundesliga,2024-2025,2000,18,18,1541,2,0,5,0,3,34,2
robin zentner,mainz,Bundesliga,2024-2025,1994,32,32,2880,0,0,3,0,0,2,0
cedric zesiger,augsburg,Bundesliga,2024-2025,1998,15,15,1221,0,2,7,1,4,40,7
cedric zesiger,wolfsburg,Bundesliga,2024-2025,1998,7,5,522,0,0,4,0,3,19,2
michael zetterer,werder bremen,Bundesliga,2024-2025,1995,34,34,3060,0,0,2,0,0,3,0
budu zivzivadze,heidenheim,Bundesliga,2024-2025,1994,15,10,958,2,3,0,0,11,20,43
keyliane abdallah,marseille,Ligue-1,2024-2025,2006,1,0,3,0,0,0,0,1,0,0
yunis abdelhamid,saintetienne,Ligue-1,2024-2025,1987,16,11,1033,0,0,2,0,4,22,3
himad abdelli,angers,Ligue-1,2024-2025,1999,32,32,2842,6,1,4,0,107,207,111
mohamed abdelmoneim,nice,Ligue-1,2024-2025,1999,12,10,855,0,0,2,0,6,52,5
ali abdi,nice,Ligue-1,2024-2025,1993,25,17,1393,5,2,2,0,35,42,101
matthis abline,nantes,Ligue-1,2024-2025,2003,34,33,2768,9,2,3,0,75,48,169
abner,lyon,Ligue-1,2024-2025,2000,19,12,1090,1,1,1,0,31,66,55
zakaria aboukhlal,toulouse,Ligue-1,2024-2025,2000,26,22,1901,7,2,4,0,34,22,164
akor adams,montpellier,Ligue-1,2024-2025,2000,15,13,1075,3,1,2,0,11,6,45
martin adeline,reims,Ligue-1,2024-2025,2003,1,0,26,0,0,0,0,1,0,1
adryelson,lyon,Ligue-1,2024-2025,1998,1,0,1,0,0,1,0,0,1,0
emmanuel agbadou,reims,Ligue-1,2024-2025,1997,14,14,1260,0,0,3,0,10,77,0
jeremy agbonifo,lens,Ligue-1,2024-2025,2005,8,1,300,1,0,1,0,13,6,36
ruben aguilar,lens,Ligue-1,2024-2025,1993,16,13,1124,1,2,4,0,32,74,101
naouirou ahamada,rennes,Ligue-1,2024-2025,2002,3,0,58,0,0,0,0,2,1,1
jeaneudes aholou,angers,Ligue-1,2024-2025,1994,26,26,1959,2,0,7,0,15,68,16
ayman aiki,saintetienne,Ligue-1,2024-2025,2005,5,1,127,0,0,0,0,4,5,8
ludovic ajorque,brest,Ligue-1,2024-2025,1994,31,29,2495,13,2,5,0,10,41,124
umit akdag,toulouse,Ligue-1,2024-2025,2003,9,6,500,0,0,2,0,4,29,9
sergio akieme,reims,Ligue-1,2024-2025,1997,30,29,2523,2,3,5,0,55,86,97
maghnes akliouche,monaco,Ligue-1,2024-2025,2002,32,27,2406,5,10,2,0,127,173,226
paul akouokou,lyon,Ligue-1,2024-2025,1997,2,0,19,0,0,1,0,0,1,0
clement akpa,auxerre,Ligue-1,2024-2025,2001,31,29,2486,0,1,7,0,27,74,24
chuba akpom,lille,Ligue-1,2024-2025,1995,14,6,639,3,1,0,0,6,7,38
mohamed ali cho,nice,Ligue-1,2024-2025,2004,27,21,1621,3,4,2,0,81,59,133
jim allevinah,angers,Ligue-1,2024-2025,1995,28,23,1750,1,3,3,0,57,48,99
thiago almada,lyon,Ligue-1,2024-2025,2001,16,9,951,1,4,3,0,38,97,50
jordan amavi,brest,Ligue-1,2024-2025,1994,11,8,790,0,0,2,0,22,36,21
kelvin amian,nantes,Ligue-1,2024-2025,1998,30,23,2165,1,0,5,0,32,73,77
michael amir murillo,marseille,Ligue-1,2024-2025,1996,30,27,2437,1,3,3,0,43,140,100
samuel amoameyaw,strasbourg,Ligue-1,2024-2025,2006,9,3,320,2,0,0,0,11,12,18
mathis amougou,saintetienne,Ligue-1,2024-2025,2006,17,9,859,0,0,2,0,8,36,17
benjamin andre,lille,Ligue-1,2024-2025,1990,30,30,2692,0,3,12,0,29,209,72
kyllian antonio,lens,Ligue-1,2024-2025,2008,3,2,139,0,0,0,0,1,0,0
dennis appiah,saintetienne,Ligue-1,2024-2025,1992,29,22,2128,0,1,2,0,51,108,110
carlens arcus,angers,Ligue-1,2024-2025,1996,28,25,2047,0,1,3,0,39,70,79
hakon arnar haraldsson,lille,Ligue-1,2024-2025,2003,25,21,1755,5,3,3,0,52,102,143
marco asensio,paris sg,Ligue-1,2024-2025,1996,12,8,618,2,4,0,0,19,36,49
lorenz assignon,rennes,Ligue-1,2024-2025,2000,32,27,2357,3,4,9,0,98,116,206
dehmaine assoumani,nantes,Ligue-1,2024-2025,2005,12,0,98,0,0,0,0,4,1,15
valentin atangana edoa,reims,Ligue-1,2024-2025,2005,34,33,2854,1,0,7,0,41,93,38
florian aye,auxerre,Ligue-1,2024-2025,1997,26,4,575,2,0,0,0,5,7,30
andre ayew,le havre,Ligue-1,2024-2025,1989,27,15,1453,4,1,2,0,5,18,43
neil el aynaoui,lens,Ligue-1,2024-2025,2001,24,17,1588,8,1,4,0,11,75,29
shavy babicka,toulouse,Ligue-1,2024-2025,2000,30,11,1186,4,2,2,0,36,21,122
theo bair,auxerre,Ligue-1,2024-2025,1999,29,11,939,2,1,1,0,15,16,42
mitchel bakker,lille,Ligue-1,2024-2025,2000,24,14,1139,3,2,3,1,43,57,120
darryl bakola,marseille,Ligue-1,2024-2025,2007,2,0,14,0,0,1,0,0,0,0
dilane bakwa,strasbourg,Ligue-1,2024-2025,2002,30,29,2497,6,8,4,0,107,129,249
leonardo balerdi,marseille,Ligue-1,2024-2025,1999,27,27,2273,0,0,9,1,13,105,5
fode ballotoure,le havre,Ligue-1,2024-2025,1997,10,9,589,0,0,0,0,15,13,14
folarin balogun,monaco,Ligue-1,2024-2025,2001,13,7,615,4,0,0,0,21,9,73
abdoulaye bamba,angers,Ligue-1,2024-2025,1990,19,16,1510,0,0,2,0,1,16,3
mohamed bamba,reims,Ligue-1,2024-2025,2004,2,0,10,0,0,0,0,0,3,0
valentin barco,strasbourg,Ligue-1,2024-2025,2004,14,14,1157,0,2,2,0,20,64,55
bradley barcola,paris sg,Ligue-1,2024-2025,2002,34,27,2181,14,10,2,0,137,96,374
melvin bard,nice,Ligue-1,2024-2025,2000,24,22,1938,2,1,4,2,53,88,95
gabriel bares,montpellier,Ligue-1,2024-2025,2000,6,0,56,0,0,0,0,1,3,0
teo barisic,lyon,Ligue-1,2024-2025,2004,1,0,2,0,0,0,0,0,0,0
dylan batubinsika,saintetienne,Ligue-1,2024-2025,1996,25,22,2016,1,0,3,1,11,51,1
haris belkebla,angers,Ligue-1,2024-2025,1994,22,21,1792,0,1,1,0,8,69,15
yassin belkhdim,angers,Ligue-1,2024-2025,2002,29,16,1523,1,1,4,0,17,37,31
eliesse ben seghir,monaco,Ligue-1,2024-2025,2005,33,19,1750,6,3,0,0,85,122,170
ismael bennacer,marseille,Ligue-1,2024-2025,1997,12,8,646,0,2,2,0,14,72,8
said benrahma,lyon,Ligue-1,2024-2025,1995,13,9,735,1,3,0,0,41,32,109
nabil bentaleb,lille,Ligue-1,2024-2025,1994,10,3,329,1,0,0,0,2,23,5
lucas beraldo,paris sg,Ligue-1,2024-2025,2003,25,22,2011,1,0,6,0,9,131,0
maxime bernauer,saintetienne,Ligue-1,2024-2025,1998,11,9,763,0,0,4,1,7,41,0
dimitry bertaud,montpellier,Ligue-1,2024-2025,1998,4,4,360,0,0,0,0,0,0,0
mika biereth,monaco,Ligue-1,2024-2025,2003,16,16,1228,13,2,0,0,14,24,110
emmanuel biumla,angers,Ligue-1,2024-2025,2005,17,15,1336,1,0,2,0,3,16,0
marco bizot,brest,Ligue-1,2024-2025,1991,32,32,2880,0,0,4,0,0,1,0
ludovic blas,rennes,Ligue-1,2024-2025,1997,29,26,2293,6,8,6,0,83,116,184
augustine boakye,saintetienne,Ligue-1,2024-2025,2000,17,8,733,3,0,5,0,25,35,60
matheo bodmer,le havre,Ligue-1,2024-2025,2004,1,0,6,0,0,0,0,0,0,0
jeremie boga,nice,Ligue-1,2024-2025,1997,21,12,1054,1,2,0,0,64,39,75
moise bombito,nice,Ligue-1,2024-2025,2000,27,25,2192,0,0,3,1,27,97,10
saimon bouabre,monaco,Ligue-1,2024-2025,2006,3,1,97,0,0,0,0,3,2,5
ayyoub bouaddi,lille,Ligue-1,2024-2025,2007,24,11,1151,0,1,2,0,11,37,26
badredine bouanani,nice,Ligue-1,2024-2025,2004,26,11,1099,3,3,2,0,47,44,93
benjamin bouchouari,saintetienne,Ligue-1,2024-2025,2001,25,20,1772,1,0,6,0,48,133,54
hicham boudaoui,nice,Ligue-1,2024-2025,1999,29,27,2435,2,3,9,0,54,124,75
justin bourgault,brest,Ligue-1,2024-2025,2005,2,2,122,1,0,0,0,2,4,12
benjamin bourigeaud,rennes,Ligue-1,2024-2025,1994,1,1,80,1,0,0,0,0,4,4
bilal brahimi,nice,Ligue-1,2024-2025,2000,2,1,76,0,0,0,0,3,4,10
lilian brassier,marseille,Ligue-1,2024-2025,1999,12,9,779,0,0,3,0,11,40,8
lilian brassier,rennes,Ligue-1,2024-2025,1999,14,14,1234,1,1,1,0,21,75,11
anthony briancon,saintetienne,Ligue-1,2024-2025,1994,1,0,1,0,0,0,0,0,0,0
aurelio buta,reims,Ligue-1,2024-2025,1997,27,24,1970,0,1,5,0,28,83,64
marcin buka,nice,Ligue-1,2024-2025,1999,34,34,3060,0,0,0,0,0,2,0
remy cabella,lille,Ligue-1,2024-2025,1990,23,12,1011,1,2,1,0,45,77,130
mathieu cafaro,saintetienne,Ligue-1,2024-2025,1997,15,9,732,1,0,3,1,19,16,51
duje caletacar,lyon,Ligue-1,2024-2025,1996,19,17,1584,1,0,8,0,4,46,0
issiaga camara,nice,Ligue-1,2024-2025,2005,4,0,20,0,0,0,0,1,2,1
lamine camara,monaco,Ligue-1,2024-2025,2004,29,25,2054,2,7,10,1,25,141,46
mahdi camara,brest,Ligue-1,2024-2025,1998,34,31,2659,5,3,5,0,58,111,112
ousmane camara,angers,Ligue-1,2024-2025,2003,3,3,252,0,0,1,0,0,3,0
axel camblan,brest,Ligue-1,2024-2025,2003,2,0,26,0,0,0,0,2,2,1
jaydee canvot,toulouse,Ligue-1,2024-2025,2006,18,12,1106,0,0,2,0,9,41,0
pierrick capelle,angers,Ligue-1,2024-2025,1987,16,3,483,0,0,4,0,10,22,17
gabin capuano,lens,Ligue-1,2024-2025,2006,1,0,11,0,0,0,0,0,0,1
maxence caqueret,lyon,Ligue-1,2024-2025,2000,9,6,573,0,0,1,0,14,50,15
simon cara,montpellier,Ligue-1,2024-2025,2005,2,0,9,0,0,0,0,0,0,1
valentin carboni,marseille,Ligue-1,2024-2025,2005,4,1,103,0,0,1,0,4,4,8
irvin cardona,saintetienne,Ligue-1,2024-2025,1997,15,13,1063,5,3,2,0,30,32,135
patrik carlgren,nantes,Ligue-1,2024-2025,1992,5,4,417,0,0,0,0,0,0,0
josue casimir,le havre,Ligue-1,2024-2025,2001,27,23,1997,4,4,5,0,71,41,151
cristian casseres jr,toulouse,Ligue-1,2024-2025,2000,32,31,2696,1,3,11,0,31,128,46
jeancharles castelletto,nantes,Ligue-1,2024-2025,1995,30,30,2620,0,0,5,1,21,87,19
enzo caumont,angers,Ligue-1,2024-2025,2004,2,0,34,0,0,1,0,0,1,0
fabien centonze,nantes,Ligue-1,2024-2025,1996,7,3,265,0,0,0,0,10,15,31
brendan chardonnet,brest,Ligue-1,2024-2025,1994,27,27,2416,1,0,6,0,7,51,5
jhoanner chavez,lens,Ligue-1,2024-2025,2002,10,7,596,1,0,1,0,14,9,36
theo chennahi,montpellier,Ligue-1,2024-2025,2005,4,2,181,0,0,2,0,1,0,3
sidiki cherif,angers,Ligue-1,2024-2025,2006,7,3,324,0,0,0,0,8,3,16
rayan cherki,lyon,Ligue-1,2024-2025,2003,30,22,2041,8,11,3,0,106,206,184
